"gene_name","de_novo_junctions","strand","paste_into_igv_junction","delta075025","delta025021","delta021018","delta018012","delta012000","percentile","color_gene_name","name","value","alpha_gene_name"
"EZH2",0,"-","chr7:148818117-148818978",0.0246,0.0469,-0.0017,0.0094,-6e-04,16,"low_psi","dox_075",0.1087,"1"
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,69,"high_psi","no_dox",0.0232,"1"
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,69,"high_psi","dox_0125",0.043,"1"
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,69,"high_psi","dox_0187",0.0144,"1"
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,69,"high_psi","dox_021",0.0957,"1"
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,69,"high_psi","dox_025",0.0312,"1"
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,69,"high_psi","dox_075",0.1732,"1"
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,72,"high_psi","no_dox",0.0049,"1"
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,72,"high_psi","dox_0125",0.0233,"1"
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,72,"high_psi","dox_0187",0.0281,"1"
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,72,"high_psi","dox_021",0.0689,"1"
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,72,"high_psi","dox_025",0.0038,"1"
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,72,"high_psi","dox_075",0.1806,"1"
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,57,"mid_psi","no_dox",0.0021,"2"
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,57,"mid_psi","dox_0125",0.0263,"2"
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,57,"mid_psi","dox_0187",0.002,"2"
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,57,"mid_psi","dox_021",0.0326,"2"
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,57,"mid_psi","dox_025",0.0067,"2"
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,57,"mid_psi","dox_075",0.1486,"2"
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,21,"low_psi","no_dox",0.0322,"1"
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,21,"low_psi","dox_0125",0.0516,"1"
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,21,"low_psi","dox_0187",0.0661,"1"
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,21,"low_psi","dox_021",0.0542,"1"
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,21,"low_psi","dox_025",0.0476,"1"
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,21,"low_psi","dox_075",0.1123,"1"
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,66,"mid_psi","no_dox",0.0256,"2"
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,66,"mid_psi","dox_0125",0.0405,"2"
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,66,"mid_psi","dox_0187",0.0562,"2"
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,66,"mid_psi","dox_021",0.0064,"2"
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,66,"mid_psi","dox_025",0.0076,"2"
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,66,"mid_psi","dox_075",0.1625,"2"
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,73,"high_psi","no_dox",0.0213,"1"
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,73,"high_psi","dox_0125",0.0297,"1"
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,73,"high_psi","dox_0187",0.0233,"1"
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,73,"high_psi","dox_021",0.0524,"1"
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,73,"high_psi","dox_025",0.0885,"1"
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,73,"high_psi","dox_075",0.1816,"1"
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,5,"low_psi","no_dox",0.0113,"1"
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,5,"low_psi","dox_0125",0.0116,"1"
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,5,"low_psi","dox_0187",0.1177,"1"
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,5,"low_psi","dox_021",0.1008,"1"
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,5,"low_psi","dox_025",0.1161,"1"
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,5,"low_psi","dox_075",0.1027,"1"
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,77,"high_psi","no_dox",6e-04,"1"
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,77,"high_psi","dox_0125",0.0189,"1"
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,77,"high_psi","dox_0187",0.0717,"1"
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,77,"high_psi","dox_021",0.0758,"1"
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,77,"high_psi","dox_025",0.116,"1"
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,77,"high_psi","dox_075",0.2003,"1"
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,29,"low_psi","no_dox",0.0025,"1"
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,29,"low_psi","dox_0125",0.021,"1"
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,29,"low_psi","dox_0187",0.0346,"1"
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,29,"low_psi","dox_021",0.0029,"1"
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,29,"low_psi","dox_025",0.0723,"1"
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,29,"low_psi","dox_075",0.1182,"1"
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,74,"high_psi","no_dox",0.0043,"1"
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,74,"high_psi","dox_0125",0.0032,"1"
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,74,"high_psi","dox_0187",0.0967,"1"
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,74,"high_psi","dox_021",0.069,"1"
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,74,"high_psi","dox_025",0.0949,"1"
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,74,"high_psi","dox_075",0.1848,"1"
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,8,"low_psi","no_dox",0.0188,"1"
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,8,"low_psi","dox_0125",0.0538,"1"
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,8,"low_psi","dox_0187",0.0107,"1"
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,8,"low_psi","dox_021",0.1203,"1"
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,8,"low_psi","dox_025",0.0383,"1"
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,8,"low_psi","dox_075",0.1039,"1"
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,33,"low_psi","no_dox",0.0015,"1"
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,33,"low_psi","dox_0125",0.0321,"1"
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,33,"low_psi","dox_0187",0.0451,"1"
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,33,"low_psi","dox_021",0.0413,"1"
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,33,"low_psi","dox_025",0.0277,"1"
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,33,"low_psi","dox_075",0.1211,"1"
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,7,"low_psi","no_dox",0.0498,"1"
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,7,"low_psi","dox_0125",0.035,"1"
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,7,"low_psi","dox_0187",0.0465,"1"
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,7,"low_psi","dox_021",0.0247,"1"
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,7,"low_psi","dox_025",0.0512,"1"
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,7,"low_psi","dox_075",0.1036,"1"
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,16,"low_psi","no_dox",0.0107,"1"
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,16,"low_psi","dox_0125",0.0391,"1"
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,16,"low_psi","dox_0187",0.0348,"1"
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,16,"low_psi","dox_021",0.0384,"1"
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,16,"low_psi","dox_025",0.0735,"1"
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,16,"low_psi","dox_075",0.1085,"1"
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,66,"mid_psi","no_dox",0.0372,"2"
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,66,"mid_psi","dox_0125",0.0052,"2"
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,66,"mid_psi","dox_0187",0.045,"2"
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,66,"mid_psi","dox_021",0.0046,"2"
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,66,"mid_psi","dox_025",0.0053,"2"
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,66,"mid_psi","dox_075",0.1623,"2"
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,100,"high_psi","no_dox",0.0449,"1"
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,100,"high_psi","dox_0125",0.0274,"1"
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,100,"high_psi","dox_0187",0.0395,"1"
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,100,"high_psi","dox_021",0.0365,"1"
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,100,"high_psi","dox_025",0.0212,"1"
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,100,"high_psi","dox_075",0.9899,"1"
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,70,"high_psi","no_dox",0.0359,"1"
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,70,"high_psi","dox_0125",0.1172,"1"
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,70,"high_psi","dox_0187",0.1435,"1"
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,70,"high_psi","dox_021",0.1424,"1"
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,70,"high_psi","dox_025",0.1873,"1"
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,70,"high_psi","dox_075",0.1753,"1"
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,62,"mid_psi","no_dox",0.0277,"2"
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,62,"mid_psi","dox_0125",0.0146,"2"
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,62,"mid_psi","dox_0187",0.0335,"2"
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,62,"mid_psi","dox_021",0.0776,"2"
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,62,"mid_psi","dox_025",0.0864,"2"
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,62,"mid_psi","dox_075",0.1565,"2"
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,9,"low_psi","no_dox",0.0053,"1"
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,9,"low_psi","dox_0125",0.0271,"1"
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,9,"low_psi","dox_0187",0.004,"1"
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,9,"low_psi","dox_021",0.0718,"1"
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,9,"low_psi","dox_025",0.0043,"1"
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,9,"low_psi","dox_075",0.1044,"1"
"CRACD",1,"+","chr4:56118453-56179284",-0.0177,0.1129,-0.0193,0.0196,0.0043,41,"mid_psi","no_dox",0.0284,"2"
"CRACD",1,"+","chr4:56118453-56179284",-0.0177,0.1129,-0.0193,0.0196,0.0043,41,"mid_psi","dox_0125",0.0327,"2"
"CRACD",1,"+","chr4:56118453-56179284",-0.0177,0.1129,-0.0193,0.0196,0.0043,41,"mid_psi","dox_0187",0.0523,"2"
"CRACD",1,"+","chr4:56118453-56179284",-0.0177,0.1129,-0.0193,0.0196,0.0043,41,"mid_psi","dox_021",0.033,"2"
"CRACD",1,"+","chr4:56118453-56179284",-0.0177,0.1129,-0.0193,0.0196,0.0043,41,"mid_psi","dox_025",0.1459,"2"
"CRACD",1,"+","chr4:56118453-56179284",-0.0177,0.1129,-0.0193,0.0196,0.0043,41,"mid_psi","dox_075",0.1282,"2"
"CRACD",1,"+","chr4:56301718-56307535",0.00180000000000002,0.0277999999999999,-0.0305,0.000400000000000067,0.9827,100,"high_psi","no_dox",0.0086,"1"
"CRACD",1,"+","chr4:56301718-56307535",0.00180000000000002,0.0277999999999999,-0.0305,0.000400000000000067,0.9827,100,"high_psi","dox_0125",0.9913,"1"
"CRACD",1,"+","chr4:56301718-56307535",0.00180000000000002,0.0277999999999999,-0.0305,0.000400000000000067,0.9827,100,"high_psi","dox_0187",0.9917,"1"
"CRACD",1,"+","chr4:56301718-56307535",0.00180000000000002,0.0277999999999999,-0.0305,0.000400000000000067,0.9827,100,"high_psi","dox_021",0.9612,"1"
"CRACD",1,"+","chr4:56301718-56307535",0.00180000000000002,0.0277999999999999,-0.0305,0.000400000000000067,0.9827,100,"high_psi","dox_025",0.989,"1"
"CRACD",1,"+","chr4:56301718-56307535",0.00180000000000002,0.0277999999999999,-0.0305,0.000400000000000067,0.9827,100,"high_psi","dox_075",0.9908,"1"
"MAPK10",0,"-","chr4:86159467-86194319",0.08,-0.0669,0.054,-0.0373,0.0654,22,"low_psi","no_dox",0.0182,"1"
"MAPK10",0,"-","chr4:86159467-86194319",0.08,-0.0669,0.054,-0.0373,0.0654,22,"low_psi","dox_0125",0.0836,"1"
"MAPK10",0,"-","chr4:86159467-86194319",0.08,-0.0669,0.054,-0.0373,0.0654,22,"low_psi","dox_0187",0.0463,"1"
"MAPK10",0,"-","chr4:86159467-86194319",0.08,-0.0669,0.054,-0.0373,0.0654,22,"low_psi","dox_021",0.1003,"1"
"MAPK10",0,"-","chr4:86159467-86194319",0.08,-0.0669,0.054,-0.0373,0.0654,22,"low_psi","dox_025",0.0334,"1"
"MAPK10",0,"-","chr4:86159467-86194319",0.08,-0.0669,0.054,-0.0373,0.0654,22,"low_psi","dox_075",0.1134,"1"
"WSB1",0,"+","chr17:27308848-27309099",0.1128,0.0076,0.0071,-0.0167,0.0315,54,"mid_psi","no_dox",5e-04,"2"
"WSB1",0,"+","chr17:27308848-27309099",0.1128,0.0076,0.0071,-0.0167,0.0315,54,"mid_psi","dox_0125",0.032,"2"
"WSB1",0,"+","chr17:27308848-27309099",0.1128,0.0076,0.0071,-0.0167,0.0315,54,"mid_psi","dox_0187",0.0153,"2"
"WSB1",0,"+","chr17:27308848-27309099",0.1128,0.0076,0.0071,-0.0167,0.0315,54,"mid_psi","dox_021",0.0224,"2"
"WSB1",0,"+","chr17:27308848-27309099",0.1128,0.0076,0.0071,-0.0167,0.0315,54,"mid_psi","dox_025",0.03,"2"
"WSB1",0,"+","chr17:27308848-27309099",0.1128,0.0076,0.0071,-0.0167,0.0315,54,"mid_psi","dox_075",0.1428,"2"
"NEIL3",1,"+","chr4:177344704-177351380",0.0802,0.0145,-0.0278,0.0366,0.0031,28,"low_psi","no_dox",0.011,"1"
"NEIL3",1,"+","chr4:177344704-177351380",0.0802,0.0145,-0.0278,0.0366,0.0031,28,"low_psi","dox_0125",0.0141,"1"
"NEIL3",1,"+","chr4:177344704-177351380",0.0802,0.0145,-0.0278,0.0366,0.0031,28,"low_psi","dox_0187",0.0507,"1"
"NEIL3",1,"+","chr4:177344704-177351380",0.0802,0.0145,-0.0278,0.0366,0.0031,28,"low_psi","dox_021",0.0229,"1"
"NEIL3",1,"+","chr4:177344704-177351380",0.0802,0.0145,-0.0278,0.0366,0.0031,28,"low_psi","dox_025",0.0374,"1"
"NEIL3",1,"+","chr4:177344704-177351380",0.0802,0.0145,-0.0278,0.0366,0.0031,28,"low_psi","dox_075",0.1176,"1"
"STIM2",0,"+","chr4:27007700-27007983",0.0212,0.1039,-0.0043,-0.0171,0.0455,73,"high_psi","no_dox",0.0336,"1"
"STIM2",0,"+","chr4:27007700-27007983",0.0212,0.1039,-0.0043,-0.0171,0.0455,73,"high_psi","dox_0125",0.0791,"1"
"STIM2",0,"+","chr4:27007700-27007983",0.0212,0.1039,-0.0043,-0.0171,0.0455,73,"high_psi","dox_0187",0.062,"1"
"STIM2",0,"+","chr4:27007700-27007983",0.0212,0.1039,-0.0043,-0.0171,0.0455,73,"high_psi","dox_021",0.0577,"1"
"STIM2",0,"+","chr4:27007700-27007983",0.0212,0.1039,-0.0043,-0.0171,0.0455,73,"high_psi","dox_025",0.1616,"1"
"STIM2",0,"+","chr4:27007700-27007983",0.0212,0.1039,-0.0043,-0.0171,0.0455,73,"high_psi","dox_075",0.1828,"1"
"STIM2",0,"+","chr4:27008006-27008428",0.0662,-0.057,0.0721,-0.0411,0.0751,57,"mid_psi","no_dox",0.0329,"2"
"STIM2",0,"+","chr4:27008006-27008428",0.0662,-0.057,0.0721,-0.0411,0.0751,57,"mid_psi","dox_0125",0.108,"2"
"STIM2",0,"+","chr4:27008006-27008428",0.0662,-0.057,0.0721,-0.0411,0.0751,57,"mid_psi","dox_0187",0.0669,"2"
"STIM2",0,"+","chr4:27008006-27008428",0.0662,-0.057,0.0721,-0.0411,0.0751,57,"mid_psi","dox_021",0.139,"2"
"STIM2",0,"+","chr4:27008006-27008428",0.0662,-0.057,0.0721,-0.0411,0.0751,57,"mid_psi","dox_025",0.082,"2"
"STIM2",0,"+","chr4:27008006-27008428",0.0662,-0.057,0.0721,-0.0411,0.0751,57,"mid_psi","dox_075",0.1482,"2"
"B3GAT1",1,"-","chr11:134393817-134411807",0.0315,-0.0395,0.0884,-0.0744,0.0696,30,"low_psi","no_dox",0.0433,"1"
"B3GAT1",1,"-","chr11:134393817-134411807",0.0315,-0.0395,0.0884,-0.0744,0.0696,30,"low_psi","dox_0125",0.1129,"1"
"B3GAT1",1,"-","chr11:134393817-134411807",0.0315,-0.0395,0.0884,-0.0744,0.0696,30,"low_psi","dox_0187",0.0385,"1"
"B3GAT1",1,"-","chr11:134393817-134411807",0.0315,-0.0395,0.0884,-0.0744,0.0696,30,"low_psi","dox_021",0.1269,"1"
"B3GAT1",1,"-","chr11:134393817-134411807",0.0315,-0.0395,0.0884,-0.0744,0.0696,30,"low_psi","dox_025",0.0874,"1"
"B3GAT1",1,"-","chr11:134393817-134411807",0.0315,-0.0395,0.0884,-0.0744,0.0696,30,"low_psi","dox_075",0.1189,"1"
"MADD",1,"+","chr11:47325032-47326738",0.0482,-0.0412,0.0746,0.0219,0,9,"low_psi","no_dox",9e-04,"1"
"MADD",1,"+","chr11:47325032-47326738",0.0482,-0.0412,0.0746,0.0219,0,9,"low_psi","dox_0125",9e-04,"1"
"MADD",1,"+","chr11:47325032-47326738",0.0482,-0.0412,0.0746,0.0219,0,9,"low_psi","dox_0187",0.0228,"1"
"MADD",1,"+","chr11:47325032-47326738",0.0482,-0.0412,0.0746,0.0219,0,9,"low_psi","dox_021",0.0974,"1"
"MADD",1,"+","chr11:47325032-47326738",0.0482,-0.0412,0.0746,0.0219,0,9,"low_psi","dox_025",0.0562,"1"
"MADD",1,"+","chr11:47325032-47326738",0.0482,-0.0412,0.0746,0.0219,0,9,"low_psi","dox_075",0.1044,"1"
"MADD",1,"+","chr11:47325032-47328658",0.0657,0.0598,0,0.0136,0,51,"mid_psi","no_dox",4e-04,"2"
"MADD",1,"+","chr11:47325032-47328658",0.0657,0.0598,0,0.0136,0,51,"mid_psi","dox_0125",4e-04,"2"
"MADD",1,"+","chr11:47325032-47328658",0.0657,0.0598,0,0.0136,0,51,"mid_psi","dox_0187",0.014,"2"
"MADD",1,"+","chr11:47325032-47328658",0.0657,0.0598,0,0.0136,0,51,"mid_psi","dox_021",0.014,"2"
"MADD",1,"+","chr11:47325032-47328658",0.0657,0.0598,0,0.0136,0,51,"mid_psi","dox_025",0.0738,"2"
"MADD",1,"+","chr11:47325032-47328658",0.0657,0.0598,0,0.0136,0,51,"mid_psi","dox_075",0.1395,"2"
"NUP98",1,"-","chr11:3782145-3793845",0.00549999999999999,0.0472,0.0271,-0.0243,0.0393,26,"low_psi","no_dox",0.0218,"1"
"NUP98",1,"-","chr11:3782145-3793845",0.00549999999999999,0.0472,0.0271,-0.0243,0.0393,26,"low_psi","dox_0125",0.0611,"1"
"NUP98",1,"-","chr11:3782145-3793845",0.00549999999999999,0.0472,0.0271,-0.0243,0.0393,26,"low_psi","dox_0187",0.0368,"1"
"NUP98",1,"-","chr11:3782145-3793845",0.00549999999999999,0.0472,0.0271,-0.0243,0.0393,26,"low_psi","dox_021",0.0639,"1"
"NUP98",1,"-","chr11:3782145-3793845",0.00549999999999999,0.0472,0.0271,-0.0243,0.0393,26,"low_psi","dox_025",0.1111,"1"
"NUP98",1,"-","chr11:3782145-3793845",0.00549999999999999,0.0472,0.0271,-0.0243,0.0393,26,"low_psi","dox_075",0.1166,"1"
"PPFIBP1",0,"+","chr12:27656730-27658816",0.1329,-0.0133,-0.0368,-0.0177,0.101,73,"high_psi","no_dox",0.0184,"1"
"PPFIBP1",0,"+","chr12:27656730-27658816",0.1329,-0.0133,-0.0368,-0.0177,0.101,73,"high_psi","dox_0125",0.1194,"1"
"PPFIBP1",0,"+","chr12:27656730-27658816",0.1329,-0.0133,-0.0368,-0.0177,0.101,73,"high_psi","dox_0187",0.1017,"1"
"PPFIBP1",0,"+","chr12:27656730-27658816",0.1329,-0.0133,-0.0368,-0.0177,0.101,73,"high_psi","dox_021",0.0649,"1"
"PPFIBP1",0,"+","chr12:27656730-27658816",0.1329,-0.0133,-0.0368,-0.0177,0.101,73,"high_psi","dox_025",0.0516,"1"
"PPFIBP1",0,"+","chr12:27656730-27658816",0.1329,-0.0133,-0.0368,-0.0177,0.101,73,"high_psi","dox_075",0.1845,"1"
"PPFIBP1",0,"+","chr12:27658848-27660884",0.0976,0.0336,-0.0226,-0.00249999999999999,0.0516,74,"high_psi","no_dox",0.0281,"1"
"PPFIBP1",0,"+","chr12:27658848-27660884",0.0976,0.0336,-0.0226,-0.00249999999999999,0.0516,74,"high_psi","dox_0125",0.0797,"1"
