"gene_name","de_novo_junctions","strand","paste_into_igv_junction","delta075025","delta025021","delta021018","delta018012","delta012000","color_gene_name","name","value"
"IQCE",1,"+","chr7:2559217-2564878",0.0753,0.8055,0.0637,0.0496,-2e-04,"none","no_dox",0.0012
"IQCE",1,"+","chr7:2559217-2564878",0.0753,0.8055,0.0637,0.0496,-2e-04,"none","dox_0125",0.001
"IQCE",1,"+","chr7:2559217-2564878",0.0753,0.8055,0.0637,0.0496,-2e-04,"none","dox_0187",0.0506
"IQCE",1,"+","chr7:2559217-2564878",0.0753,0.8055,0.0637,0.0496,-2e-04,"none","dox_021",0.1143
"IQCE",1,"+","chr7:2559217-2564878",0.0753,0.8055,0.0637,0.0496,-2e-04,"none","dox_025",0.9198
"IQCE",1,"+","chr7:2559217-2564878",0.0753,0.8055,0.0637,0.0496,-2e-04,"none","dox_075",0.9951
"IQCE",1,"+","chr7:2565071-2567116",-0.0438000000000001,0.6932,0.1806,0.0157,2e-04,"none","no_dox",0.002
"IQCE",1,"+","chr7:2565071-2567116",-0.0438000000000001,0.6932,0.1806,0.0157,2e-04,"none","dox_0125",0.0022
"IQCE",1,"+","chr7:2565071-2567116",-0.0438000000000001,0.6932,0.1806,0.0157,2e-04,"none","dox_0187",0.0179
"IQCE",1,"+","chr7:2565071-2567116",-0.0438000000000001,0.6932,0.1806,0.0157,2e-04,"none","dox_021",0.1985
"IQCE",1,"+","chr7:2565071-2567116",-0.0438000000000001,0.6932,0.1806,0.0157,2e-04,"none","dox_025",0.8917
"IQCE",1,"+","chr7:2565071-2567116",-0.0438000000000001,0.6932,0.1806,0.0157,2e-04,"none","dox_075",0.8479
"TSPAN12",0,"-","chr7:120810570-120814005",0.2371,0.0018,-0.0249,-0.0022,0.0086,"none","no_dox",0.0347
"TSPAN12",0,"-","chr7:120810570-120814005",0.2371,0.0018,-0.0249,-0.0022,0.0086,"none","dox_0125",0.0433
"TSPAN12",0,"-","chr7:120810570-120814005",0.2371,0.0018,-0.0249,-0.0022,0.0086,"none","dox_0187",0.0411
"TSPAN12",0,"-","chr7:120810570-120814005",0.2371,0.0018,-0.0249,-0.0022,0.0086,"none","dox_021",0.0162
"TSPAN12",0,"-","chr7:120810570-120814005",0.2371,0.0018,-0.0249,-0.0022,0.0086,"none","dox_025",0.018
"TSPAN12",0,"-","chr7:120810570-120814005",0.2371,0.0018,-0.0249,-0.0022,0.0086,"none","dox_075",0.2551
"NOD1",0,"-","chr7:30460041-30478606",0.1804,-0.0702,0.00659999999999999,0.00120000000000001,0.0629,"none","no_dox",0.0029
"NOD1",0,"-","chr7:30460041-30478606",0.1804,-0.0702,0.00659999999999999,0.00120000000000001,0.0629,"none","dox_0125",0.0658
"NOD1",0,"-","chr7:30460041-30478606",0.1804,-0.0702,0.00659999999999999,0.00120000000000001,0.0629,"none","dox_0187",0.067
"NOD1",0,"-","chr7:30460041-30478606",0.1804,-0.0702,0.00659999999999999,0.00120000000000001,0.0629,"none","dox_021",0.0736
"NOD1",0,"-","chr7:30460041-30478606",0.1804,-0.0702,0.00659999999999999,0.00120000000000001,0.0629,"none","dox_025",0.0034
"NOD1",0,"-","chr7:30460041-30478606",0.1804,-0.0702,0.00659999999999999,0.00120000000000001,0.0629,"none","dox_075",0.1838
"TFPT",1,"-","chr19:54110121-54114438",0.0641,-0.0092,0.0168,-0.0048,0.0288,"none","no_dox",0.0245
"TFPT",1,"-","chr19:54110121-54114438",0.0641,-0.0092,0.0168,-0.0048,0.0288,"none","dox_0125",0.0533
"TFPT",1,"-","chr19:54110121-54114438",0.0641,-0.0092,0.0168,-0.0048,0.0288,"none","dox_0187",0.0485
"TFPT",1,"-","chr19:54110121-54114438",0.0641,-0.0092,0.0168,-0.0048,0.0288,"none","dox_021",0.0653
"TFPT",1,"-","chr19:54110121-54114438",0.0641,-0.0092,0.0168,-0.0048,0.0288,"none","dox_025",0.0561
"TFPT",1,"-","chr19:54110121-54114438",0.0641,-0.0092,0.0168,-0.0048,0.0288,"none","dox_075",0.1202
"ARMC6",1,"+","chr19:19034013-19034131",0.07,-0.0708,0.1103,-0.087,0.0869,"none","no_dox",0.014
"ARMC6",1,"+","chr19:19034013-19034131",0.07,-0.0708,0.1103,-0.087,0.0869,"none","dox_0125",0.1009
"ARMC6",1,"+","chr19:19034013-19034131",0.07,-0.0708,0.1103,-0.087,0.0869,"none","dox_0187",0.0139
"ARMC6",1,"+","chr19:19034013-19034131",0.07,-0.0708,0.1103,-0.087,0.0869,"none","dox_021",0.1242
"ARMC6",1,"+","chr19:19034013-19034131",0.07,-0.0708,0.1103,-0.087,0.0869,"none","dox_025",0.0534
"ARMC6",1,"+","chr19:19034013-19034131",0.07,-0.0708,0.1103,-0.087,0.0869,"none","dox_075",0.1234
"MINDY4",1,"+","chr7:30771556-30778418",-0.067,0.0629,0.0534,0.0384,0.0217,"none","no_dox",0.0436
"MINDY4",1,"+","chr7:30771556-30778418",-0.067,0.0629,0.0534,0.0384,0.0217,"none","dox_0125",0.0653
"MINDY4",1,"+","chr7:30771556-30778418",-0.067,0.0629,0.0534,0.0384,0.0217,"none","dox_0187",0.1037
"MINDY4",1,"+","chr7:30771556-30778418",-0.067,0.0629,0.0534,0.0384,0.0217,"none","dox_021",0.1571
"MINDY4",1,"+","chr7:30771556-30778418",-0.067,0.0629,0.0534,0.0384,0.0217,"none","dox_025",0.22
"MINDY4",1,"+","chr7:30771556-30778418",-0.067,0.0629,0.0534,0.0384,0.0217,"none","dox_075",0.153
"NSUN5P2",1,"-","chr7:72949232-72949313",0.0609,0.00219999999999999,0.0156,-0.0258,0.0293,"none","no_dox",0.0425
"NSUN5P2",1,"-","chr7:72949232-72949313",0.0609,0.00219999999999999,0.0156,-0.0258,0.0293,"none","dox_0125",0.0718
"NSUN5P2",1,"-","chr7:72949232-72949313",0.0609,0.00219999999999999,0.0156,-0.0258,0.0293,"none","dox_0187",0.046
"NSUN5P2",1,"-","chr7:72949232-72949313",0.0609,0.00219999999999999,0.0156,-0.0258,0.0293,"none","dox_021",0.0616
"NSUN5P2",1,"-","chr7:72949232-72949313",0.0609,0.00219999999999999,0.0156,-0.0258,0.0293,"none","dox_025",0.0638
"NSUN5P2",1,"-","chr7:72949232-72949313",0.0609,0.00219999999999999,0.0156,-0.0258,0.0293,"none","dox_075",0.1247
"TAF6",0,"-","chr7:100114268-100118396",0.0474,-0.0669,0.0717,0.0078,0.0286,"none","no_dox",0.0133
"TAF6",0,"-","chr7:100114268-100118396",0.0474,-0.0669,0.0717,0.0078,0.0286,"none","dox_0125",0.0419
"TAF6",0,"-","chr7:100114268-100118396",0.0474,-0.0669,0.0717,0.0078,0.0286,"none","dox_0187",0.0497
"TAF6",0,"-","chr7:100114268-100118396",0.0474,-0.0669,0.0717,0.0078,0.0286,"none","dox_021",0.1214
"TAF6",0,"-","chr7:100114268-100118396",0.0474,-0.0669,0.0717,0.0078,0.0286,"none","dox_025",0.0545
"TAF6",0,"-","chr7:100114268-100118396",0.0474,-0.0669,0.0717,0.0078,0.0286,"none","dox_075",0.1019
"TAF6",1,"-","chr7:100118653-100118880",0.0151,-0.0412,0.0155,0.105,0.0065,"none","no_dox",0.0277
"TAF6",1,"-","chr7:100118653-100118880",0.0151,-0.0412,0.0155,0.105,0.0065,"none","dox_0125",0.0342
"TAF6",1,"-","chr7:100118653-100118880",0.0151,-0.0412,0.0155,0.105,0.0065,"none","dox_0187",0.1392
"TAF6",1,"-","chr7:100118653-100118880",0.0151,-0.0412,0.0155,0.105,0.0065,"none","dox_021",0.1547
"TAF6",1,"-","chr7:100118653-100118880",0.0151,-0.0412,0.0155,0.105,0.0065,"none","dox_025",0.1135
"TAF6",1,"-","chr7:100118653-100118880",0.0151,-0.0412,0.0155,0.105,0.0065,"none","dox_075",0.1286
"WASL",1,"-","chr7:123684580-123692347",0.1279,0.2147,0.0658,0.2225,-9.99999999999999e-05,"none","no_dox",6e-04
"WASL",1,"-","chr7:123684580-123692347",0.1279,0.2147,0.0658,0.2225,-9.99999999999999e-05,"none","dox_0125",5e-04
"WASL",1,"-","chr7:123684580-123692347",0.1279,0.2147,0.0658,0.2225,-9.99999999999999e-05,"none","dox_0187",0.223
"WASL",1,"-","chr7:123684580-123692347",0.1279,0.2147,0.0658,0.2225,-9.99999999999999e-05,"none","dox_021",0.2888
"WASL",1,"-","chr7:123684580-123692347",0.1279,0.2147,0.0658,0.2225,-9.99999999999999e-05,"none","dox_025",0.5035
"WASL",1,"-","chr7:123684580-123692347",0.1279,0.2147,0.0658,0.2225,-9.99999999999999e-05,"none","dox_075",0.6314
"TFR2",1,"-","chr7:100624844-100626763",0.0377,0.063,-0.0291,-0.042,0.0715,"none","no_dox",0.0157
"TFR2",1,"-","chr7:100624844-100626763",0.0377,0.063,-0.0291,-0.042,0.0715,"none","dox_0125",0.0872
"TFR2",1,"-","chr7:100624844-100626763",0.0377,0.063,-0.0291,-0.042,0.0715,"none","dox_0187",0.0452
"TFR2",1,"-","chr7:100624844-100626763",0.0377,0.063,-0.0291,-0.042,0.0715,"none","dox_021",0.0161
"TFR2",1,"-","chr7:100624844-100626763",0.0377,0.063,-0.0291,-0.042,0.0715,"none","dox_025",0.0791
"TFR2",1,"-","chr7:100624844-100626763",0.0377,0.063,-0.0291,-0.042,0.0715,"none","dox_075",0.1168
"GRIK5",1,"-","chr19:42065387-42065714",0.0559,-0.0137,0.0166,0.0464,-0.0162,"none","no_dox",0.0324
"GRIK5",1,"-","chr19:42065387-42065714",0.0559,-0.0137,0.0166,0.0464,-0.0162,"none","dox_0125",0.0162
"GRIK5",1,"-","chr19:42065387-42065714",0.0559,-0.0137,0.0166,0.0464,-0.0162,"none","dox_0187",0.0626
"GRIK5",1,"-","chr19:42065387-42065714",0.0559,-0.0137,0.0166,0.0464,-0.0162,"none","dox_021",0.0792
"GRIK5",1,"-","chr19:42065387-42065714",0.0559,-0.0137,0.0166,0.0464,-0.0162,"none","dox_025",0.0655
"GRIK5",1,"-","chr19:42065387-42065714",0.0559,-0.0137,0.0166,0.0464,-0.0162,"none","dox_075",0.1214
"SIPA1L3",1,"+","chr19:38164906-38192145",0.0573,0.0115,-0.000400000000000005,0.0062,-0.0043,"none","no_dox",0.0326
"SIPA1L3",1,"+","chr19:38164906-38192145",0.0573,0.0115,-0.000400000000000005,0.0062,-0.0043,"none","dox_0125",0.0283
"SIPA1L3",1,"+","chr19:38164906-38192145",0.0573,0.0115,-0.000400000000000005,0.0062,-0.0043,"none","dox_0187",0.0345
"SIPA1L3",1,"+","chr19:38164906-38192145",0.0573,0.0115,-0.000400000000000005,0.0062,-0.0043,"none","dox_021",0.0341
"SIPA1L3",1,"+","chr19:38164906-38192145",0.0573,0.0115,-0.000400000000000005,0.0062,-0.0043,"none","dox_025",0.0456
"SIPA1L3",1,"+","chr19:38164906-38192145",0.0573,0.0115,-0.000400000000000005,0.0062,-0.0043,"none","dox_075",0.1029
"SIPA1L3",0,"+","chr19:38192310-38193540",0.00650000000000001,0.0414,-0.0315,0.0156,0.0393,"none","no_dox",0.0388
"SIPA1L3",0,"+","chr19:38192310-38193540",0.00650000000000001,0.0414,-0.0315,0.0156,0.0393,"none","dox_0125",0.0781
"SIPA1L3",0,"+","chr19:38192310-38193540",0.00650000000000001,0.0414,-0.0315,0.0156,0.0393,"none","dox_0187",0.0937
"SIPA1L3",0,"+","chr19:38192310-38193540",0.00650000000000001,0.0414,-0.0315,0.0156,0.0393,"none","dox_021",0.0622
"SIPA1L3",0,"+","chr19:38192310-38193540",0.00650000000000001,0.0414,-0.0315,0.0156,0.0393,"none","dox_025",0.1036
"SIPA1L3",0,"+","chr19:38192310-38193540",0.00650000000000001,0.0414,-0.0315,0.0156,0.0393,"none","dox_075",0.1101
"EZH2",0,"-","chr7:148819059-148819596",0.0722,0.0316,-0.0022,-0.0161,0.0246,"none","no_dox",0.0429
"EZH2",0,"-","chr7:148819059-148819596",0.0722,0.0316,-0.0022,-0.0161,0.0246,"none","dox_0125",0.0675
"EZH2",0,"-","chr7:148819059-148819596",0.0722,0.0316,-0.0022,-0.0161,0.0246,"none","dox_0187",0.0514
"EZH2",0,"-","chr7:148819059-148819596",0.0722,0.0316,-0.0022,-0.0161,0.0246,"none","dox_021",0.0492
"EZH2",0,"-","chr7:148819059-148819596",0.0722,0.0316,-0.0022,-0.0161,0.0246,"none","dox_025",0.0808
"EZH2",0,"-","chr7:148819059-148819596",0.0722,0.0316,-0.0022,-0.0161,0.0246,"none","dox_075",0.153
"EZH2",0,"-","chr7:148818117-148818978",0.0246,0.0469,-0.0017,0.0094,-6e-04,"none","no_dox",0.0301
"EZH2",0,"-","chr7:148818117-148818978",0.0246,0.0469,-0.0017,0.0094,-6e-04,"none","dox_0125",0.0295
"EZH2",0,"-","chr7:148818117-148818978",0.0246,0.0469,-0.0017,0.0094,-6e-04,"none","dox_0187",0.0389
"EZH2",0,"-","chr7:148818117-148818978",0.0246,0.0469,-0.0017,0.0094,-6e-04,"none","dox_021",0.0372
"EZH2",0,"-","chr7:148818117-148818978",0.0246,0.0469,-0.0017,0.0094,-6e-04,"none","dox_025",0.0841
"EZH2",0,"-","chr7:148818117-148818978",0.0246,0.0469,-0.0017,0.0094,-6e-04,"none","dox_075",0.1087
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,"none","no_dox",0.0232
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,"none","dox_0125",0.043
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,"none","dox_0187",0.0144
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,"none","dox_021",0.0957
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,"none","dox_025",0.0312
"WDR91",0,"-","chr7:135196337-135197044",0.142,-0.0645,0.0813,-0.0286,0.0198,"none","dox_075",0.1732
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,"none","no_dox",0.0049
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,"none","dox_0125",0.0233
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,"none","dox_0187",0.0281
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,"none","dox_021",0.0689
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,"none","dox_025",0.0038
"COA1",1,"-","chr7:43609641-43631475",0.1768,-0.0651,0.0408,0.0048,0.0184,"none","dox_075",0.1806
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,"none","no_dox",0.0021
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,"none","dox_0125",0.0263
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,"none","dox_0187",0.002
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,"none","dox_021",0.0326
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,"none","dox_025",0.0067
"PRKAG2",0,"-","chr7:151595454-151675420",0.1419,-0.0259,0.0306,-0.0243,0.0242,"none","dox_075",0.1486
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,"none","no_dox",0.0322
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,"none","dox_0125",0.0516
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,"none","dox_0187",0.0661
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,"none","dox_021",0.0542
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,"none","dox_025",0.0476
"FSD1L",1,"+","chr9:105512936-105546358",0.0647,-0.00659999999999999,-0.0119,0.0145,0.0194,"none","dox_075",0.1123
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,"none","no_dox",0.0256
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,"none","dox_0125",0.0405
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,"none","dox_0187",0.0562
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,"none","dox_021",0.0064
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,"none","dox_025",0.0076
"CORO2A",1,"-","chr9:98124905-98126643",0.1549,0.0012,-0.0498,0.0157,0.0149,"none","dox_075",0.1625
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,"none","no_dox",0.0213
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,"none","dox_0125",0.0297
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,"none","dox_0187",0.0233
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,"none","dox_021",0.0524
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,"none","dox_025",0.0885
"NSMCE4A",0,"-","chr10:121962107-121963238",0.0931,0.0361,0.0291,-0.0064,0.0084,"none","dox_075",0.1816
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,"none","no_dox",0.0113
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,"none","dox_0125",0.0116
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,"none","dox_0187",0.1177
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,"none","dox_021",0.1008
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,"none","dox_025",0.1161
"NSMCE4A",1,"-","chr10:121973599-121974004",-0.0134,0.0153,-0.0169,0.1061,3e-04,"none","dox_075",0.1027
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,"none","no_dox",6e-04
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,"none","dox_0125",0.0189
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,"none","dox_0187",0.0717
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,"none","dox_021",0.0758
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,"none","dox_025",0.116
"NSMCE4A",1,"-","chr10:121971069-121973523",0.0843,0.0402,0.00410000000000001,0.0528,0.0183,"none","dox_075",0.2003
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,"none","no_dox",0.0025
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,"none","dox_0125",0.021
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,"none","dox_0187",0.0346
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,"none","dox_021",0.0029
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,"none","dox_025",0.0723
"SUSD1",1,"-","chr9:112080165-112111654",0.0459,0.0694,-0.0317,0.0136,0.0185,"none","dox_075",0.1182
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,"none","no_dox",0.0043
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,"none","dox_0125",0.0032
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,"none","dox_0187",0.0967
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,"none","dox_021",0.069
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,"none","dox_025",0.0949
"DNM1",1,"+","chr9:128250940-128253047",0.0899,0.0259,-0.0277,0.0935,-0.0011,"none","dox_075",0.1848
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,"none","no_dox",0.0188
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,"none","dox_0125",0.0538
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,"none","dox_0187",0.0107
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,"none","dox_021",0.1203
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,"none","dox_025",0.0383
"KDM4C",0,"+","chr9:7103870-7105402",0.0656,-0.082,0.1096,-0.0431,0.035,"none","dox_075",0.1039
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,"none","no_dox",0.0015
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,"none","dox_0125",0.0321
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,"none","dox_0187",0.0451
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,"none","dox_021",0.0413
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,"none","dox_025",0.0277
"MPDZ",1,"-","chr9:13276771-13279564",0.0934,-0.0136,-0.0038,0.013,0.0306,"none","dox_075",0.1211
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,"none","no_dox",0.0498
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,"none","dox_0125",0.035
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,"none","dox_0187",0.0465
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,"none","dox_021",0.0247
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,"none","dox_025",0.0512
"ZMIZ1",1,"+","chr10:79139777-79201584",0.0524,0.0265,-0.0218,0.0115,-0.0148,"none","dox_075",0.1036
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,"none","no_dox",0.0107
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,"none","dox_0125",0.0391
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,"none","dox_0187",0.0348
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,"none","dox_021",0.0384
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,"none","dox_025",0.0735
"TBC1D12",1,"+","chr10:94447670-94474668",0.035,0.0351,0.0036,-0.00430000000000001,0.0284,"none","dox_075",0.1085
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,"none","no_dox",0.0372
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,"none","dox_0125",0.0052
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,"none","dox_0187",0.045
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,"none","dox_021",0.0046
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,"none","dox_025",0.0053
"PIGL",1,"+","chr17:16234070-16284021",0.157,7e-04,-0.0404,0.0398,-0.032,"none","dox_075",0.1623
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,"late","no_dox",0.0449
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,"late","dox_0125",0.0274
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,"late","dox_0187",0.0395
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,"late","dox_021",0.0365
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,"late","dox_025",0.0212
"RUNDC3A",0,"+","chr17:44317123-44318096",0.9687,-0.0153,-0.003,0.0121,-0.0175,"late","dox_075",0.9899
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,"none","no_dox",0.0359
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,"none","dox_0125",0.1172
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,"none","dox_0187",0.1435
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,"none","dox_021",0.1424
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,"none","dox_025",0.1873
"TUBD1",0,"-","chr17:59886230-59892697",-0.012,0.0449,-0.00109999999999999,0.0263,0.0813,"none","dox_075",0.1753
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,"none","no_dox",0.0277
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,"none","dox_0125",0.0146
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,"none","dox_0187",0.0335
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,"none","dox_021",0.0776
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,"none","dox_025",0.0864
"CAMTA2",0,"-","chr17:4982175-4982757",0.0701,0.0088,0.0441,0.0189,-0.0131,"none","dox_075",0.1565
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,"none","no_dox",0.0053
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,"none","dox_0125",0.0271
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,"none","dox_0187",0.004
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,"none","dox_021",0.0718
"RAB5C",1,"-","chr17:42136363-42137762",0.1001,-0.0675,0.0678,-0.0231,0.0218,"none","dox_025",0.0043
