.id,gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,color_gene_name
dox_0125,ARHGEF4,ENSG00000136002.20,ENSG00000136002.20:s:131043452-131043670,0.0208,0.0181,2,2,0,chr2,+,ENSG00000136002.20:s:131043452-131043670_131043583-131044332,131043583,131044332,NA,NA,chr2:131043583-131044332,source,3
dox_0125,BORA,ENSG00000136122.18,ENSG00000136122.18:t:72737962-72738043,0.0019,0.0015,4,5,1,chr13,+,ENSG00000136122.18:t:72737962-72738043_72735918-72737962,72735918,72737962,NA,NA,chr13:72735918-72737962,target,5
dox_0125,STRA6,ENSG00000137868.19,ENSG00000137868.19:s:74193800-74193922,0.2184,0.0206,3,3,1,chr15,-,ENSG00000137868.19:s:74193800-74193922_74193136-74193800,74193136,74193800,74193137,74193799,chr15:74193136-74193800,source,1
dox_0125,STRA6,ENSG00000137868.19,ENSG00000137868.19:t:74191424-74191491,0.1707,0.0201,5,5,1,chr15,-,ENSG00000137868.19:t:74191424-74191491_74191491-74193067,74191491,74193067,74191492,74191640,chr15:74191491-74193067,target,1
dox_0125,HAUS2,ENSG00000137814.12,ENSG00000137814.12:s:42563749-42563857,0.0011,0,2,3,1,chr15,+,ENSG00000137814.12:s:42563749-42563857_42563857-42565446,42563857,42565446,NA,NA,chr15:42563857-42565446,source,4
dox_0125,HAUS2,ENSG00000137814.12,ENSG00000137814.12:t:42566607-42569994,0.0046,0.0015,4,3,1,chr15,+,ENSG00000137814.12:t:42566607-42569994_42565880-42566607,42565880,42566607,NA,NA,chr15:42565880-42566607,target,5
dox_0125,TTLL7,ENSG00000137941.17,ENSG00000137941.17:s:83949313-83949986,0.0605,0.036,2,3,1,chr1,-,ENSG00000137941.17:s:83949313-83949986_83947282-83949865,83947282,83949865,NA,NA,chr1:83947282-83949865,source,5
dox_0125,RABGGTB,ENSG00000137955.16,ENSG00000137955.16:t:75787496-75788783,0.0507,0.0264,5,3,0,chr1,+,ENSG00000137955.16:t:75787496-75788783_75786965-75787497,75786965,75787497,NA,NA,chr1:75786965-75787497,target,4
dox_0125,FRAS1,ENSG00000138759.20,ENSG00000138759.20:s:78337674-78338037,0.0839,0.0437,3,4,1,chr4,+,ENSG00000138759.20:s:78337674-78338037_78337817-78354766,78337817,78354766,NA,NA,chr4:78337817-78354766,source,3
dox_0125,SENP7,ENSG00000138468.16,ENSG00000138468.16:s:101513081-101513241,0.0195,0.0152,4,4,1,chr3,-,ENSG00000138468.16:s:101513081-101513241_101508044-101513091,101508044,101513091,NA,NA,chr3:101508044-101513091,source,5
dox_0125,GIT2,ENSG00000139436.21,ENSG00000139436.21:t:109939165-109939685,0.0828,0.0218,7,7,0,chr12,-,ENSG00000139436.21:t:109939165-109939685_109939247-109942842,109939247,109942842,NA,NA,chr12:109939247-109942842,target,3
dox_0125,BRCA2,ENSG00000139618.17,ENSG00000139618.17:t:32396809-32397044,0.0616,0.0293,2,3,0,chr13,+,ENSG00000139618.17:t:32396809-32397044_32396116-32396898,32396116,32396898,NA,NA,chr13:32396116-32396898,target,3
dox_0125,SEPTIN11,ENSG00000138758.12,ENSG00000138758.12:t:77034497-77034821,2e-04,0,4,4,1,chr4,+,ENSG00000138758.12:t:77034497-77034821_77032553-77034497,77032553,77034497,77032554,77034496,chr4:77032553-77034497,target,5
dox_0125,KIF21A,ENSG00000139116.19,ENSG00000139116.19:s:39442927-39443390,0.0038,0,5,6,1,chr12,-,ENSG00000139116.19:s:39442927-39443390_39389244-39442927,39389244,39442927,NA,NA,chr12:39389244-39442927,source,5
dox_0125,TMEM117,ENSG00000139173.10,ENSG00000139173.10:s:43835967-43836196,0.007,0.0073,2,3,1,chr12,+,ENSG00000139173.10:s:43835967-43836196_43836196-43836744,43836196,43836744,NA,NA,chr12:43836196-43836744,source,2
dox_0125,CELF6,ENSG00000140488.16,ENSG00000140488.16:t:72290127-72290255,0.0075,0.0108,3,4,0,chr15,-,ENSG00000140488.16:t:72290127-72290255_72290255-72315845,72290255,72315845,NA,NA,chr15:72290255-72315845,target,5
dox_0125,VPS53,ENSG00000141252.21,ENSG00000141252.21:s:531955-532993,0.0436,0.0185,4,4,1,chr17,-,ENSG00000141252.21:s:531955-532993_517601-532357,517601,532357,525994,531954,chr17:517601-532357,source,5
dox_0125,CCDC33,ENSG00000140481.15,ENSG00000140481.15:s:74202705-74203098,0.062,0.0209,6,6,1,chr15,+,ENSG00000140481.15:s:74202705-74203098_74203098-74243985,74203098,74243985,74203099,74203226,chr15:74203098-74243985,source,5
dox_0125,CCDC33,ENSG00000140481.15,ENSG00000140481.15:s:74212146-74212277,0.0895,0.0264,6,6,1,chr15,+,ENSG00000140481.15:s:74212146-74212277_74212277-74243985,74212277,74243985,NA,NA,chr15:74212277-74243985,source,2
dox_0125,PMM2,ENSG00000140650.13,ENSG00000140650.13:s:8849849-8849993,0.1092,0.0487,4,4,0,chr16,+,ENSG00000140650.13:s:8849849-8849993_8849993-8855034,8849993,8855034,8849994,8850932,chr16:8849993-8855034,source,1
dox_0125,PRELID3A,ENSG00000141391.14,ENSG00000141391.14:s:12429350-12429436,0.0019,0.0015,4,3,1,chr18,+,ENSG00000141391.14:s:12429350-12429436_12429437-12430177,12429437,12430177,12429437,12430177,chr18:12429437-12430177,source,2
dox_0125,PRELID3A,ENSG00000141391.14,ENSG00000141391.14:t:12431150-12432238,0.0019,0.0015,4,3,1,chr18,+,ENSG00000141391.14:t:12431150-12432238_12430293-12431149,12430293,12431149,12430293,12431149,chr18:12430293-12431149,target,2
dox_0125,NT5C3B,ENSG00000141698.17,ENSG00000141698.17:s:41835958-41836260,0.0529,0.0154,5,3,0,chr17,-,ENSG00000141698.17:s:41835958-41836260_41835957-41836079,41835957,41836079,41835958,41835957,chr17:41835957-41836079,source,3
dox_0125,RPTOR,ENSG00000141564.15,ENSG00000141564.15:s:80892729-80892869,0.0017,3e-04,2,3,1,chr17,+,ENSG00000141564.15:s:80892729-80892869_80892869-80908811,80892869,80908811,NA,NA,chr17:80892869-80908811,source,5
dox_0125,RPTOR,ENSG00000141564.15,ENSG00000141564.15:t:80908811-80908929,0.0016,7e-04,3,4,1,chr17,+,ENSG00000141564.15:t:80908811-80908929_80892869-80908811,80892869,80908811,NA,NA,chr17:80892869-80908811,target,5
dox_0125,NBPF3,ENSG00000142794.19,ENSG00000142794.19:s:21444944-21445219,7e-04,7e-04,10,10,1,chr1,+,ENSG00000142794.19:s:21444944-21445219_21445219-21454856,21445219,21454856,NA,NA,chr1:21445219-21454856,source,5
dox_0125,IGLON5,ENSG00000142549.10,ENSG00000142549.10:t:51322064-51322142,0.053,0.0196,2,3,1,chr19,+,ENSG00000142549.10:t:51322064-51322142_51320670-51322064,51320670,51322064,NA,NA,chr19:51320670-51322064,target,2
dox_0125,TUFT1,ENSG00000143367.16,ENSG00000143367.16:t:151562522-151562686,0.0226,0.0223,3,4,1,chr1,+,ENSG00000143367.16:t:151562522-151562686_151540909-151562585,151540909,151562585,NA,NA,chr1:151540909-151562585,target,3
dox_0125,CNIH3,ENSG00000143786.8,ENSG00000143786.8:s:224434912-224435187,0.03,0.0225,5,6,1,chr1,+,ENSG00000143786.8:s:224434912-224435187_224435187-224439634,224435187,224439634,NA,NA,chr1:224435187-224439634,source,4
dox_0125,CNIH3,ENSG00000143786.8,ENSG00000143786.8:s:224515741-224515876,0.0068,0.005,5,6,1,chr1,+,ENSG00000143786.8:s:224515741-224515876_224515876-224536936,224515876,224536936,NA,NA,chr1:224515876-224536936,source,5
dox_0125,CNIH3,ENSG00000143786.8,ENSG00000143786.8:s:224515741-224515876,0.093,0.0289,5,6,1,chr1,+,ENSG00000143786.8:s:224515741-224515876_224515876-224566199,224515876,224566199,NA,NA,chr1:224515876-224566199,source,5
dox_0125,CNIH3,ENSG00000143786.8,ENSG00000143786.8:t:224521000-224521555,0.036,0.0259,2,3,1,chr1,+,ENSG00000143786.8:t:224521000-224521555_224517054-224521000,224517054,224521000,NA,NA,chr1:224517054-224521000,target,5
dox_0125,SHQ1,ENSG00000144736.14,ENSG00000144736.14:s:72792916-72793036,0.0034,0.0013,5,6,1,chr3,-,ENSG00000144736.14:s:72792916-72793036_72763014-72792916,72763014,72792916,NA,NA,chr3:72763014-72792916,source,3
dox_0125,DCAF1,ENSG00000145041.16,ENSG00000145041.16:s:51499873-51500015,0.0492,0.0233,3,4,1,chr3,-,ENSG00000145041.16:s:51499873-51500015_51492488-51499873,51492488,51499873,NA,NA,chr3:51492488-51499873,source,5
dox_0125,ANK2,ENSG00000145362.21,ENSG00000145362.21:s:112904455-112906508,0.0137,0.0125,6,7,1,chr4,+,ENSG00000145362.21:s:112904455-112906508_112904514-113027489,112904514,113027489,NA,NA,chr4:112904514-113027489,source,5
dox_0125,LHFPL2,ENSG00000145685.14,ENSG00000145685.14:s:78648499-78648895,0.0631,0.0295,3,4,1,chr5,-,ENSG00000145685.14:s:78648499-78648895_78647574-78648499,78647574,78648499,NA,NA,chr5:78647574-78648499,source,2
dox_0125,STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.0317,0.0271,4,3,1,chr3,+,ENSG00000145087.13:t:120909571-120909767_120908416-120909571,120908416,120909571,NA,NA,chr3:120908416-120909571,target,2
dox_0125,STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.0037,0.0051,4,3,1,chr3,+,ENSG00000145087.13:t:120909571-120909767_120908428-120909571,120908428,120909571,NA,NA,chr3:120908428-120909571,target,2
dox_0125,ARHGAP26,ENSG00000145819.18,ENSG00000145819.18:s:143213997-143214088,0.01,0.0126,4,3,1,chr5,+,ENSG00000145819.18:s:143213997-143214088_143214088-143216190,143214088,143216190,NA,NA,chr5:143214088-143216190,source,2
dox_0125,MMS22L,ENSG00000146263.12,ENSG00000146263.12:s:97263335-97263448,0.0192,0.0151,4,3,0,chr6,-,ENSG00000146263.12:s:97263335-97263448_97259669-97263335,97259669,97263335,NA,NA,chr6:97259669-97263335,source,5
dox_0125,GIGYF1,ENSG00000146830.11,ENSG00000146830.11:s:100683012-100683230,0.0189,0.0122,3,2,1,chr7,-,ENSG00000146830.11:s:100683012-100683230_100682774-100683012,100682774,100683012,100682778,100683011,chr7:100682774-100683012,source,5
dox_0125,ERLIN2,ENSG00000147475.17,ENSG00000147475.17:t:37737610-37738029,0.1041,0.0373,4,4,0,chr8,+,ENSG00000147475.17:t:37737610-37738029_37737007-37737908,37737007,37737908,NA,NA,chr8:37737007-37737908,target,1
dox_0125,CBWD5,ENSG00000147996.17,ENSG00000147996.17:s:65731802-65732393,0.0575,0.0467,2,2,0,chr9,+,ENSG00000147996.17:s:65731802-65732393_65731867-65732947,65731867,65732947,NA,NA,chr9:65731867-65732947,source,5
dox_0125,MIGA2,ENSG00000148343.19,ENSG00000148343.19:s:129068019-129068400,0.0036,0.0037,3,3,1,chr9,+,ENSG00000148343.19:s:129068019-129068400_129068332-129068838,129068332,129068838,129068401,129068837,chr9:129068332-129068838,source,5
dox_0125,SEC16A,ENSG00000148396.18,ENSG00000148396.18:s:136483510-136483759,0.0652,0.0385,4,3,1,chr9,-,ENSG00000148396.18:s:136483510-136483759_136477684-136483699,136477684,136483699,136478831,136483509,chr9:136477684-136483699,source,5
dox_0125,SEC16A,ENSG00000148396.18,ENSG00000148396.18:t:136474049-136477689,0.0171,0.0117,6,5,1,chr9,-,ENSG00000148396.18:t:136474049-136477689_136477684-136483699,136477684,136483699,136477690,136478708,chr9:136477684-136483699,target,5
dox_0125,USP6NL,ENSG00000148429.14,ENSG00000148429.14:s:11489102-11489222,0.0023,8e-04,2,3,1,chr10,-,ENSG00000148429.14:s:11489102-11489222_11487871-11489102,11487871,11489102,NA,NA,chr10:11487871-11489102,source,4
dox_0125,PPRC1,ENSG00000148840.11,ENSG00000148840.11:t:102148372-102148521,0.011,0.0078,3,4,0,chr10,+,ENSG00000148840.11:t:102148372-102148521_102144307-102148372,102144307,102148372,NA,NA,chr10:102144307-102148372,target,5
dox_0125,DPH7,ENSG00000148399.13,ENSG00000148399.13:s:137576080-137576167,0.0315,0.0187,6,3,1,chr9,-,ENSG00000148399.13:s:137576080-137576167_137575894-137576080,137575894,137576080,137575924,137576079,chr9:137575894-137576080,source,5
dox_0125,ATM,ENSG00000149311.20,ENSG00000149311.20:t:108227595-108227696,0.0114,0.013,7,7,0,chr11,+,ENSG00000149311.20:t:108227595-108227696_108223686-108227595,108223686,108227595,NA,NA,chr11:108223686-108227595,target,5
dox_0125,TMEM138,ENSG00000149483.12,ENSG00000149483.12:s:61362669-61364315,0.0314,0.015,4,3,0,chr11,+,ENSG00000149483.12:s:61362669-61364315_61364315-61364433,61364315,61364433,61364316,61364432,chr11:61364315-61364433,source,5
dox_0125,TTC12,ENSG00000149292.17,ENSG00000149292.17:t:113341655-113341925,0.0609,0.0483,2,3,1,chr11,+,ENSG00000149292.17:t:113341655-113341925_113339474-113341837,113339474,113341837,NA,NA,chr11:113339474-113341837,target,4
dox_0125,KAT14,ENSG00000149474.14,ENSG00000149474.14:t:18142208-18142919,0.0349,0.0168,7,4,0,chr20,+,ENSG00000149474.14:t:18142208-18142919_18138504-18142208,18138504,18142208,NA,NA,chr20:18138504-18142208,target,5
dox_0125,FEZ1,ENSG00000149557.14,ENSG00000149557.14:t:125488927-125489822,0.0396,0.0211,4,4,0,chr11,-,ENSG00000149557.14:t:125488927-125489822_125489822-125495836,125489822,125495836,NA,NA,chr11:125489822-125495836,target,4
dox_0125,DSN1,ENSG00000149636.16,ENSG00000149636.16:s:36766769-36766841,0.0584,0.0188,3,3,1,chr20,-,ENSG00000149636.16:s:36766769-36766841_36762512-36766769,36762512,36766769,NA,NA,chr20:36762512-36766769,source,5
dox_0125,DLG5,ENSG00000151208.17,ENSG00000151208.17:s:77793544-77794117,0.0099,0.0021,3,3,1,chr10,-,ENSG00000151208.17:s:77793544-77794117_77793235-77794008,77793235,77794008,77793236,77793543,chr10:77793235-77794008,source,5
dox_0125,DLG5,ENSG00000151208.17,ENSG00000151208.17:s:77793544-77794117,0.0164,0.0088,3,3,1,chr10,-,ENSG00000151208.17:s:77793544-77794117_77793236-77793543,77793236,77793543,77793236,77793543,chr10:77793236-77793543,source,4
dox_0125,DLG5,ENSG00000151208.17,ENSG00000151208.17:t:77790791-77792543,0.0125,0.0045,3,3,1,chr10,-,ENSG00000151208.17:t:77790791-77792543_77792543-77793165,77792543,77793165,77792544,77793164,chr10:77792543-77793165,target,5
dox_0125,DLG5,ENSG00000151208.17,ENSG00000151208.17:t:77790791-77792543,0.0163,0.0087,3,3,1,chr10,-,ENSG00000151208.17:t:77790791-77792543_77792544-77793164,77792544,77793164,77792544,77793164,chr10:77792544-77793164,target,4
dox_0125,EPS8,ENSG00000151491.14,ENSG00000151491.14:t:15682893-15682972,0.0011,0.0019,11,11,0,chr12,-,ENSG00000151491.14:t:15682893-15682972_15682972-15713266,15682972,15713266,NA,NA,chr12:15682972-15713266,target,3
dox_0125,INPP1,ENSG00000151689.13,ENSG00000151689.13:s:190362627-190363007,0.0473,0.0254,2,3,0,chr2,+,ENSG00000151689.13:s:190362627-190363007_190362687-190365113,190362687,190365113,NA,NA,chr2:190362687-190365113,source,5
dox_0125,RNF144A,ENSG00000151692.15,ENSG00000151692.15:s:7030126-7030215,0.0317,0.0219,4,5,1,chr2,+,ENSG00000151692.15:s:7030126-7030215_7030215-7031277,7030215,7031277,NA,NA,chr2:7030215-7031277,source,3
dox_0125,RNF144A,ENSG00000151692.15,ENSG00000151692.15:s:7030126-7030215,0.0416,0.0246,4,5,1,chr2,+,ENSG00000151692.15:s:7030126-7030215_7030215-7045356,7030215,7045356,NA,NA,chr2:7030215-7045356,source,5
dox_0125,MGAT5,ENSG00000152127.9,ENSG00000152127.9:t:134253095-134253218,0.0108,0.0097,4,5,1,chr2,+,ENSG00000152127.9:t:134253095-134253218_134250375-134253095,134250375,134253095,NA,NA,chr2:134250375-134253095,target,5
dox_0125,BICD1,ENSG00000151746.15,ENSG00000151746.15:t:32367534-32368062,0.033,0.0244,3,3,1,chr12,+,ENSG00000151746.15:t:32367534-32368062_32337706-32367660,32337706,32367660,NA,NA,chr12:32337706-32367660,target,5
dox_0125,CCDC74B,ENSG00000152076.19,ENSG00000152076.19:t:130142188-130142381,0.0553,0.0286,3,2,0,chr2,-,ENSG00000152076.19:t:130142188-130142381_130142353-130143269,130142353,130143269,130142382,130142779,chr2:130142353-130143269,target,5
dox_0125,PDE3B,ENSG00000152270.9,ENSG00000152270.9:s:14771937-14776663,0.0799,0.0184,4,3,1,chr11,+,ENSG00000152270.9:s:14771937-14776663_14775816-14786437,14775816,14786437,NA,NA,chr11:14775816-14786437,source,4
dox_0125,PDE3B,ENSG00000152270.9,ENSG00000152270.9:t:14867506-14867758,0.1073,0.0242,2,3,1,chr11,+,ENSG00000152270.9:t:14867506-14867758_14864768-14867506,14864768,14867506,NA,NA,chr11:14864768-14867506,target,1
dox_0125,KCTD15,ENSG00000153885.15,ENSG00000153885.15:s:33796846-33796987,0.0728,0.0227,4,3,1,chr19,+,ENSG00000153885.15:s:33796846-33796987_33796988-33798263,33796988,33798263,33796988,33798263,chr19:33796988-33798263,source,4
dox_0125,KCTD15,ENSG00000153885.15,ENSG00000153885.15:s:33798668-33798766,3e-04,0,5,5,1,chr19,+,ENSG00000153885.15:s:33798668-33798766_33798766-33800138,33798766,33800138,33798767,33799488,chr19:33798766-33800138,source,5
dox_0125,KCTD15,ENSG00000153885.15,ENSG00000153885.15:t:33798668-33798766,0.0335,0.0175,6,5,1,chr19,+,ENSG00000153885.15:t:33798668-33798766_33798390-33798668,33798390,33798668,NA,NA,chr19:33798390-33798668,target,5
dox_0125,KCTD15,ENSG00000153885.15,ENSG00000153885.15:t:33798668-33798766,0.0876,0.024,6,5,0,chr19,+,ENSG00000153885.15:t:33798668-33798766_33798390-33798671,33798390,33798671,NA,NA,chr19:33798390-33798671,target,3
dox_0125,KCTD15,ENSG00000153885.15,ENSG00000153885.15:t:33800428-33800520,3e-04,0,6,5,1,chr19,+,ENSG00000153885.15:t:33800428-33800520_33800186-33800428,33800186,33800428,33800189,33800427,chr19:33800186-33800428,target,5
dox_0125,KCTD15,ENSG00000153885.15,ENSG00000153885.15:t:33800428-33800520,3e-04,0,6,5,1,chr19,+,ENSG00000153885.15:t:33800428-33800520_33800189-33800427,33800189,33800427,33800189,33800427,chr19:33800189-33800427,target,5
dox_0125,FBXO36,ENSG00000153832.12,ENSG00000153832.12:t:229976241-229977174,0.062,0.0404,2,3,0,chr2,+,ENSG00000153832.12:t:229976241-229977174_229932886-229976241,229932886,229976241,NA,NA,chr2:229932886-229976241,target,5
dox_0125,CC2D1B,ENSG00000154222.15,ENSG00000154222.15:s:52358331-52358461,0.0494,0.0265,3,2,0,chr1,-,ENSG00000154222.15:s:52358331-52358461_52357916-52358331,52357916,52358331,52357917,52358330,chr1:52357916-52358331,source,2
dox_0125,C21orf91,ENSG00000154642.11,ENSG00000154642.11:s:17796582-17797118,0.0586,0.027,2,3,0,chr21,-,ENSG00000154642.11:s:17796582-17797118_17793581-17796582,17793581,17796582,NA,NA,chr21:17793581-17796582,source,5
dox_0125,SFXN2,ENSG00000156398.13,ENSG00000156398.13:s:102714538-102714995,0.0234,0.0195,7,6,0,chr10,+,ENSG00000156398.13:s:102714538-102714995_102714681-102715223,102714681,102715223,NA,NA,chr10:102714681-102715223,source,5
dox_0125,NMNAT2,ENSG00000157064.11,ENSG00000157064.11:s:183417953-183418380,0.0808,0.0193,5,3,1,chr1,-,ENSG00000157064.11:s:183417953-183418380_183293793-183418049,183293793,183418049,NA,NA,chr1:183293793-183418049,source,4
dox_0125,NMNAT2,ENSG00000157064.11,ENSG00000157064.11:t:183293705-183293793,0.0787,0.0187,7,5,1,chr1,-,ENSG00000157064.11:t:183293705-183293793_183293793-183418049,183293793,183418049,NA,NA,chr1:183293793-183418049,target,4
dox_0125,LRP8,ENSG00000157193.18,ENSG00000157193.18:t:53242364-53245981,8e-04,3e-04,5,3,0,chr1,-,ENSG00000157193.18:t:53242364-53245981_53245981-53246918,53245981,53246918,53245982,53246551,chr1:53245981-53246918,target,5
dox_0125,DYRK1A,ENSG00000157540.22,ENSG00000157540.22:s:37366773-37367628,0.051,0.0257,5,6,0,chr21,+,ENSG00000157540.22:s:37366773-37367628_37367628-37472684,37367628,37472684,NA,NA,chr21:37367628-37472684,source,4
dox_0125,DYRK1A,ENSG00000157540.22,ENSG00000157540.22:t:37472684-37472880,0.0544,0.0271,5,6,0,chr21,+,ENSG00000157540.22:t:37472684-37472880_37367628-37472684,37367628,37472684,NA,NA,chr21:37367628-37472684,target,5
dox_0125,RHPN1,ENSG00000158106.14,ENSG00000158106.14:t:143381572-143381718,0.0939,0.0383,3,3,1,chr8,+,ENSG00000158106.14:t:143381572-143381718_143380783-143381594,143380783,143381594,NA,NA,chr8:143380783-143381594,target,3
dox_0125,GPAT4,ENSG00000158669.11,ENSG00000158669.11:s:41578188-41578278,0.0231,0.0141,3,4,1,chr8,+,ENSG00000158669.11:s:41578188-41578278_41578278-41596748,41578278,41596748,NA,NA,chr8:41578278-41596748,source,5
dox_0125,ZNF276,ENSG00000158805.12,ENSG00000158805.12:s:89727279-89727426,0.1046,0.0329,3,2,1,chr16,+,ENSG00000158805.12:s:89727279-89727426_89727426-89729235,89727426,89729235,NA,NA,chr16:89727426-89729235,source,1
dox_0125,IFNAR2,ENSG00000159110.21,ENSG00000159110.21:t:33246718-33246890,0.0309,0.0182,3,4,0,chr21,+,ENSG00000159110.21:t:33246718-33246890_33246482-33246718,33246482,33246718,NA,NA,chr21:33246482-33246718,target,5
dox_0125,MORC3,ENSG00000159256.13,ENSG00000159256.13:s:36320189-36320303,0.0115,0.015,3,4,0,chr21,+,ENSG00000159256.13:s:36320189-36320303_36320303-36336874,36320303,36336874,NA,NA,chr21:36320303-36336874,source,5
dox_0125,ISL2,ENSG00000159556.10,ENSG00000159556.10:s:76336773-76336941,0.0085,0.01,2,3,1,chr15,+,ENSG00000159556.10:s:76336773-76336941_76336941-76340276,76336941,76340276,NA,NA,chr15:76336941-76340276,source,2
dox_0125,ZDHHC1,ENSG00000159714.12,ENSG00000159714.12:s:67416171-67416477,0.0198,0.0155,3,3,1,chr16,-,ENSG00000159714.12:s:67416171-67416477_67401065-67416171,67401065,67416171,NA,NA,chr16:67401065-67416171,source,3
dox_0125,ATAD3B,ENSG00000160072.20,ENSG00000160072.20:t:1478026-1478745,0.006,0.0041,3,3,1,chr1,+,ENSG00000160072.20:t:1478026-1478745_1477848-1478644,1477848,1478644,1477849,1478025,chr1:1477848-1478644,target,5
dox_0125,PDE9A,ENSG00000160191.18,ENSG00000160191.18:s:42756775-42759418,0.0015,5e-04,3,2,1,chr21,+,ENSG00000160191.18:s:42756775-42759418_42759419-42760327,42759419,42760327,42759419,42760327,chr21:42759419-42760327,source,5
dox_0125,CFAP410,ENSG00000160226.16,ENSG00000160226.16:t:44334061-44335804,0.1525,0.0752,3,3,0,chr21,-,ENSG00000160226.16:t:44334061-44335804_44335804-44336824,44335804,44336824,44335805,44336823,chr21:44335804-44336824,target,1
dox_0125,ZNF714,ENSG00000160352.16,ENSG00000160352.16:t:21124961-21125270,0.0191,0.0126,3,3,0,chr19,+,ENSG00000160352.16:t:21124961-21125270_21098910-21124961,21098910,21124961,21118886,21124960,chr19:21098910-21124961,target,5
dox_0125,ZER1,ENSG00000160445.11,ENSG00000160445.11:t:128753809-128753959,0.0185,0.0156,2,3,0,chr9,-,ENSG00000160445.11:t:128753809-128753959_128753959-128771581,128753959,128771581,NA,NA,chr9:128753959-128771581,target,3
dox_0125,NBEAL2,ENSG00000160796.18,ENSG00000160796.18:s:46991840-46991946,0.0459,0.0312,2,3,0,chr3,+,ENSG00000160796.18:s:46991840-46991946_46991946-46992475,46991946,46992475,NA,NA,chr3:46991946-46992475,source,5
dox_0125,RECQL4,ENSG00000160957.14,ENSG00000160957.14:s:144516833-144517190,0.0212,0.012,3,2,0,chr8,-,ENSG00000160957.14:s:144516833-144517190_144516661-144517050,144516661,144517050,NA,NA,chr8:144516661-144517050,source,5
dox_0125,LRRC14,ENSG00000160959.8,ENSG00000160959.8:t:144524110-144525172,0.0502,0.0213,4,4,1,chr8,+,ENSG00000160959.8:t:144524110-144525172_144523683-144524110,144523683,144524110,144524106,144524109,chr8:144523683-144524110,target,5
dox_0125,PPP1R16A,ENSG00000160972.10,ENSG00000160972.10:t:144490030-144490212,0.0732,0.0296,5,5,1,chr8,+,ENSG00000160972.10:t:144490030-144490212_144489164-144490034,144489164,144490034,NA,NA,chr8:144489164-144490034,target,5
dox_0125,MRNIP,ENSG00000161010.15,ENSG00000161010.15:s:179853283-179853437,0.0021,0.0029,6,6,0,chr5,-,ENSG00000161010.15:s:179853283-179853437_179842064-179853378,179842064,179853378,NA,NA,chr5:179842064-179853378,source,5
dox_0125,CCNF,ENSG00000162063.13,ENSG00000162063.13:s:2455395-2455564,0.0407,0.0148,2,2,1,chr16,+,ENSG00000162063.13:s:2455395-2455564_2455565-2456544,2455565,2456544,2455565,2456544,chr16:2455565-2456544,source,5
dox_0125,WDR90,ENSG00000161996.19,ENSG00000161996.19:t:656732-656871,0.0212,0.0153,6,4,1,chr16,+,ENSG00000161996.19:t:656732-656871_655879-656797,655879,656797,656538,656731,chr16:655879-656797,target,5
dox_0125,WDR90,ENSG00000161996.19,ENSG00000161996.19:t:658171-658344,0.0423,0.033,3,3,1,chr16,+,ENSG00000161996.19:t:658171-658344_657333-658171,657333,658171,657893,658170,chr16:657333-658171,target,5
dox_0125,TAF6L,ENSG00000162227.8,ENSG00000162227.8:s:62771357-62771490,0.0937,0.031,4,3,1,chr11,+,ENSG00000162227.8:s:62771357-62771490_62771362-62772066,62771362,62772066,62771491,62772038,chr11:62771362-62772066,source,4
dox_0125,USP24,ENSG00000162402.14,ENSG00000162402.14:t:55078538-55078651,0.0027,0.0013,2,3,1,chr1,-,ENSG00000162402.14:t:55078538-55078651_55078651-55081322,55078651,55081322,NA,NA,chr1:55078651-55081322,target,5
dox_0125,FUBP1,ENSG00000162613.17,ENSG00000162613.17:t:77946482-77946576,0.0457,0.0177,3,3,0,chr1,-,ENSG00000162613.17:t:77946482-77946576_77946576-77947453,77946576,77947453,77946577,77947452,chr1:77946576-77947453,target,5
dox_0125,FUBP1,ENSG00000162613.17,ENSG00000162613.17:t:77947453-77948333,0.0571,0.0216,3,2,0,chr1,-,ENSG00000162613.17:t:77947453-77948333_77947552-77949155,77947552,77949155,77948334,77948404,chr1:77947552-77949155,target,5
dox_0125,CNST,ENSG00000162852.14,ENSG00000162852.14:s:246634473-246634587,0.0557,0.0218,2,3,1,chr1,+,ENSG00000162852.14:s:246634473-246634587_246634587-246647139,246634587,246647139,NA,NA,chr1:246634587-246647139,source,2
dox_0125,ATXN7L2,ENSG00000162650.17,ENSG00000162650.17:s:109490922-109491717,0.1063,0.0391,2,3,0,chr1,+,ENSG00000162650.17:s:109490922-109491717_109491717-109492027,109491717,109492027,NA,NA,chr1:109491717-109492027,source,1
dox_0125,KIF26B,ENSG00000162849.16,ENSG00000162849.16:t:245540767-245540950,0.0624,0.0325,2,3,0,chr1,+,ENSG00000162849.16:t:245540767-245540950_245511128-245540767,245511128,245540767,NA,NA,chr1:245511128-245540767,target,5
dox_0125,PDLIM5,ENSG00000163110.15,ENSG00000163110.15:s:94573351-94573735,0.0395,0.0183,4,5,0,chr4,+,ENSG00000163110.15:s:94573351-94573735_94573393-94575943,94573393,94575943,NA,NA,chr4:94573393-94575943,source,5
