gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,noDox_mean_psi,dox0021_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
KLHL20,ENSG00000076321.11,ENSG00000076321.11:s:173714941-173715078,0.1019;-0.1019,4.955e-01;4.955e-01,6.792e-02;6.792e-02,0.1219;0.8781,0.2487;0.7513,s|1e1.1o1|1e2.1o1,2,3,0;0,chr1,+,173715078-173715523;173715078-173716003,173714941-173715078;173715303-173715654;173716003-173716066,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A173716066-173714941
ACTL6B,ENSG00000077080.10,ENSG00000077080.10:s:100655019-100655119,0.0000;0.3360;-0.3573;0.0000,6.536e-21;1.000e+00;1.000e+00;6.536e-21,1.000e+00;2.336e-20;0.000e+00;1.000e+00,0.0003;0.0003;0.9990;0.0003,0.0053;0.3543;0.6238;0.0153,s|1e1.1o2|1e1.2o2|1e2.1o1|i,4,3,1;1;0;1,chr7,-,100650663-100655019;100650643-100655019;100650135-100655019;100650664-100655018,100649961-100650135;100650575-100650663;100655019-100655119,100650664-100655018,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A100655119-100649961
ACTL6B,ENSG00000077080.10,ENSG00000077080.10:t:100649961-100650135,-0.0076;-0.4247;0.3968;0.0000,6.078e-05;1.000e+00;1.000e+00;6.536e-21,6.973e-01;0.000e+00;2.133e-20;1.000e+00,0.0503;0.9475;0.0015;0.0003,0.0414;0.5339;0.4093;0.0130,t|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,1;0;1;1,chr7,-,100650135-100655421;100650135-100655019;100650135-100650575;100650136-100650574,100649961-100650135;100650575-100650663;100655019-100655119;100655421-100655586,100650136-100650574,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A100655586-100649961
ACER3,ENSG00000078124.13,ENSG00000078124.13:s:76989513-76991789,0.0259;0.0952;-0.1616;-0.0002,8.640e-02;4.481e-01;7.227e-01;2.944e-04,3.948e-01;8.337e-02;1.985e-02;9.777e-01,0.0074;0.0074;0.9779;0.0074,0.0619;0.1519;0.7774;0.0054,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr11,+,76990574-76994156;76990574-76997206;76990574-76998763;76990574-77011330,76989513-76991789;76994156-76994226;76997206-76997273;76998554-76998821;77011330-77011375,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A77011375-76989513
ACER3,ENSG00000078124.13,ENSG00000078124.13:s:76998554-76998821,0.1015;-0.1015,4.842e-01;4.842e-01,7.753e-02;7.753e-02,0.0086;0.9914,0.1369;0.8631,s|1e1.1o1|1e2.1o1,2,3,0;0,chr11,+,76998821-77011330;76998821-77015016,76998554-76998821;77011330-77011375;77013435-77015117,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A77015117-76998554
ACER3,ENSG00000078124.13,ENSG00000078124.13:t:76998554-76998821,-0.1283;0.0528;0.0519,5.567e-01;2.169e-01;2.763e-01,3.992e-02;2.113e-01;1.592e-01,0.9230;0.0091;0.0674,0.7393;0.0952;0.1593,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr11,+,76990574-76998763;76994226-76998763;76997273-76998763,76989513-76991789;76994156-76994226;76997206-76997273;76998554-76998821,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A76998821-76989513
PIK3C3,ENSG00000078142.13,ENSG00000078142.13:s:41955234-41955359,-0.1130;0.0000;0.1132,6.030e-01;6.898e-21;6.055e-01,4.751e-02;1.000e+00;4.674e-02,0.9567;0.0010;0.0424,0.8383;0.0010;0.1607,s|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;0,chr18,+,41955359-41957570;41955359-41957689;41955359-41962489,41955234-41955359;41957570-41957758;41962489-41962632,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr18%3A41962632-41955234
PMS2P1,ENSG00000078319.10,ENSG00000078319.10:t:100319222-100321084,-0.0055;0.1026;-0.0828,1.190e-04;5.302e-01;3.902e-01,8.190e-01;6.435e-02;1.146e-01,0.0375;0.1094;0.8543,0.0220;0.2169;0.7613,t|1e1.2o2|1e2.1o1|1e3.1o1,3,4,0;0;0,chr7,-,100321084-100330182;100321084-100328836;100321084-100325691,100319222-100321084;100325660-100325868;100328579-100329751;100329901-100330284,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A100330284-100319222
MLLT10,ENSG00000078403.17,ENSG00000078403.17:s:21682225-21682257,-0.1479;0.0000;0.1420,6.729e-01;2.720e-07;6.511e-01,2.661e-02;9.982e-01;2.996e-02,0.4448;0.0023;0.5530,0.2691;0.0081;0.7262,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr10,+,21682257-21688491;21682257-21712230;21682257-21713772,21682225-21682257;21688491-21688538;21712230-21712340;21713772-21713950,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A21713950-21682225
ADCYAP1R1,ENSG00000078549.15,ENSG00000078549.15:s:31064831-31064936,0.1038;-0.1038,5.265e-01;5.265e-01,6.342e-02;6.342e-02,0.7944;0.2056,0.9134;0.0866,s|1e1.1o1|1e2.1o1,2,3,0;1,chr7,+,31064936-31077991;31064936-31084141,31064831-31064936;31077991-31078098;31084141-31084250,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A31084250-31064831
ADCYAP1R1,ENSG00000078549.15,ENSG00000078549.15:s:31077991-31078098,-0.2184;0.0075;0.2015,9.868e-01;3.571e-02;9.274e-01,1.706e-04;5.292e-01;2.814e-03,0.2514;0.0895;0.6656,0.0228;0.1011;0.8763,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;1;0,chr7,+,31078098-31080613;31078098-31081713;31078098-31084141,31077991-31078098;31080613-31080633;31081713-31081754;31084141-31084250,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A31084250-31077991
ADCYAP1R1,ENSG00000078549.15,ENSG00000078549.15:s:31100127-31100210,0.1120;-0.1120,5.679e-01;5.679e-01,5.504e-02;5.504e-02,0.8369;0.1631,0.9820;0.0180,s|1e1.1o1|1e2.1o1,2,3,0;1,chr7,+,31100210-31103237;31100210-31104868,31100127-31100210;31103237-31103366;31104868-31104909,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A31104909-31100127
ADCYAP1R1,ENSG00000078549.15,ENSG00000078549.15:t:31084141-31084250,-0.0902;0.3241;-0.2129,4.411e-01;9.977e-01;9.431e-01,9.302e-02;2.054e-05;2.279e-03,0.1719;0.4789;0.3471,0.0670;0.8078;0.1268,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;0,chr7,+,31064936-31084141;31078098-31084141;31081754-31084141,31064831-31064936;31077991-31078098;31081713-31081754;31084141-31084250,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A31084250-31064831
ADCYAP1R1,ENSG00000078549.15,ENSG00000078549.15:t:31103237-31103366,-0.0553;-0.0279;0.1069,2.576e-01;9.872e-02;5.530e-01,1.829e-01;3.656e-01;5.783e-02,0.5635;0.1740;0.2512,0.4824;0.1311;0.3889,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr7,+,31092735-31103237;31095750-31103237;31100210-31103237,31092644-31092735;31095667-31095750;31100127-31100210;31103237-31103366,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A31103366-31092644
LIPE,ENSG00000079435.10,ENSG00000079435.10:t:42405385-42405837,0.1739;-0.1739,7.657e-01;7.657e-01,1.537e-02;1.537e-02,0.0987;0.9013,0.3081;0.6919,t|1e1.1o1|1e2.1o1,2,3,0;0,chr19,-,42405561-42407174;42405561-42406161,42405385-42405837;42406161-42406388;42407174-42407226,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A42407226-42405385
CROCCP3,ENSG00000080947.15,ENSG00000080947.15:s:16485569-16485665,0.2150;-0.2150,7.288e-01;7.288e-01,1.189e-02;1.189e-02,0.6199;0.3801,0.8426;0.1574,s|1e1.1o1|1e2.1o1,2,3,0;0,chr1,-,16484906-16485569;16484464-16485569,16484233-16484464;16484823-16484906;16485569-16485665,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A16485665-16484233
DLG3,ENSG00000082458.12,ENSG00000082458.12:s:70493376-70493475,0.0001;0.1034;-0.1059,3.208e-04;4.855e-01;4.985e-01,9.741e-01;6.190e-02;5.942e-02,0.0069;0.7628;0.2310,0.0082;0.9177;0.0746,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;1,chrX,+,70493475-70495408;70493475-70497180;70493475-70498520,70493376-70493475;70495408-70495453;70497165-70497221;70498520-70498570,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A70498570-70493376
SEMA5B,ENSG00000082684.16,ENSG00000082684.16:s:123027464-123027878,0.0002;-0.1931;0.1902,8.407e-05;7.453e-01;7.390e-01,9.903e-01;1.356e-02;1.422e-02,0.0036;0.8787;0.1173,0.0067;0.6537;0.3402,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr3,-,123027233-123027464;122961301-123027464;122948709-123027464,122948506-122948709;122961140-122961301;123027098-123027233;123027464-123027878,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A123027878-122948506
SEMA5B,ENSG00000082684.16,ENSG00000082684.16:t:122948506-122948709,0.1466;-0.0704;-0.0628;0.0012,7.094e-01;3.224e-01;3.026e-01;4.257e-04,2.528e-02;1.522e-01;1.456e-01;9.516e-01,0.0532;0.1085;0.8249;0.0013,0.2178;0.0306;0.7297;0.0164,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr3,-,122948709-123027464;122948709-122992785;122948709-122961140;122948709-122958213,122948506-122948709;122958213-122958320;122961140-122961301;122992785-122993273;123027464-123027878,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A123027878-122948506
ITGB5,ENSG00000082781.12,ENSG00000082781.12:t:124873446-124873531,0.0207;0.0505;-0.1668;0.0155,4.852e-02;2.064e-01;7.927e-01;3.327e-02,4.947e-01;2.231e-01;1.347e-02;5.518e-01,0.0029;0.0029;0.9765;0.0168,0.0708;0.0882;0.7781;0.0613,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr3,-,124873531-124901266;124873531-124887600;124873531-124886931;124873531-124878603,124873446-124873531;124878603-124878719;124886931-124887365;124887600-124887827;124901266-124901418,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A124901418-124873446
CYLD,ENSG00000083799.18,ENSG00000083799.18:t:50749549-50749798,-0.0000;-0.0000;-0.0000;0.0019;-0.1677;0.1150;0.0155,2.016e-07;2.016e-07;2.016e-07;4.373e-04;7.687e-01;5.735e-01;2.342e-02,9.997e-01;9.997e-01;9.997e-01;9.261e-01;1.565e-02;5.099e-02;5.713e-01,0.0016;0.0016;0.0016;0.0016;0.8836;0.0900;0.0222,0.0013;0.0013;0.0013;0.0195;0.6971;0.2315;0.0600,t|1e1.1o2|1e2.1o2|1e2.2o2|2e2.1o2|2e2.2o2|2e3.1o1|3e2.2o2,7,4,0;0;0;1;0;0;1,chr16,+,50742124-50749549;50742822-50749549;50742841-50749549;50742822-50749576;50742841-50749576;50744866-50749576;50742841-50749649,50742050-50742216;50742762-50742841;50744730-50744866;50749549-50749798,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A50749798-50742050
COL16A1,ENSG00000084636.18,ENSG00000084636.18:s:31656098-31656444,-0.1028;0.1028,4.991e-01;4.991e-01,6.700e-02;6.700e-02,0.9399;0.0601,0.7921;0.2079,s|1e1.1o1|2e1.1o1,2,2,0;0,chr1,-,31655502-31656400;31655502-31656098,31655314-31655848;31656098-31656444,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A31656444-31655314
MAP3K4,ENSG00000085511.20,ENSG00000085511.20:s:161096697-161097176,-0.2437;0.2437,9.454e-01;9.454e-01,1.676e-03;1.676e-03,0.5862;0.4138,0.3279;0.6721,s|1e1.1o1|1e2.1o1,2,3,0;0,chr6,+,161097176-161098278;161097176-161101892,161096697-161097176;161098240-161098427;161101033-161101992,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A161101992-161096697
MAP3K4,ENSG00000085511.20,ENSG00000085511.20:t:161101033-161101992,0.2120;-0.2120,8.834e-01;8.834e-01,5.212e-03;5.212e-03,0.3927;0.6073,0.6176;0.3824,t|1e1.1o1|1e2.1o1,2,3,0;0,chr6,+,161097176-161101892;161098427-161101892,161096697-161097176;161098240-161098427;161101033-161101992,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A161101992-161096697
ZFAND6,ENSG00000086666.19,ENSG00000086666.19:t:80120328-80120802,0.1325;-0.0000;-0.0287;0.0000;0.0000;0.0000;-0.0701;0.0000;0.0000;0.0000;-0.0000,7.423e-01;6.899e-21;7.292e-02;6.898e-21;6.898e-21;6.898e-21;2.961e-01;6.898e-21;6.898e-21;6.898e-21;6.899e-21,1.838e-02;9.999e-01;4.069e-01;1.000e+00;1.000e+00;1.000e+00;1.565e-01;1.000e+00;1.000e+00;1.000e+00;1.000e+00,0.3902;0.0166;0.1949;0.0001;0.0001;0.0001;0.3747;0.0001;0.0001;0.0015;0.0173,0.5321;0.0066;0.1485;0.0062;0.0016;0.0001;0.2900;0.0001;0.0016;0.0001;0.0039,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o1|1e9.1o1,11,10,0;1;0;0;0;0;0;0;0;0;1,chr15,+,80059809-80120328;80059963-80120328;80072647-80120328;80073330-80120328;80075242-80120328;80075315-80120328;80098578-80120328;80111559-80120328;80112854-80120328;80115070-80120328;80118007-80120328,na-80118007;80059568-80059963;80072564-80072647;80073266-80073330;80075161-80075315;80098416-80098578;80111428-80111559;80112776-80112854;80115027-80115070;80120328-80120802,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A80120802-80059568
AURKA,ENSG00000087586.18,ENSG00000087586.18:s:56390556-56390665,-0.1012;-0.0000;0.1013,5.193e-01;6.898e-21;5.203e-01,6.882e-02;1.000e+00;6.853e-02,0.5471;0.0011;0.4518,0.4214;0.0010;0.5776,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr20,-,56388784-56390556;56388506-56390556;56388202-56390556,56388156-56388202;56388312-56388506;56388687-56388784;56390556-56390665,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A56390665-56388156
EPB41L1,ENSG00000088367.23,ENSG00000088367.23:s:36154740-36154896,0.1120;-0.0022;-0.0873;-0.0005,5.610e-01;1.544e-04;4.370e-01;4.652e-06,5.418e-02;8.761e-01;9.130e-02;9.756e-01,0.3229;0.0319;0.6273;0.0233,0.4543;0.0195;0.5082;0.0092,s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1,4,4,0;1;0;1,chr20,+,36154896-36173764;36154896-36173884;36154896-36175551;36154896-36182272,36154740-36154896;36173764-36173954;36175551-36175715;36182272-36182347,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A36182347-36154740
EPB41L1,ENSG00000088367.23,ENSG00000088367.23:s:36212272-36212376,0.1127;-0.0354;-0.0856;0.0215,5.962e-01;1.260e-01;4.158e-01;3.968e-02,4.901e-02;3.186e-01;1.001e-01;4.979e-01,0.1472;0.2221;0.5292;0.0894,0.2775;0.1659;0.4311;0.1286,s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1,4,4,0;0;0;1,chr20,+,36212376-36214357;36212376-36214360;36212376-36218876;36212376-36221864,36212272-36212376;36214357-36214440;36218876-36218962;36221864-36221944,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A36221944-36212272
EPB41L1,ENSG00000088367.23,ENSG00000088367.23:s:36214357-36214440,-0.2049;0.0000;0.1988,9.251e-01;7.348e-09;9.142e-01,2.994e-03;9.996e-01;3.651e-03,0.8225;0.0016;0.1759,0.6050;0.0069;0.3859,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;1,chr20,+,36214440-36218876;36214440-36219761;36214440-36221864,36214357-36214440;36218876-36218962;36219761-36219844;36221864-36221944,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A36221944-36214357
EPB41L1,ENSG00000088367.23,ENSG00000088367.23:t:36175551-36175715,0.0000;-0.0002;0.0000;-0.0000;-0.0806;0.1013,6.898e-21;9.112e-08;5.097e-09;6.899e-21;3.936e-01;5.140e-01,1.000e+00;9.901e-01;9.992e-01;1.000e+00;1.100e-01;6.854e-02,0.0006;0.0225;0.0006;0.0071;0.4800;0.4954,0.0007;0.0007;0.0095;0.0007;0.3681;0.6189,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1,6,7,0;0;0;0;0;0,chr20,+,36092813-36175551;36112480-36175551;36121816-36175551;36125527-36175551;36154896-36175551;36173954-36175551,36092680-36092813;36112426-36112480;36121660-36121816;36125423-36125527;36154740-36154896;36173764-36173954;36175551-36175715,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A36175715-36092680
ANKRD10,ENSG00000088448.14,ENSG00000088448.14:s:110906033-110906124,0.0089;-0.0014;-0.0043;0.0120;-0.0009;-0.0098;-0.0034;-0.0109;-0.0131;0.1025;-0.0010;0.0016,4.824e-04;1.182e-05;4.193e-05;2.747e-02;1.540e-06;7.464e-04;1.825e-04;2.343e-03;3.590e-02;5.175e-01;8.297e-07;2.824e-03,7.398e-01;9.262e-01;8.433e-01;5.569e-01;9.589e-01;6.767e-01;8.691e-01;6.444e-01;5.238e-01;6.888e-02;9.557e-01;7.523e-01,0.0087;0.0302;0.0430;0.1613;0.0289;0.0502;0.0364;0.0602;0.2191;0.2427;0.0318;0.0867,0.0415;0.0220;0.0093;0.1817;0.0058;0.0323;0.0032;0.0455;0.1978;0.3630;0.0089;0.0904,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|1e6.2o2|1e7.1o1|1e8.1o1|1e9.1o1|1e10.1o1|i,12,11,0;1;0;0;1;0;0;0;0;0;1;1,chr13,-,110905233-110906033;110904780-110906033;110904342-110906033;110903539-110906033;110901077-110906033;110900694-110906033;110900661-110906033;110894393-110906033;110894202-110906033;110893263-110906033;110883793-110906033;110905234-110906032,na-110904780;110883111-110883793;110893197-110893263;110894109-110894202;110894285-110894393;110900530-110900739;110901021-110901077;110903475-110903539;110904031-110904342;110905023-110905233;110906033-110906124,110905234-110906032,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A110906124-110883111
ANKRD10,ENSG00000088448.14,ENSG00000088448.14:t:110900530-110900739,-0.0166;-0.1112;0.1297,1.870e-01;5.582e-01;5.650e-01,2.331e-01;5.632e-02;3.740e-02,0.2179;0.1560;0.6284,0.1835;0.0207;0.7934,t|1e1.1o1|2e1.1o1|i,3,2,0;0;1,chr13,-,110900694-110906033;110900661-110906033;110900740-110901020,110900530-110900739;110906033-110906124,110900740-110901020,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A110906124-110900530
TASP1,ENSG00000089123.16,ENSG00000089123.16:s:13623446-13623514,-0.1208;-0.0000;-0.0587;0.0227;0.1556;-0.0000,5.881e-01;3.038e-05;2.661e-01;9.038e-02;6.685e-01;3.038e-05,4.939e-02;9.950e-01;1.621e-01;3.824e-01;2.429e-02;9.950e-01,0.1612;0.0033;0.1331;0.0516;0.6343;0.0033,0.0029;0.0029;0.0524;0.0994;0.8469;0.0029,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1,6,7,0;0;1;1;0;1,chr20,-,13617123-13623446;13614877-13623446;13610919-13623446;13600617-13623446;13587370-13623446;13483337-13623446,13483227-13483337;13587250-13587370;13600543-13600617;13610831-13610919;13614667-13614877;13616857-13617123;13623446-13623514,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A13623514-13483227
RBM41,ENSG00000089682.16,ENSG00000089682.16:t:107064420-107065758,-0.1561;0.1561,7.400e-01;7.400e-01,1.947e-02;1.947e-02,0.2462;0.7538,0.0591;0.9409,t|1e1.1o1|i,2,2,0;1,chrX,-,107065758-107067556;107065759-107066299,107064420-107065758;107067138-107067693,107065759-107066299,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A107067693-107064420
CERS4,ENSG00000090661.12,ENSG00000090661.12:s:8256618-8256710,0.1084;-0.1084,5.157e-01;5.157e-01,6.703e-02;6.703e-02,0.0103;0.9897,0.1453;0.8547,s|1e1.1o2|1e1.2o2,2,2,1;0,chr19,+,8256710-8256891;8256710-8256949,8256618-8256710;8256891-8257161,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A8257161-8256618
DTX2,ENSG00000091073.20,ENSG00000091073.20:t:76499802-76500520,0.1132;-0.1043;-0.0000;0.0000,5.587e-01;5.141e-01;2.384e-08;6.898e-21,5.392e-02;6.548e-02;9.987e-01;1.000e+00,0.4893;0.5003;0.0078;0.0012,0.6185;0.3792;0.0013;0.0013,t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,0;0;1;1,chr7,+,76492253-76500441;76497477-76500441;76492253-76500444;76497477-76500444,76491997-76492253;76497337-76497477;76499802-76500520,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A76500520-76491997
NRCAM,ENSG00000091129.21,ENSG00000091129.21:s:108175322-108175357,0.0804;-0.2101;0.1110,3.771e-01;8.955e-01;5.740e-01,1.211e-01;4.884e-03;5.290e-02,0.0327;0.8686;0.0978,0.1247;0.6457;0.2390,s|1e1.1o1|1e2.1o2|i,3,3,0;0;1,chr7,-,108168402-108175322;108160492-108175322;108168403-108175321,108160361-108160492;108168277-108168402;108175322-108175357,108168403-108175321,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A108175357-108160361
NRCAM,ENSG00000091129.21,ENSG00000091129.21:s:108226208-108226378,0.1422;-0.1422,8.602e-01;8.602e-01,2.178e-03;2.178e-03,0.5160;0.4840,0.6559;0.3441,s|1e1.1o1|1e2.1o1,2,3,0;0,chr7,-,108225701-108226208;108223836-108226208,108223725-108223836;108225645-108225701;108226208-108226378,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A108226378-108223725
NRCAM,ENSG00000091129.21,ENSG00000091129.21:s:108299263-108299321,0.1377;-0.1377,5.905e-01;5.905e-01,3.332e-02;3.332e-02,0.3796;0.6204,0.5882;0.4118,s|1e1.1o1|1e2.1o1,2,3,1;1,chr7,-,108298474-108299263;108298016-108299263,na-108298474;108297863-108298016;108299263-108299321,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A108299321-108297863
NRCAM,ENSG00000091129.21,ENSG00000091129.21:t:108223725-108223836,-0.1110;0.0000;0.1093,6.058e-01;6.898e-21;5.831e-01,2.621e-02;1.000e+00;3.795e-02,0.3940;0.0133;0.5939,0.2817;0.0137;0.7042,t|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;1;0,chr7,-,108223836-108226208;108223836-108225648;108223836-108225645,108223725-108223836;108225645-108225701;108226208-108226378,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A108226378-108223725
PPP2R3C,ENSG00000092020.11,ENSG00000092020.11:s:35122222-35122517,-0.1062;0.1062,5.447e-01;5.447e-01,5.935e-02;5.935e-02,0.2997;0.7003,0.1681;0.8319,s|1e1.1o1|i,2,2,0;0,chr14,-,35122101-35122222;35122102-35122221,35121902-35122101;35122222-35122517,35122102-35122221,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A35122517-35121902
MYL6,ENSG00000092841.19,ENSG00000092841.19:s:56160243-56160343,0.0000;0.1030;-0.1023;0.0000;0.0000;0.0000,6.536e-21;5.307e-01;5.390e-01;6.536e-21;6.536e-21;6.536e-21,1.000e+00;6.109e-02;2.413e-02;1.000e+00;1.000e+00;1.000e+00,0.0000;0.7030;0.2828;0.0031;0.0000;0.0109,0.0000;0.8055;0.1814;0.0021;0.0005;0.0104,s|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1|3e2.1o1|i,6,4,1;0;0;0;1;0,chr12,+,56160305-56161387;56160320-56160626;56160320-56161387;56160320-56162264;56160327-56161387;56160344-56160625,56160243-56160343;56160626-56161298;56161387-56161587;56161781-56162331,56160344-56160625,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A56162331-56160243
MYL6,ENSG00000092841.19,ENSG00000092841.19:t:56161387-56161587,0.0000;-0.1022;0.0000;0.0927;0.0000,6.536e-21;5.226e-01;6.536e-21;4.282e-01;6.536e-21,1.000e+00;6.532e-02;1.000e+00;1.020e-01;1.000e+00,0.0000;0.2977;0.0000;0.6939;0.0085,0.0000;0.1938;0.0006;0.7938;0.0122,t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|i,5,3,1;0;1;0;1,chr12,+,56160305-56161387;56160320-56161387;56160327-56161387;56160670-56161387;56161299-56161386,56160243-56160343;56160626-56161298;56161387-56161587,56161299-56161386,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A56161587-56160243
UPRT,ENSG00000094841.14,ENSG00000094841.14:t:75293472-75293514,-0.1478;0.2190;0.0102;0.0075;-0.0038;-0.0538,7.524e-01;8.396e-01;1.691e-01;1.425e-02;1.218e-03;1.633e-01,1.999e-02;7.087e-03;2.578e-01;6.497e-01;8.631e-01;2.668e-01,0.2080;0.4021;0.2394;0.0362;0.0295;0.0954,0.0476;0.6561;0.2169;0.0476;0.0019;0.0117,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1,6,7,1;0;0;0;0;0,chrX,+,75223625-75293472;75274640-75293472;75274758-75293472;75285524-75293472;75291560-75293472;75291747-75293472,75223466-75223625;75274085-75274640;75274728-75274758;75285434-75285524;75291393-75291560;75291675-75291747;75293472-75293514,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A75293514-75223466
CDC7,ENSG00000097046.13,ENSG00000097046.13:t:91501654-91501831,-0.0891;0.1266;-0.0251;0.0000,4.322e-01;6.265e-01;1.016e-01;2.289e-09,9.280e-02;3.886e-02;3.597e-01;1.000e+00,0.1830;0.6373;0.1658;0.0015,0.0694;0.7969;0.1235;0.0018,t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2,4,3,1;0;0;0,chr1,+,91500877-91501654;91500948-91501654;91501303-91501654;91501482-91501654,91500851-91500948;91501108-91501482;91501654-91501831,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A91501831-91500851
