# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/noDox-dox00125.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/noDox-dox00125.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "dox00125": 3,
#         "noDox": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	noDox_mean_psi	dox00125_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
DCLRE1B	ENSG00000118655.7	ENSG00000118655.7:s:113905213-113905775	-0.1233;0.1233	6.287e-01;6.287e-01	3.893e-02;3.893e-02	0.7910;0.2090	0.6541;0.3459	s|1e1.1o1|1e2.1o1	2	3	0;0	chr1	+	113905775-113906996;113905775-113908009	113905213-113905775;113906996-113907161;113908009-113908191		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A113908191-113905213
TJP2	ENSG00000119139.21	ENSG00000119139.21:t:69212548-69212601	-0.1037;0.1077;-0.0000;-0.0000;-0.0000;-0.0000;-0.0000;-0.0000	4.980e-01;5.178e-01;6.697e-21;6.697e-21;6.697e-21;6.697e-21;6.697e-21;6.697e-21	6.553e-02;6.015e-02;1.000e+00;1.000e+00;1.000e+00;1.000e+00;1.000e+00;1.000e+00	0.4294;0.5639;0.0045;0.0005;0.0005;0.0005;0.0005;0.0005	0.3044;0.6930;0.0004;0.0004;0.0004;0.0004;0.0004;0.0004	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o3|1e5.2o3|1e5.3o3|1e6.1o1	8	7	0;0;0;0;0;0;0;0	chr9	+	69151771-69212548;69174432-69212548;69185204-69212548;69205109-69212548;69205233-69212548;69205314-69212548;69206261-69212548;69212446-69212548	69151646-69151771;69174277-69174432;69185087-69185204;69204798-69205109;69205155-69206261;69212359-69212446;69212548-69212601		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A69212601-69151646
CCDC92	ENSG00000119242.9	ENSG00000119242.9:t:123944270-123944369	-0.1356;0.0000;0.0164;-0.0007;0.0850;0.0152;0.0000	7.311e-01;1.584e-10;9.674e-03;1.108e-06;3.968e-01;1.506e-02;6.697e-21	2.147e-02;9.959e-01;6.155e-01;8.825e-01;1.055e-01;5.980e-01;1.000e+00	0.6317;0.0182;0.0476;0.0370;0.2113;0.0537;0.0025	0.4852;0.0209;0.0690;0.0325;0.3037;0.0733;0.0044	t|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1|1e5.1o1|2e1.1o1|2e5.1o1	7	6	0;1;0;1;0;1;1	chr12	-	123944364-123972529;123944364-123971895;123944364-123956284;123944364-123945704;123944364-123944669;123944354-123972529;123944354-123944669	123944270-123944369;123944669-123944740;123945704-123946773;123956284-123956444;123971740-123972090;123972529-123972831		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A123972831-123944270
PTBP3	ENSG00000119314.16	ENSG00000119314.16:t:112268049-112268195	-0.0000;0.0200;0.1047;-0.1301;0.0000	6.697e-21;2.583e-02;5.405e-01;6.732e-01;6.697e-21	1.000e+00;5.387e-01;6.380e-02;3.234e-02;1.000e+00	0.0060;0.0798;0.0975;0.8193;0.0006	0.0005;0.1131;0.2142;0.6751;0.0005	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	5	5	0;1;0;0;1	chr9	-	112268195-112333470;112268195-112297841;112268195-112297832;112268195-112275844;112268195-112270781	112268049-112268195;112270781-na;112275844-112276013;112297832-112297916;112333470-112333664		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A112333664-112268049
INVS	ENSG00000119509.13	ENSG00000119509.13:s:100099243-100099416	0.1151;0.0000;0.0115;-0.1316	5.258e-01;6.212e-07;2.143e-02;5.765e-01	4.841e-02;9.993e-01;5.998e-01;3.652e-02	0.1045;0.0025;0.0326;0.8549	0.2676;0.0027;0.0584;0.6916	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;1;1;0	chr9	+	100099416-100101301;100099416-100101707;100099416-100102705;100099416-100104498	100099243-100099416;100101301-100102017;100102705-100102815;100104498-100104627		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A100104627-100099243
ACYP1	ENSG00000119640.9	ENSG00000119640.9:s:75061684-75061762	0.1141;-0.1141	5.474e-01;5.474e-01	5.007e-02;5.007e-02	0.2440;0.7560	0.3915;0.6085	s|1e1.1o1|1e2.1o1	2	3	0;0	chr14	-	75060261-75061684;75053659-75061684	75053237-75053659;75059848-75060261;75061684-75061762		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A75061762-75053237
ACYP1	ENSG00000119640.9	ENSG00000119640.9:t:75056447-75056560	-0.1202;0.0681;0.0304	6.032e-01;3.381e-01;2.276e-01	4.700e-02;9.257e-02;1.811e-01	0.1600;0.6167;0.2209	0.0046;0.7280;0.2675	t|1e1.1o1|1e2.1o1|i	3	3	1;1;1	chr14	-	75056560-75069210;75056560-75063470;75056561-75059847	75056447-75056560;75063023-75063561;75069210-75069483	75056561-75059847	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A75069483-75056447
MLH3	ENSG00000119684.16	ENSG00000119684.16:s:75041615-75041700	-0.1184;0.1189;-0.0000	5.645e-01;5.669e-01;4.707e-08	4.641e-02;4.600e-02;9.998e-01	0.8610;0.1361;0.0028	0.7108;0.2867;0.0026	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr14	-	75040015-75041615;75038412-75041615;75033490-75041615	75033419-75033490;75038340-75038412;75039911-75040015;75041615-75041700		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A75041700-75033419
CUTC	ENSG00000119929.13	ENSG00000119929.13:s:99747257-99747390	0.1173;-0.1153;-0.0000	6.206e-01;6.054e-01;3.114e-09	4.094e-02;4.404e-02;9.991e-01	0.5613;0.4266;0.0114	0.6868;0.3037;0.0103	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr10	+	99747390-99750369;99747390-99754529;99747390-99755625	99747257-99747390;99750369-99750396;99754529-99754634;99755625-99756134		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A99756134-99747257
GORAB	ENSG00000120370.13	ENSG00000120370.13:t:170539062-170539659	-0.0000;0.1222;-0.0313;-0.0803	1.411e-06;5.885e-01;1.349e-01;3.810e-01	9.988e-01;4.220e-02;3.047e-01;1.139e-01	0.0029;0.6963;0.1404;0.1529	0.0028;0.8621;0.0974;0.0387	t|1e1.1o3|1e1.2o3|1e2.1o1|1e3.1o1	4	4	1;0;1;0	chr1	+	170532233-170539210;170532284-170539210;170533651-170539210;170536421-170539210	170532131-170532627;170533464-170533651;170536275-170536421;170539062-170539659		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A170539659-170532131
PDLIM2	ENSG00000120913.23	ENSG00000120913.23:s:22589596-22589741	0.1760;-0.1760	8.499e-01;8.499e-01	8.215e-03;8.215e-03	0.4208;0.5792	0.6212;0.3788	s|1e1.1o1|1e2.1o1	2	3	0;0	chr8	+	22589741-22591551;22589741-22593733	22589596-22589741;22591551-22591668;22593733-22594298		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A22594298-22589596
CLCC1	ENSG00000121940.16	ENSG00000121940.16:s:108963343-108963504	0.0006;0.0002;-0.0000;0.0000;0.0024;0.0000;-0.1528;0.0000;0.0000;0.0871;0.0007;0.0004;0.0070;0.0000;0.0000	6.452e-05;2.210e-05;5.685e-09;1.528e-10;2.996e-04;1.528e-10;7.013e-01;1.528e-10;7.938e-07;4.205e-01;9.993e-05;1.196e-05;6.510e-03;2.360e-07;1.528e-10	9.748e-01;9.851e-01;9.993e-01;1.000e+00;9.093e-01;1.000e+00;2.213e-02;1.000e+00;9.981e-01;8.766e-02;9.413e-01;9.845e-01;6.732e-01;9.981e-01;1.000e+00	0.0043;0.0133;0.0091;0.0003;0.0112;0.0003;0.5956;0.0003;0.0044;0.2973;0.0138;0.0003;0.0466;0.0046;0.0003	0.0150;0.0134;0.0005;0.0005;0.0282;0.0005;0.4228;0.0005;0.0074;0.3969;0.0180;0.0151;0.0611;0.0073;0.0005	s|1e1.1o2|1e4.1o4|1e4.4o4|2e2.1o1|3e1.1o2|3e4.1o4|4e1.1o2|4e1.2o2|4e3.1o1|4e4.1o4|4e4.2o4|4e5.1o1|5e1.1o2|5e4.1o4|5e4.4o4	15	6	1;0;0;0;0;0;0;0;0;0;0;0;0;1;0	chr1	-	108962469-108963401;108950448-108963401;108950355-108963401;108959171-108963397;108962469-108963381;108950448-108963381;108962469-108963361;108962464-108963361;108954472-108963361;108950448-108963361;108950438-108963361;108949921-108963361;108962469-108963343;108950448-108963343;108950355-108963343	108949820-108949921;108950309-108951926;108954370-108954472;108959049-108959171;108962309-108962822;108963343-108963504		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A108963504-108949820
MTERF4	ENSG00000122085.17	ENSG00000122085.17:t:241089980-241090044	-0.0008;-0.0845;0.1082;-0.0000;-0.0000	7.010e-05;3.923e-01;5.466e-01;1.467e-08;1.467e-08	9.671e-01;1.135e-01;6.181e-02;9.999e-01;9.999e-01	0.0175;0.1223;0.8644;0.0016;0.0016	0.0015;0.0015;0.9938;0.0015;0.0015	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	5	5	0;1;0;0;0	chr2	-	241090044-241102253;241090044-241097243;241090044-241094277;241090044-241090303;241090044-241090278	241089980-241090044;241090278-241090449;241094277-241094376;241096926-241097427;241102253-241102332		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A241102332-241089980
TRMT13	ENSG00000122435.10	ENSG00000122435.10:s:100144069-100144567	-0.1025;-0.0075;0.0919;0.0001;0.0059;0.0111	5.145e-01;7.722e-02;4.698e-01;1.594e-05;8.160e-03;8.413e-02	6.384e-02;4.087e-01;8.278e-02;9.814e-01;6.431e-01;3.920e-01	0.2649;0.4535;0.0433;0.0085;0.0492;0.1764	0.1387;0.4311;0.1503;0.0127;0.0552;0.2023	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1|i	6	4	1;0;1;1;1;1	chr1	+	100144143-100146527;100144143-100147894;100144143-100148093;100144143-100148172;100144143-100148625;100144568-100147893	100144069-100144567;100146527-na;100147894-100148326;100148625-100150498	100144568-100147893	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A100150498-100144069
P4HA1	ENSG00000122884.13	ENSG00000122884.13:s:73044981-73045051	0.1510;-0.1510	8.290e-01;8.290e-01	9.080e-03;9.080e-03	0.0149;0.9851	0.1858;0.8142	s|1e1.1o1|1e2.1o1	2	3	1;0	chr10	-	73043957-73044981;73030370-73044981	73030267-73030370;73043887-73043957;73044981-73045051		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr10%3A73045051-73030267
NR4A1	ENSG00000123358.20	ENSG00000123358.20:s:52041805-52041929	-0.0000;-0.0032;-0.0969;-0.0001;0.0012;0.1048;-0.0059	7.330e-08;2.730e-03;4.699e-01;5.005e-06;3.337e-04;4.897e-01;4.910e-02	9.998e-01;8.237e-01;6.628e-02;9.952e-01;9.440e-01;5.677e-02;4.842e-01	0.0014;0.0331;0.3397;0.0017;0.0014;0.5087;0.1094	0.0013;0.0111;0.2022;0.0013;0.0193;0.6524;0.0988	s|1e1.1o4|1e1.2o4|1e1.3o4|1e1.4o4|1e2.2o3|1e3.1o1|i	7	4	1;1;0;1;1;0;1	chr12	+	52041929-52043663;52041929-52043694;52041929-52043802;52041929-52043883;52041929-52052496;52041929-52054327;52041930-52043424	52041805-52041929;52043425-52043911;52052474-52052645;52053418-52055306	52041930-52043424	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A52055306-52041805
MORF4L2	ENSG00000123562.18	ENSG00000123562.18:s:103684681-103684729	0.1154;-0.0022;-0.0727;-0.0004;-0.0062	6.020e-01;4.637e-04;3.537e-01;3.337e-06;3.352e-04	4.667e-02;7.210e-01;1.281e-01;9.789e-01;7.746e-01	0.4360;0.0521;0.4544;0.0221;0.0368	0.5684;0.0460;0.3519;0.0027;0.0253	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|i	5	3	0;0;0;1;1	chrX	-	103678651-103684681;103678620-103684681;103678600-103684681;103677051-103684681;103678652-103684680	103675496-103677051;103678499-103678651;103684681-103684729	103678652-103684680	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A103684729-103675496
B9D2	ENSG00000123810.9	ENSG00000123810.9:s:41363432-41363523	0.0054;0.0992;-0.2719;0.0902	6.196e-03;4.746e-01;9.399e-01;4.267e-01	7.955e-01;6.874e-02;1.680e-03;9.040e-02	0.0048;0.0588;0.9322;0.0048	0.0366;0.1903;0.6474;0.1424	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;1	chr19	-	41363077-41363432;41361203-41363432;41358022-41363432;41355013-41363432	41354417-41355013;41357897-41358022;41361010-41361203;41362983-41363077;41363432-41363523		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A41363523-41354417
MTRR	ENSG00000124275.15	ENSG00000124275.15:t:7870770-7870923	0.1844;-0.2058;-0.0001;-0.0001;0.0048;-0.0001	7.723e-01;8.000e-01;1.340e-04;1.340e-04;6.103e-03;1.340e-04	1.240e-02;9.215e-03;9.888e-01;9.888e-01;8.074e-01;9.888e-01	0.0424;0.9335;0.0046;0.0046;0.0046;0.0046	0.2854;0.6666;0.0032;0.0032;0.0258;0.0032	t|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3|1e4.1o1	6	5	0;0;0;0;1;0	chr5	+	7869189-7870770;7869215-7870770;7869298-7870770;7869718-7870770;7870056-7870770;7870419-7870770	7869104-7869189;7869194-7869215;7869227-7870056;7870261-7870419;7870770-7870923		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A7870923-7869104
ZNF45	ENSG00000124459.12	ENSG00000124459.12:s:43932403-43932690	-0.0046;-0.0066;-0.0867;0.1108	4.942e-03;1.135e-02;4.189e-01;5.281e-01	6.617e-01;6.448e-01;8.910e-02;5.486e-02	0.0582;0.0637;0.6687;0.2152	0.0511;0.0510;0.5508;0.3345	s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	1;1;0;0	chr19	-	43931365-43932608;43925458-43932608;43931365-43932604;43925458-43932604	43925325-43925458;43931247-43931365;43932403-43932690		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A43932690-43925325
TRERF1	ENSG00000124496.12	ENSG00000124496.12:s:42236205-42236411	0.1174;-0.1174	5.094e-01;5.094e-01	4.023e-02;4.023e-02	0.1841;0.8159	0.3534;0.6466	s|1e1.1o2|1e1.2o2	2	2	0;0	chr6	-	42232928-42236205;42232892-42236205	42232681-42232928;42236205-42236411		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A42236411-42232681
TRERF1	ENSG00000124496.12	ENSG00000124496.12:t:42259339-42259723	-0.0000;-0.1353;0.1357	2.851e-07;6.171e-01;6.184e-01	9.994e-01;3.281e-02;3.255e-02	0.0034;0.4463;0.5499	0.0028;0.2654;0.7315	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr6	-	42259723-42264704;42259723-42263320;42259723-42263260	42259339-42259723;42263260-42263568;42264704-42264854		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A42264854-42259339
TMTC4	ENSG00000125247.16	ENSG00000125247.16:s:100662964-100663180	-0.1202;0.1202	6.434e-01;6.434e-01	3.589e-02;3.589e-02	0.9777;0.0223	0.8403;0.1597	s|1e1.1o1|1e2.1o1	2	3	0;1	chr13	-	100656468-100662964;100642311-100662964	100642211-100642311;100656381-100656468;100662964-100663180		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A100663180-100642211
MIF4GD	ENSG00000125457.15	ENSG00000125457.15:s:75267938-75268661	0.1064;-0.0000;-0.1059	5.444e-01;1.066e-07;5.411e-01	5.849e-02;9.997e-01;5.925e-02	0.8349;0.0029;0.1621	0.9637;0.0026;0.0339	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;1;0	chr17	-	75267901-75268083;75267897-75268083;75267630-75268083	75267451-75267630;75267746-75267901;75267938-75268661		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A75268661-75267451
MIF4GD	ENSG00000125457.15	ENSG00000125457.15:t:75267451-75267630	-0.0061;-0.0918;0.1322	1.923e-03;4.504e-01;7.161e-01	8.033e-01;8.652e-02;2.496e-02	0.0335;0.1418;0.8208	0.0023;0.0301;0.9675	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr17	-	75267630-75270114;75267630-75268083;75267630-75267746	75267451-75267630;75267746-75267901;75267938-75268661;75270114-75270414		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A75270414-75267451
ATG4C	ENSG00000125703.15	ENSG00000125703.15:t:62803719-62803862	-0.2083;0.1551;0.0215;-0.0000	7.968e-01;6.304e-01;5.143e-02;7.479e-06	9.202e-03;2.474e-02;4.697e-01;9.972e-01	0.5881;0.3835;0.0192;0.0036	0.3344;0.5900;0.0686;0.0032	t|1e1.1o2|1e1.2o2|1e2.1o1|2e1.2o2	4	3	0;0;0;0	chr1	+	62784225-62803719;62784273-62803719;62785260-62803719;62784273-62803778	62784132-62784273;62785233-62785260;62803719-62803862		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A62803862-62784132
TMEM53	ENSG00000126106.14	ENSG00000126106.14:s:44674331-44674481	0.1424;-0.0061;0.0000;-0.1432;0.0000	6.045e-01;5.890e-02;1.158e-05;6.333e-01;1.158e-05	3.003e-02;4.601e-01;9.972e-01;2.898e-02;9.972e-01	0.6524;0.0565;0.0024;0.2946;0.0024	0.8309;0.0511;0.0032;0.1061;0.0032	s|1e1.1o1|1e2.1o3|1e2.3o3|1e3.1o1|1e4.1o1	5	5	0;0;0;0;0	chr1	-	44660295-44674331;44655209-44674331;44655116-44674331;44645464-44674331;44636457-44674331	44635238-44636457;44645360-44645464;44653247-44655209;44660174-44660295;44674331-44674481		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A44674481-44635238
HIVEP3	ENSG00000127124.16	ENSG00000127124.16:s:41575544-41575689	-0.1553;0.1553	6.334e-01;6.334e-01	2.343e-02;2.343e-02	0.8926;0.1074	0.6903;0.3097	s|1e1.1o1|1e2.1o1	2	3	0;0	chr1	-	41524910-41575544;41518488-41575544	41518402-41518488;41524735-41524910;41575544-41575689		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A41575689-41518402
TMEM175	ENSG00000127419.17	ENSG00000127419.17:t:950421-950518	-0.0742;-0.0000;0.1387;-0.0512;-0.0000;0.0004;-0.0000	3.538e-01;6.697e-21;6.819e-01;2.046e-01;3.391e-08;8.097e-06;6.697e-21	1.264e-01;1.000e+00;2.822e-02;2.238e-01;9.995e-01;9.805e-01;1.000e+00	0.2317;0.0008;0.5873;0.1634;0.0060;0.0063;0.0008	0.1321;0.0007;0.7534;0.0946;0.0007;0.0195;0.0007	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|2e1.1o1|2e3.1o1|2e4.1o1	7	5	0;0;0;0;0;0;0	chr4	+	932540-950421;947892-950421;948154-950421;948615-950421;932540-950424;948154-950424;948615-950424	932387-932540;947709-947892;948116-948154;948511-948615;950421-950518		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A950518-932387
EMC1	ENSG00000127463.15	ENSG00000127463.15:s:19239231-19239302	-0.1147;0.1271;-0.0000	6.072e-01;6.886e-01;4.628e-10	4.540e-02;2.873e-02;9.990e-01	0.8874;0.0939;0.0172	0.7666;0.2270;0.0075	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;1	chr1	-	19238857-19239231;19238854-19239231;19238139-19239231	19238017-19238139;19238795-19238857;19239231-19239302		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A19239302-19238017
PAICS	ENSG00000128050.9	ENSG00000128050.9:s:56435741-56435975	0.1222;-0.1222	5.658e-01;5.658e-01	4.274e-02;4.274e-02	0.7645;0.2355	0.9250;0.0750	s|1e1.1o1|2e1.1o1	2	2	0;0	chr4	+	56435928-56436262;56435975-56436262	56435741-56435975;56436039-56436561		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A56436561-56435741
C22orf23	ENSG00000128346.11	ENSG00000128346.11:s:37945042-37945173	0.1591;-0.1591	7.484e-01;7.484e-01	1.753e-02;1.753e-02	0.0145;0.9855	0.2029;0.7971	s|1e1.1o1|i	2	2	0;1	chr22	-	37944517-37945042;37944518-37945041	37944417-37944517;37945042-37945173	37944518-37945041	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A37945173-37944417
RHBDF2	ENSG00000129667.13	ENSG00000129667.13:s:76500876-76501423	0.0120;0.0209;0.0002;-0.0000;-0.1238;0.0133;-0.0000;-0.0000;0.0295	7.219e-03;1.711e-01;4.051e-06;1.161e-08;6.348e-01;1.296e-01;1.161e-08;1.161e-08;8.867e-02	6.574e-01;2.514e-01;9.922e-01;9.999e-01;4.168e-02;3.086e-01;9.999e-01;9.999e-01;3.780e-01	0.0253;0.4278;0.0010;0.0010;0.1721;0.3261;0.0010;0.0010;0.0407	0.0571;0.4723;0.0080;0.0008;0.0215;0.3484;0.0008;0.0008;0.0895	s|1e2.1o1|1e3.1o2|1e3.2o2|2e1.1o1|2e2.1o1|2e3.1o2|2e3.2o2|3e2.1o1|3e3.1o2	9	4	0;0;0;1;1;0;1;1;1	chr17	-	76488132-76501353;76487909-76501353;76487851-76501353;76490825-76500936;76488132-76500936;76487909-76500936;76487851-76500936;76488132-76500876;76487909-76500876	76487411-76487909;76487974-76488178;76490763-76490825;76500876-76501423		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A76501423-76487411
SGO1	ENSG00000129810.15	ENSG00000129810.15:s:20174249-20175055	-0.1015;0.0000;0.0000;0.0736	5.190e-01;6.699e-21;6.699e-21;3.251e-01	6.645e-02;9.997e-01;9.996e-01;1.429e-01	0.2494;0.0006;0.0006;0.7495	0.1335;0.0118;0.0098;0.8438	s|1e1.2o2|1e2.1o1|2e1.1o2|2e1.2o2	4	3	0;0;1;0	chr3	-	20171232-20175005;20161226-20175005;20171249-20174249;20171232-20174249	20160593-20161226;20171043-20171267;20174249-20175055		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A20175055-20160593
ERMARD	ENSG00000130023.16	ENSG00000130023.16:s:169762429-169762531	-0.1242;0.1249;-0.0000	6.313e-01;6.361e-01;2.143e-07	3.845e-02;3.805e-02;9.996e-01	0.9685;0.0282;0.0034	0.8190;0.1787;0.0020	s|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr6	+	169762531-169766638;169762531-169768103;169762532-169766637	169762429-169762531;169766638-169766667;169767015-169768171	169762532-169766637	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A169768171-169762429
ERMARD	ENSG00000130023.16	ENSG00000130023.16:t:169767015-169768171	0.1994;-0.1994	8.186e-01;8.186e-01	8.842e-03;8.842e-03	0.0398;0.9602	0.2775;0.7225	t|1e1.1o1|1e2.1o1	2	3	0;0	chr6	+	169762531-169768103;169766667-169768103	169762429-169762531;169766638-169766667;169767015-169768171		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A169768171-169762429
CLIP1	ENSG00000130779.22	ENSG00000130779.22:s:122277368-122278472	-0.2200;0.2199;0.0000	9.121e-01;9.124e-01;9.169e-10	3.109e-03;3.091e-03;1.000e+00	0.8035;0.1946;0.0019	0.5651;0.4329;0.0021	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr12	-	122276444-122278154;122274162-122278154;122274143-122278154	122274038-122275823;122276439-122276444;122277368-122278472		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A122278472-122274038
SLC23A2	ENSG00000089057.15	ENSG00000089057.15:s:5001406-5001510	0.2386;-0.1915;-0.0094	8.682e-01;7.734e-01;1.158e-02	4.893e-03;1.167e-02;7.034e-01	0.3771;0.5583;0.0409	0.6592;0.3368;0.0039	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;1;1	chr20	-	4970919-5001406;4970915-5001406;4932716-5001406	4932455-4932716;4970793-4970919;5001406-5001510		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A5001510-4932455
SLC23A2	ENSG00000089057.15	ENSG00000089057.15:t:4970793-4970919	-0.0000;-0.0000;0.2192;-0.0000;-0.0000;-0.2170	2.595e-06;2.595e-06;8.318e-01;2.595e-06;2.595e-06;8.281e-01	9.987e-01;9.987e-01;7.089e-03;9.987e-01;9.987e-01;7.356e-03	0.0024;0.0024;0.3982;0.0024;0.0024;0.5921	0.0019;0.0019;0.6571;0.0019;0.0019;0.3348	t|1e1.1o2|1e1.2o2|1e2.1o1|2e1.1o2|2e1.2o2|2e2.1o1	6	3	0;1;0;0;1;1	chr20	-	4970919-5010182;4970919-5010155;4970919-5001406;4970915-5010182;4970915-5010155;4970915-5001406	4970793-4970919;5001406-5001510;5010155-5010293		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A5010293-4970793
DZANK1	ENSG00000089091.16	ENSG00000089091.16:t:18412646-18412853	-0.0000;0.1708;-0.0009;-0.1666	1.919e-05;6.901e-01;7.337e-03;6.833e-01	9.956e-01;1.848e-02;7.314e-01;1.958e-02	0.0044;0.3938;0.0360;0.5658	0.0032;0.6311;0.0326;0.3397	t|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1	4	4	0;0;0;0	chr20	-	18412853-18427067;18412853-18414348;18412853-18412968;18412835-18414348	18412646-18412853;18412968-18413222;18414348-18414512;18427067-18427159		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A18427159-18412646
KDM2B	ENSG00000089094.19	ENSG00000089094.19:t:121578802-121578946	-0.1032;0.0846;0.0081	4.897e-01;4.021e-01;3.411e-02	6.119e-02;8.651e-02;5.345e-01	0.4194;0.5065;0.0725	0.2673;0.6397;0.0883	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr12	-	121578946-121580786;121578946-121580020;121578946-121579612	121578802-121578946;121579612-121579644;121580020-121580459;121580786-121581023		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A121581023-121578802
