#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000394986.5	141	0.39489	4.66571044922	1	0.95474	coding
ENST00000508895.5	141	0.42581	4.66571044922	1	0.972732	coding
ENST00000506244.5	141	0.43012	4.66571044922	1	0.97407	coding
ENST00000502987.5	116	0.46509	9.30194091797	1	0.789213	coding
ENST00000506691.1	66	0.44273	9.30242919922	-1	0.0744152	noncoding
ENST00000380180.7	235	0.42128	9.71881103516	1	0.998617	coding
ENST00000437932.5	272	0.29595	6.54010009766	1	0.997646	coding
ENST00000359265.8	137	0.32741	9.20513916016	1	0.379769	noncoding
ENST00000317968.9	597	0.33446	8.54693603516	1	1	coding
ENST00000627587.2	475	0.44289	8.01605224609	1	1	coding
ENST00000542407.5	488	0.37291	7.98822021484	1	1	coding
ENST00000511767.3	133	0.42367	10.2471313477	1	0.783942	coding
ENST00000515059.6	503	0.3439	7.78411865234	1	1	coding
ENST00000440890.7	533	0.3439	7.21661376953	1	1	coding
ENST00000264568.8	503	0.408	7.78411865234	1	1	coding
ENST00000394931.1	503	0.43055	7.78411865234	1	1	coding
ENST00000394877.7	340	0.29027	7.29388427734	1	0.999596	coding
ENST00000394876.7	340	0.30236	7.29388427734	1	0.999779	coding
ENST00000273962.7	340	0.29675	7.29388427734	1	0.999707	coding
ENST00000455368.6	205	0.40719	9.41912841797	-1	0.239624	noncoding
ENST00000514547.1	199	0.42529	9.37664794922	-1	0.247382	noncoding
ENST00000507394.1	119	0.40132	9.77606201172	1	0.534836	coding
ENST00000499666.7	125	0.31828	6.72247314453	1	0.377774	noncoding
ENST00000226522.8	118	0.37006	7.85491943359	1	0.413608	noncoding
ENST00000515100.1	71	0.42665	6.03289794922	1	0.131952	noncoding
ENST00000424970.7	351	0.37726	7.23345947266	1	0.999998	coding
ENST00000394833.6	461	0.40827	5.70782470703	1	1	coding
ENST00000356736.5	461	0.38223	5.70782470703	1	1	coding
ENST00000683412.1	461	0.39091	5.70782470703	1	1	coding
ENST00000682227.1	461	0.38223	5.70782470703	1	1	coding
ENST00000683173.1	394	0.36864	5.99493408203	1	1	coding
ENST00000684289.1	247	0.39763	5.29315185547	1	0.999922	coding
ENST00000683916.1	351	0.3489	7.23345947266	1	0.99999	coding
ENST00000682243.1	284	0.31917	8.48211669922	1	0.99617	coding
ENST00000683462.1	351	0.33345	7.23345947266	1	0.999976	coding
ENST00000683706.1	156	0.31603	4.36566162109	1	0.938839	coding
ENST00000683634.1	384	0.32949	7.17816162109	1	0.999994	coding
ENST00000512657.5	37	0.46057	9.30059814453	-1	0.0521818	noncoding
ENST00000646632.1	58	0.31023	9.60772705078	1	0.0268149	noncoding
ENST00000273986.10	139	0.33289	9.50323486328	1	0.413807	noncoding
ENST00000574446.1	58	0.35421	9.60772705078	1	0.0336902	noncoding
ENST00000643561.1	56	0.3692	9.10186767578	1	0.0314294	noncoding
ENST00000503643.1	146	0.41234	9.30023193359	1	0.858795	coding
ENST00000362026.7	538	0.457	6.27508544922	1	1	coding
ENST00000506288.5	307	0.44844	8.94219970703	1	0.999993	coding
ENST00000394785.9	538	0.34568	6.27508544922	1	1	coding
ENST00000503103.5	418	0.46427	7.58563232422	1	1	coding
ENST00000515424.5	164	0.39538	9.15899658203	1	0.912346	coding
ENST00000505838.1	125	0.4366	4.91436767578	1	0.918977	coding
ENST00000508136.1	113	0.43233	7.58612060547	1	0.615491	coding
ENST00000512806.1	55	0.33703	10.8342895508	-1	0.178464	noncoding
ENST00000296424.9	246	0.42756	7.55621337891	1	0.999785	coding
ENST00000492366.5	174	0.47251	9.36676025391	1	0.992188	coding
ENST00000475058.5	174	0.46194	9.36676025391	1	0.989799	coding
ENST00000506521.5	109	0.46553	9.26300048828	-1	0.118284	noncoding
ENST00000504285.5	130	0.43936	6.72943115234	-1	0.0794623	noncoding
ENST00000509245.1	116	0.45436	5.64910888672	-1	0.0707177	noncoding
ENST00000513518.1	84	0.47849	6.20697021484	1	0.291832	noncoding
ENST00000394667.8	118	0.38734	11.4768676758	1	0.353856	noncoding
ENST00000394665.5	118	0.43394	11.4768676758	1	0.620221	coding
ENST00000394668.2	118	0.38627	11.4768676758	1	0.352547	noncoding
ENST00000352981.7	205	0.37689	6.69268798828	1	0.993986	coding
ENST00000265164.7	294	0.37085	6.45941162109	1	0.999964	coding
ENST00000507550.5	87	0.36029	8.96319580078	1	0.110083	noncoding
ENST00000510324.1	87	0.43806	8.96319580078	1	0.286944	noncoding
ENST00000508203.1	176	0.47984	5.82305908203	-1	0.194324	noncoding
ENST00000505486.1	81	0.27275	8.76873779297	1	0.0483572	noncoding
ENST00000510527.5	148	0.43417	6.13714599609	1	0.957846	coding
ENST00000274000.10	303	0.3356	4.79193115234	1	0.999987	coding
ENST00000309703.10	270	0.38625	4.69976806641	1	0.999986	coding
ENST00000512741.1	58	0.39951	4.12835693359	1	0.127997	noncoding
ENST00000445203.6	2105	0.47268	5.80755615234	1	1	coding
ENST00000445413.6	606	0.4012	9.35076904297	1	1	coding
ENST00000505019.6	2105	0.46498	5.80755615234	1	1	coding
ENST00000506675.1	563	0.45105	8.97711181641	1	1	coding
ENST00000473015.5	936	0.44921	4.97137451172	1	1	coding
ENST00000264370.9	928	0.48395	4.99127197266	1	1	coding
ENST00000503172.5	174	0.45559	9.12640380859	-1	0.217873	noncoding
ENST00000502805.1	62	0.36924	9.58111572266	1	0.0449719	noncoding
ENST00000672356.1	1839	0.45785	5.68341064453	1	1	coding
ENST00000672088.1	1872	0.46093	5.73419189453	1	1	coding
ENST00000671793.1	1944	0.46093	5.70440673828	1	1	coding
ENST00000672246.1	1759	0.45941	5.79559326172	1	1	coding
ENST00000672880.1	1880	0.46093	5.73504638672	1	1	coding
ENST00000673298.1	3965	0.47264	5.00030517578	1	1	coding
ENST00000357077.9	3958	0.47484	5.03070068359	1	1	coding
ENST00000394537.7	1873	0.4332	5.86895751953	1	1	coding
ENST00000264366.10	3925	0.44556	5.02069091797	1	1	coding
ENST00000683662.1	627	0.44593	5.67535400391	1	1	coding
ENST00000514960.5	949	0.43772	4.96136474609	1	1	coding
ENST00000512298.2	77	0.34107	6.80120849609	1	0.0629965	noncoding
ENST00000296498.3	876	0.35297	8.40924072266	1	1	coding
ENST00000510903.1	33	0.43758	10.266418457	1	0.0283931	noncoding
ENST00000515089.1	54	0.40671	4.23931884766	1	0.101465	noncoding
ENST00000503043.1	197	0.46103	5.41986083984	1	0.999144	coding
ENST00000264499.9	716	0.47132	5.69671630859	1	1	coding
ENST00000507814.5	44	0.4314	4.85479736328	1	0.044838	noncoding
ENST00000506636.1	673	0.46737	5.74517822266	1	1	coding
ENST00000508536.1	38	0.47764	6.69000244141	1	0.0190086	noncoding
ENST00000505692.1	77	0.38489	6.22149658203	1	0.113378	noncoding
ENST00000502444.1	152	0.47493	9.40325927734	1	0.973776	coding
ENST00000651917.1	320	0.39278	8.64617919922	1	0.999975	coding
ENST00000610581.4	320	0.39278	8.64617919922	1	0.999975	coding
ENST00000515726.1	34	0.3236	10.0994262695	-1	0.168747	noncoding
ENST00000507703.1	209	0.36585	9.12591552734	-1	0.208673	noncoding
ENST00000622283.1	320	0.39126	8.64617919922	1	0.999973	coding
ENST00000394339.2	320	0.35814	8.64617919922	1	0.999864	coding
ENST00000508849.1	69	0.35099	5.77325439453	-1	0.0384325	noncoding
ENST00000508776.5	871	0.47312	5.68865966797	1	1	coding
ENST00000508549.5	531	0.48105	6.11785888672	-1	0.991964	coding
ENST00000296464.9	840	0.38828	5.63372802734	1	1	coding
ENST00000505726.1	814	0.47117	5.78131103516	1	1	coding
ENST00000515262.1	116	0.33549	9.19573974609	-1	0.150739	noncoding
ENST00000398965.5	415	0.40662	9.36627197266	1	1	coding
ENST00000473040.6	359	0.34287	8.73614501953	1	0.999941	coding
ENST00000444616.5	415	0.40478	9.36627197266	1	1	coding
ENST00000645843.2	465	0.35599	9.07501220703	1	1	coding
ENST00000388795.9	383	0.3208	8.99627685547	1	0.999882	coding
ENST00000513371.1	105	0.36977	9.00128173828	-1	0.117495	noncoding
ENST00000611882.1	322	0.36782	8.77264404297	1	0.999914	coding
ENST00000226319.11	843	0.38806	8.20147705078	1	1	coding
ENST00000511647.5	510	0.38527	5.39984130859	1	1	coding
ENST00000504089.5	136	0.44059	6.30560302734	-1	0.0865248	noncoding
ENST00000512960.5	843	0.41125	8.20147705078	1	1	coding
ENST00000610919.4	843	0.38806	8.20147705078	1	1	coding
ENST00000511925.5	117	0.45699	4.28265380859	-1	0.105864	noncoding
ENST00000413543.6	510	0.37509	5.39984130859	1	1	coding
ENST00000608661.1	55	0.3091	10.5824584961	1	0.029385	noncoding
ENST00000608345.1	62	0.39426	9.51336669922	1	0.0573382	noncoding
ENST00000609359.1	51	0.37466	10.8341674805	1	0.035542	noncoding
ENST00000610159.1	77	0.29857	6.37249755859	1	0.0593739	noncoding
ENST00000692258.1	42	0.33096	5.73687744141	1	0.0128686	noncoding
ENST00000685735.1	67	0.37248	10.4970092773	1	0.0637421	noncoding
ENST00000338517.8	123	0.36946	4.70111083984	1	0.803263	coding
ENST00000512749.5	83	0.46956	4.66229248047	1	0.429454	noncoding
ENST00000506597.2	132	0.30293	10.0068969727	1	0.225755	noncoding
ENST00000608372.6	89	0.28562	8.19281005859	1	0.0640562	noncoding
ENST00000432059.6	328	0.40713	9.68048095703	1	0.999979	coding
ENST00000335472.12	341	0.41178	9.68048095703	1	0.999991	coding
ENST00000507030.5	359	0.4454	9.53826904297	1	0.999999	coding
ENST00000507560.5	86	0.45155	9.39605712891	-1	0.095408	noncoding
ENST00000502607.1	65	0.42743	9.39605712891	1	0.097922	noncoding
ENST00000541722.5	304	0.36032	8.60211181641	1	0.999749	coding
ENST00000264428.9	498	0.34691	9.03375244141	1	1	coding
ENST00000515642.5	76	0.41113	8.18878173828	-1	0.0564536	noncoding
ENST00000506411.5	126	0.36236	4.91851806641	-1	0.0637509	noncoding
ENST00000509282.1	498	0.4626	9.03375244141	1	1	coding
ENST00000510970.1	144	0.46704	5.28436279297	-1	0.128659	noncoding
ENST00000507898.5	837	0.50396	7.46734619141	1	1	coding
ENST00000393815.6	837	0.41816	7.46734619141	1	1	coding
ENST00000645636.1	902	0.48303	7.49322509766	1	1	coding
ENST00000471736.5	457	0.34079	8.68621826172	1	0.999999	coding
ENST00000264426.14	884	0.43792	7.47845458984	1	1	coding
ENST00000323661.10	731	0.46771	6.11712646484	1	1	coding
ENST00000505888.1	145	0.43021	5.49493408203	-1	0.100871	noncoding
ENST00000503437.1	104	0.47959	5.80755615234	-1	0.0606908	noncoding
ENST00000510854.1	194	0.42345	9.56622314453	1	0.98968	coding
ENST00000503980.1	30	0.45076	8.55548095703	1	0.0154713	noncoding
ENST00000264433.11	1115	0.39616	6.19573974609	1	1	coding
ENST00000504715.1	240	0.45331	9.43463134766	-1	0.393507	noncoding
ENST00000393704.3	307	0.32237	4.89898681641	1	0.99998	coding
ENST00000361618.4	410	0.37002	5.12701416016	1	1	coding
ENST00000512698.1	156	0.42465	8.91253662109	-1	0.156747	noncoding
ENST00000393702.7	103	0.3761	7.79278564453	1	0.262183	noncoding
ENST00000506110.1	103	0.39792	7.79278564453	1	0.335016	noncoding
ENST00000504999.1	98	0.34035	6.71185302734	-1	0.0751343	noncoding
ENST00000506764.1	90	0.43117	9.09930419922	-1	0.0885065	noncoding
ENST00000296503.10	210	0.46031	7.61944580078	1	0.999015	coding
ENST00000438704.6	210	0.45131	7.61944580078	1	0.998844	coding
ENST00000446922.6	210	0.48403	7.61944580078	1	0.999272	coding
ENST00000511316.1	100	0.35766	9.90753173828	1	0.179602	noncoding
ENST00000264595.7	347	0.45465	5.85821533203	1	1	coding
ENST00000502310.5	131	0.43797	5.44635009766	-1	0.0853075	noncoding
ENST00000506853.5	210	0.44505	5.18231201172	1	0.999678	coding
ENST00000510635.1	101	0.41932	5.34405517578	-1	0.0480126	noncoding
ENST00000296741.7	441	0.40274	8.06561279297	1	1	coding
ENST00000510054.1	133	0.46779	8.57452392578	1	0.905608	coding
ENST00000512353.1	194	0.46981	6.41986083984	-1	0.223369	noncoding
ENST00000505644.1	50	0.37962	10.6946411133	1	0.0351779	noncoding
ENST00000296824.4	261	0.27705	9.26177978516	1	0.911158	coding
ENST00000441693.2	69	0.41163	9.50787353516	-1	0.0908452	noncoding
ENST00000296849.10	452	0.43432	7.82928466797	1	1	coding
ENST00000274150.4	312	0.36778	6.12786865234	1	0.99999	coding
ENST00000519933.5	97	0.4377	7.85028076172	-1	0.0613978	noncoding
ENST00000523688.1	289	0.45331	9.48968505859	-1	0.536216	coding
ENST00000513296.2	326	0.32163	11.9155883789	-1	0.0511087	noncoding
ENST00000652578.1	140	0.31326	8.73175048828	1	0.364841	noncoding
ENST00000684972.1	109	0.32664	7.69049072266	1	0.189946	noncoding
ENST00000689786.1	109	0.39159	7.69049072266	1	0.391005	noncoding
ENST00000515467.2	124	0.47003	7.79058837891	1	0.83961	coding
ENST00000693074.1	113	0.29328	6.25299072266	1	0.261958	noncoding
ENST00000691787.1	109	0.34952	7.69049072266	1	0.24532	noncoding
ENST00000689567.1	109	0.36373	7.69049072266	1	0.289127	noncoding
ENST00000436493.2	109	0.39136	7.69049072266	1	0.390045	noncoding
ENST00000296564.9	2267	0.45966	5.32122802734	1	1	coding
ENST00000505464.1	73	0.33266	4.59783935547	1	0.115633	noncoding
ENST00000506093.1	47	0.35241	9.23724365234	1	0.0192963	noncoding
ENST00000649262.1	154	0.3704	9.95501708984	1	0.737595	coding
ENST00000691419.1	83	0.35349	4.66912841797	1	0.2147	noncoding
ENST00000690700.1	76	0.39507	7.00006103516	1	0.100848	noncoding
ENST00000688820.1	75	0.37142	8.83978271484	1	0.0734764	noncoding
ENST00000660855.1	61	0.43767	10.4026489258	-1	0.116999	noncoding
ENST00000508881.1	39	0.39833	6.15875244141	1	0.0144109	noncoding
ENST00000502001.2	75	0.31922	12.1111450195	1	0.0443796	noncoding
ENST00000606459.1	60	0.31287	8.58795166016	1	0.0242041	noncoding
ENST00000511437.6	234	0.35923	9.04449462891	1	0.990355	coding
ENST00000280330.12	70	0.36004	5.83721923828	1	0.0678677	noncoding
ENST00000510047.5	217	0.41658	9.06072998047	1	0.996867	coding
ENST00000510052.5	159	0.47977	8.71734619141	1	0.982798	coding
ENST00000508553.1	174	0.41311	9.56976318359	1	0.960694	coding
ENST00000503026.5	521	0.4561	5.37884521484	1	1	coding
ENST00000515390.5	487	0.44137	6.03033447266	1	1	coding
ENST00000280326.9	542	0.46475	5.45184326172	1	1	coding
ENST00000508451.1	126	0.45468	5.86212158203	1	0.883416	coding
ENST00000503454.5	206	0.44105	5.15155029297	-1	0.281824	noncoding
ENST00000515676.5	504	0.4466	5.32574462891	1	1	coding
ENST00000513051.6	50	0.32205	9.25750732422	1	0.0192604	noncoding
ENST00000505877.5	38	0.29554	9.35455322266	1	0.0131408	noncoding
ENST00000505196.1	77	0.40751	10.1372680664	1	0.142264	noncoding
ENST00000438447.2	2840	0.41079	7.13824462891	1	1	coding
ENST00000502824.1	195	0.38567	6.20220947266	1	0.993917	coding
ENST00000513910.1	31	0.36397	4.29962158203	1	0.0146929	noncoding
ENST00000502489.5	1071	0.4766	6.26458740234	1	1	coding
ENST00000515115.5	129	0.40981	9.29876708984	1	0.702178	coding
ENST00000513490.1	177	0.34268	8.97589111328	1	0.83145	coding
ENST00000397559.3	84	0.38767	6.82305908203	1	0.144877	noncoding
ENST00000507251.1	20	0.38068	3.79937744141	1	0.0116185	noncoding
ENST00000690505.1	23	0.33508	5.75274658203	1	0.00454009	noncoding
ENST00000691449.1	20	0.37031	3.79937744141	1	0.0104763	noncoding
ENST00000690480.1	23	0.31846	5.75274658203	1	0.00481068	noncoding
ENST00000693674.1	23	0.31846	5.75274658203	1	0.00481068	noncoding
ENST00000335606.11	383	0.38142	6.06683349609	1	1	coding
ENST00000382072.6	199	0.29526	10.1631469727	1	0.629481	coding
ENST00000514195.1	211	0.41554	9.68328857422	1	0.994293	coding
ENST00000382085.7	395	0.45834	6.36053466797	1	1	coding
ENST00000502637.5	368	0.46894	6.06207275391	1	1	coding
ENST00000426255.6	289	0.43284	9.61920166016	1	0.999951	coding
ENST00000500337.6	216	0.26409	8.90618896484	1	0.712177	coding
ENST00000397080.8	216	0.26409	8.90618896484	1	0.712177	coding
ENST00000512085.5	216	0.32712	8.90618896484	1	0.939473	coding
ENST00000511525.1	98	0.37312	9.82257080078	1	0.203476	noncoding
ENST00000510130.1	114	0.37537	9.76080322266	1	0.35346	noncoding
ENST00000506860.1	176	0.402	8.59698486328	-1	0.16756	noncoding
ENST00000306862.7	639	0.4444	8.15936279297	1	1	coding
ENST00000506213.1	148	0.31122	8.38006591797	1	0.457008	noncoding
ENST00000503655.2	84	0.41394	9.29925537109	1	0.193191	noncoding
ENST00000509489.1	228	0.41437	8.93597412109	-1	0.274472	noncoding
ENST00000514462.1	198	0.37607	9.12847900391	1	0.969512	coding
ENST00000505678.6	199	0.47399	9.39068603516	-1	0.317059	noncoding
ENST00000512422.5	217	0.47982	9.53570556641	-1	0.38789	noncoding
ENST00000652986.1	839	0.48902	5.90936279297	1	1	coding
ENST00000264663.9	1087	0.45465	8.30767822266	1	1	coding
ENST00000654405.1	1028	0.47141	6.94244384766	1	1	coding
ENST00000344920.9	1087	0.4675	8.30767822266	1	1	coding
ENST00000654931.1	956	0.47825	6.55670166016	1	1	coding
ENST00000512996.6	956	0.47141	6.55670166016	1	1	coding
ENST00000671668.1	1087	0.45422	8.30767822266	1	1	coding
ENST00000662525.1	1087	0.47825	8.30767822266	1	1	coding
ENST00000656666.1	1087	0.4436	8.30767822266	1	1	coding
ENST00000503059.1	61	0.46791	9.61126708984	1	0.155211	noncoding
ENST00000513880.2	54	0.46075	11.3829956055	-1	0.157615	noncoding
ENST00000506534.2	96	0.30141	11.6619262695	1	0.0747361	noncoding
ENST00000671496.1	101	0.28923	9.61688232422	1	0.0904144	noncoding
ENST00000658778.1	97	0.31745	9.92486572266	1	0.102455	noncoding
ENST00000502171.2	101	0.32153	9.61688232422	1	0.121085	noncoding
ENST00000656188.1	101	0.28923	9.61688232422	1	0.0904144	noncoding
ENST00000512301.1	77	0.38917	11.5903930664	1	0.0990261	noncoding
ENST00000667672.1	101	0.30121	9.61688232422	1	0.0990843	noncoding
ENST00000499459.2	101	0.28923	9.61688232422	1	0.0904144	noncoding
ENST00000685023.1	334	0.29865	5.31427001953	1	0.999979	coding
ENST00000685234.1	53	0.47628	4.76678466797	1	0.0762783	noncoding
ENST00000688896.1	329	0.47642	5.45147705078	1	1	coding
ENST00000688318.1	427	0.45422	5.28887939453	1	1	coding
ENST00000691921.1	392	0.43857	5.54681396484	1	1	coding
ENST00000381070.8	473	0.45853	5.59857177734	1	1	coding
ENST00000688564.1	201	0.38931	7.01483154297	1	0.993442	coding
ENST00000692763.1	355	0.30862	5.50140380859	1	0.999994	coding
ENST00000607786.2	373	0.40866	5.46588134766	1	1	coding
ENST00000685147.1	43	0.4482	8.12078857422	-1	0.0327828	noncoding
ENST00000612404.4	101	0.27803	4.71466064453	1	0.389236	noncoding
ENST00000334121.11	625	0.26982	10.202331543	1	0.999934	coding
ENST00000520058.1	109	0.45728	5.12298583984	1	0.782131	coding
ENST00000522912.5	504	0.4064	10.4179077148	-1	0.693618	coding
ENST00000524111.5	272	0.30733	11.1974487305	-1	0.0775424	noncoding
ENST00000284041.7	509	0.30331	10.3915405273	1	0.999929	coding
ENST00000518110.1	63	0.44687	3.96893310547	-1	0.0398867	noncoding
ENST00000520580.5	185	0.39602	10.7700805664	-1	0.235604	noncoding
ENST00000519259.5	79	0.28191	8.41632080078	1	0.0451068	noncoding
ENST00000523655.1	90	0.44813	9.69110107422	1	0.39228	noncoding
ENST00000522214.1	72	0.36224	5.38360595703	1	0.0931076	noncoding
ENST00000519205.1	72	0.34418	5.38360595703	1	0.0793024	noncoding
ENST00000680098.1	324	0.2994	6.98101806641	1	0.999658	coding
ENST00000680784.1	469	0.39079	5.78277587891	1	1	coding
ENST00000396442.7	523	0.3208	5.76751708984	1	1	coding
ENST00000680496.1	469	0.38356	5.78277587891	1	1	coding
ENST00000538151.2	272	0.31035	5.49188232422	1	0.999575	coding
ENST00000514370.5	124	0.42066	10.5259399414	1	0.670412	coding
ENST00000681889.1	87	0.28726	8.50970458984	1	0.0590215	noncoding
ENST00000380751.9	63	0.35924	10.4415893555	1	0.0483245	noncoding
ENST00000380750.8	111	0.33299	9.79437255859	1	0.189214	noncoding
ENST00000503931.5	76	0.4387	10.2096557617	1	0.215345	noncoding
ENST00000515588.1	97	0.32347	9.43768310547	1	0.108224	noncoding
ENST00000514285.1	49	0.44511	10.0718383789	1	0.0673651	noncoding
ENST00000543322.5	199	0.40931	9.22308349609	1	0.989149	coding
ENST00000511752.5	94	0.35951	10.3021850586	1	0.148478	noncoding
ENST00000308077.9	389	0.43219	9.33245849609	1	1	coding
ENST00000380639.10	389	0.32642	9.33245849609	1	0.999898	coding
ENST00000503868.5	280	0.43532	9.50994873047	1	0.999933	coding
ENST00000510676.6	203	0.43997	9.16143798828	-1	0.264621	noncoding
ENST00000503315.5	217	0.4095	9.20648193359	1	0.995827	coding
ENST00000460837.2	199	0.43	9.22308349609	1	0.994134	coding
ENST00000337273.10	899	0.36883	4.83416748047	1	1	coding
ENST00000523768.5	849	0.47538	4.79510498047	1	1	coding
ENST00000518279.5	37	0.41631	4.35882568359	1	0.0350351	noncoding
ENST00000679378.1	859	0.35674	4.79498291016	1	1	coding
ENST00000513944.5	48	0.42313	4.65582275391	1	0.0619119	noncoding
ENST00000506351.6	891	0.49998	4.81182861328	1	1	coding
ENST00000605210.1	182	0.42001	5.39080810547	1	0.996514	coding
ENST00000255198.3	235	0.34327	8.64959716797	1	0.986828	coding
ENST00000511587.1	150	0.38856	8.78753662109	-1	0.141664	noncoding
ENST00000505685.1	68	0.43369	6.00213623047	1	0.118427	noncoding
ENST00000662192.1	31	0.39812	9.18511962891	1	0.0120613	noncoding
ENST00000665865.1	65	0.35155	7.75531005859	1	0.0350912	noncoding
ENST00000656755.1	53	0.31233	8.84234619141	1	0.0192796	noncoding
ENST00000500197.6	82	0.29772	10.8473510742	1	0.0592655	noncoding
ENST00000505030.6	63	0.32705	8.63885498047	1	0.0291661	noncoding
ENST00000666342.1	63	0.31209	8.63885498047	1	0.027281	noncoding
ENST00000663276.1	63	0.29607	8.63885498047	1	0.026438	noncoding
ENST00000661688.1	63	0.32121	8.63885498047	1	0.0283097	noncoding
ENST00000515885.6	50	0.29227	11.4931030273	1	0.0293787	noncoding
ENST00000662146.1	48	0.31297	9.66351318359	1	0.0194776	noncoding
ENST00000513026.6	48	0.29251	9.66351318359	1	0.0197468	noncoding
ENST00000682413.1	1276	0.37952	6.17999267578	1	1	coding
ENST00000513200.7	1276	0.42051	6.17999267578	1	1	coding
ENST00000504117.1	551	0.31204	6.82928466797	1	1	coding
ENST00000329378.7	325	0.3158	5.29656982422	1	0.999983	coding
ENST00000265140.10	1059	0.40332	8.69842529297	1	1	coding
ENST00000508130.5	180	0.42197	9.88763427734	1	0.97545	coding
ENST00000450932.2	423	0.40057	6.57012939453	1	1	coding
ENST00000511684.5	118	0.46304	6.99505615234	-1	0.0721304	noncoding
ENST00000506212.1	47	0.37479	9.23822021484	1	0.0223607	noncoding
ENST00000380005.9	211	0.29519	8.04046630859	1	0.891343	coding
ENST00000311364.8	158	0.31677	6.36810302734	1	0.787134	coding
ENST00000458310.1	211	0.33105	8.04046630859	1	0.959093	coding
ENST00000504893.1	47	0.38311	9.23822021484	1	0.0238908	noncoding
ENST00000513950.2	110	0.40317	8.69207763672	1	0.435639	noncoding
ENST00000296754.7	949	0.3972	5.86151123047	1	1	coding
ENST00000443439.7	942	0.44047	6.01751708984	1	1	coding
ENST00000507859.1	203	0.45582	6.78887939453	1	0.998756	coding
ENST00000503311.1	94	0.42568	4.37420654297	-1	0.0505658	noncoding
ENST00000508227.5	24	0.44902	6.68963623047	1	0.00730279	noncoding
ENST00000501938.6	60	0.35658	10.6057739258	1	0.0429303	noncoding
ENST00000498871.3	70	0.35933	9.56317138672	1	0.057232	noncoding
ENST00000505677.1	66	0.44571	12.0067749023	1	0.138553	noncoding
ENST00000657458.1	39	0.41127	11.7855834961	1	0.028654	noncoding
ENST00000652853.1	39	0.42075	11.7855834961	1	0.0321651	noncoding
ENST00000515003.1	76	0.37792	11.1461791992	1	0.0921086	noncoding
ENST00000542267.7	702	0.33598	8.48712158203	1	1	coding
ENST00000481160.1	129	0.44394	8.47430419922	1	0.829938	coding
ENST00000518486.1	65	0.42937	10.903137207	1	0.12159	noncoding
ENST00000515518.6	389	0.38011	6.35662841797	1	1	coding
ENST00000455884.7	658	0.43513	8.28753662109	1	1	coding
ENST00000512003.7	241	0.3945	5.17156982422	1	0.999888	coding
ENST00000515363.2	151	0.44998	4.85675048828	-1	0.146244	noncoding
ENST00000515278.6	164	0.37026	8.56280517578	-1	0.153011	noncoding
ENST00000512886.5	119	0.39495	9.63690185547	-1	0.141602	noncoding
ENST00000502857.6	86	0.4604	9.13897705078	1	0.364795	noncoding
ENST00000503527.6	74	0.42743	9.35943603516	-1	0.0849289	noncoding
ENST00000512453.5	474	0.46011	5.60308837891	1	1	coding
ENST00000515231.5	277	0.4925	5.33416748047	1	0.999995	coding
ENST00000282356.9	474	0.3118	5.60308837891	1	1	coding
ENST00000509408.5	162	0.47927	5.90484619141	1	0.987758	coding
ENST00000510858.5	165	0.47707	5.01373291016	1	0.993613	coding
ENST00000503445.5	78	0.34523	8.58770751953	1	0.0625782	noncoding
ENST00000505459.6	145	0.34795	9.87225341797	1	0.535624	coding
ENST00000506997.2	505	0.34027	9.45440673828	1	1	coding
ENST00000282999.7	111	0.32125	9.00042724609	1	0.169499	noncoding
ENST00000515463.1	79	0.46874	9.38873291016	1	0.326928	noncoding
ENST00000515755.1	65	0.38373	6.10137939453	1	0.0597018	noncoding
ENST00000445150.3	105	0.42818	9.38482666016	1	0.489092	noncoding
ENST00000506987.1	79	0.45831	10.2901000977	1	0.329138	noncoding
ENST00000504696.1	79	0.36734	10.2901000977	1	0.094727	noncoding
ENST00000250535.5	201	0.45434	6.10906982422	1	0.998967	coding
ENST00000502631.1	87	0.37527	5.90875244141	1	0.189195	noncoding
ENST00000504877.1	57	0.36429	8.61334228516	1	0.0288721	noncoding
ENST00000504613.1	99	0.34747	4.58197021484	-1	0.0440378	noncoding
ENST00000306467.10	987	0.45433	5.90240478516	1	1	coding
ENST00000675852.1	498	0.42387	5.79986572266	1	1	coding
ENST00000508442.7	961	0.45628	5.71722412109	1	1	coding
ENST00000675686.1	961	0.454	5.71722412109	1	1	coding
ENST00000674667.1	498	0.34535	5.79986572266	1	1	coding
ENST00000675330.1	942	0.45433	5.72454833984	1	1	coding
ENST00000328236.10	987	0.47101	5.90240478516	1	1	coding
ENST00000306481.11	961	0.46213	5.71722412109	1	1	coding
ENST00000674684.1	929	0.47345	6.03631591797	1	1	coding
ENST00000671916.1	1268	0.42963	6.86285400391	1	1	coding
ENST00000509018.6	1602	0.46339	5.97955322266	1	1	coding
ENST00000512611.5	525	0.44063	6.49786376953	1	1	coding
ENST00000507093.5	1510	0.48018	6.01568603516	1	1	coding
ENST00000296859.10	1610	0.49264	6.08270263672	1	1	coding
ENST00000504919.1	110	0.44443	5.15203857422	-1	0.0660466	noncoding
ENST00000504039.2	149	0.47344	4.19940185547	-1	0.210124	noncoding
ENST00000503398.2	29	0.44697	8.06463623047	-1	0.0265901	noncoding
ENST00000378679.8	853	0.4029	5.81158447266	1	1	coding
ENST00000617339.4	853	0.41809	5.81158447266	1	1	coding
