# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/noDox-dox0075.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/noDox-dox0075.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "dox0075": 3,
#         "noDox": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	noDox_mean_psi	dox0075_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
UBTF	ENSG00000108312.15	ENSG00000108312.15:s:44212819-44212939	0.3132;-0.3132	1.000e+00;1.000e+00	3.744e-16;0.000e+00	0.4691;0.5309	0.7804;0.2196	s|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	44212454-44212819;44212006-44212819	44211873-44212006;44212180-44212454;44212819-44212939		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A44212939-44211873
UBTF	ENSG00000108312.15	ENSG00000108312.15:t:44211873-44212006	-0.2949;0.2949	1.000e+00;1.000e+00	2.442e-15;4.608e-14	0.5476;0.4524	0.2540;0.7460	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	44212006-44212819;44212006-44212344	44211873-44212006;44212180-44212454;44212819-44212939		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A44212939-44211873
UBTF	ENSG00000108312.15	ENSG00000108312.15:t:44218172-44218540	0.0356;0.0413;-0.1012;0.0000;0.0001	1.337e-01;1.671e-01;5.034e-01;7.205e-21;1.339e-07	3.097e-01;2.686e-01;7.313e-02;1.000e+00;9.964e-01	0.1918;0.2474;0.5605;0.0005;0.0100	0.2405;0.2956;0.4321;0.0010;0.0149	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o2|1e4.2o2	5	5	0;0;0;0;1	chr17	-	44218296-44221201;44218296-44220740;44218296-44219445;44218296-44219009;44218296-44218965	44218172-44218540;44218965-44219121;44219445-44219750;44220740-44220963;44221201-44221626		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A44221626-44218172
MTMR4	ENSG00000108389.10	ENSG00000108389.10:s:58516580-58516618	0.2093;-0.2093	9.413e-01;9.413e-01	2.296e-03;2.296e-03	0.0671;0.9329	0.2855;0.7145	s|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	58515083-58516580;58512941-58516580	58512852-58512941;58514992-58515083;58516580-58516618		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A58516618-58512852
TUBD1	ENSG00000108423.15	ENSG00000108423.15:s:59892697-59892945	-0.0000;-0.0486;0.1030;-0.0269	1.273e-05;2.383e-01;5.259e-01;1.004e-01	9.962e-01;1.895e-01;6.689e-02;3.629e-01	0.0041;0.8665;0.0359;0.0950	0.0034;0.7793;0.1753;0.0444	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr17	-	59891960-59892697;59891041-59892697;59886230-59892697;59878334-59892697	59878103-59878762;59886083-59886230;59890831-59891041;59891814-59891960;59892697-59892945		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A59892945-59878103
TUBD1	ENSG00000108423.15	ENSG00000108423.15:t:59866596-59866749	0.0000;0.0250;-0.1722;0.1144	8.658e-06;9.483e-02;7.535e-01;5.229e-01	9.973e-01;3.765e-01;1.739e-02;5.441e-02	0.0028;0.0590;0.3423;0.6074	0.0037;0.0979;0.1330;0.7634	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr17	-	59866749-59890831;59866749-59886083;59866749-59878103;59866749-59874539	59866596-59866749;59874539-59874703;59878103-59878762;59886083-59886230;59890831-59891041		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A59891041-59866596
TUBD1	ENSG00000108423.15	ENSG00000108423.15:t:59886083-59886230	0.1040;-0.1040	5.146e-01;5.146e-01	7.096e-02;7.096e-02	0.0181;0.9819	0.1457;0.8543	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	59886230-59892697;59886230-59890831	59886083-59886230;59890831-59891041;59892697-59892945		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A59892945-59886083
TRIM16L	ENSG00000108448.22	ENSG00000108448.22:s:18699154-18699275	0.2004;-0.2004	9.272e-01;9.272e-01	3.366e-03;3.366e-03	0.6822;0.3178	0.9021;0.0979	s|1e1.1o1|1e2.1o1	2	3	0;0	chr17	+	18699275-18699360;18699275-18701357	18699154-18699275;18699360-18699457;18701357-18701445		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A18701445-18699154
TRIM16L	ENSG00000108448.22	ENSG00000108448.22:s:18705063-18705164	-0.0696;-0.0726;0.1706	3.398e-01;3.445e-01;7.030e-01	1.274e-01;1.049e-01;2.056e-02	0.2003;0.5983;0.1870	0.1004;0.4818;0.4158	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;1;0	chr17	+	18705164-18718899;18705164-18720102;18705164-18722237	18705063-18705164;18718899-18719036;18720102-18720325;18722023-18722245		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A18722245-18705063
TRIM16L	ENSG00000108448.22	ENSG00000108448.22:t:18701357-18701445	-0.1337;0.1337	6.852e-01;6.852e-01	3.154e-02;3.154e-02	0.2953;0.7047	0.1302;0.8698	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	+	18699275-18701357;18699457-18701357	18699154-18699275;18699360-18699457;18701357-18701445		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A18701445-18699154
TRIM16L	ENSG00000108448.22	ENSG00000108448.22:t:18722023-18722245	0.0575;0.0391;-0.1123;-0.0000	2.714e-01;1.607e-01;5.504e-01;5.756e-08	1.741e-01;2.741e-01;5.678e-02;9.998e-01	0.1713;0.1150;0.7069;0.0022	0.2521;0.1714;0.5548;0.0015	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;1;0	chr17	+	18701445-18722237;18705164-18722237;18720325-18722237;18721862-18722237	18701357-18701445;18705063-18705164;18720102-18720325;18721777-18721862;18722023-18722245		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A18722245-18701357
TRIM16L	ENSG00000108448.22	ENSG00000108448.22:t:18732039-18732134	-0.1412;0.1412	6.203e-01;6.203e-01	3.444e-02;3.444e-02	0.2781;0.7219	0.1006;0.8994	t|1e1.2o2|1e2.1o1	2	3	0;0	chr17	+	18727758-18732039;18731235-18732039	18727525-18727758;18731070-18731235;18732039-18732134		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A18732134-18727525
RECQL5	ENSG00000108469.15	ENSG00000108469.15:s:75628934-75629095	0.1477;-0.1477	7.855e-01;7.855e-01	1.714e-02;1.714e-02	0.0706;0.9294	0.2276;0.7724	s|1e1.1o2|1e1.2o2	2	2	0;0	chr17	-	75628825-75628934;75628762-75628934	75628672-75628874;75628934-75629095		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A75629095-75628672
PIGL	ENSG00000108474.17	ENSG00000108474.17:s:16313547-16313614	0.1269;-0.1269	6.017e-01;6.017e-01	4.503e-02;4.503e-02	0.8356;0.1644	0.9881;0.0119	s|1e1.1o1|1e2.1o1	2	3	0;0	chr17	+	16313614-16316681;16313614-16317775	16313547-16313614;16316681-16316712;16317775-16317908		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A16317908-16313547
CAMTA2	ENSG00000108509.21	ENSG00000108509.21:s:4982757-4982892	0.0235;0.1240;0.0213;-0.1483;-0.0242	3.490e-02;6.934e-01;1.201e-01;7.425e-01;5.716e-02	4.949e-01;2.535e-02;3.316e-01;2.336e-02;4.441e-01	0.0398;0.0277;0.5517;0.2964;0.0883	0.0744;0.1565;0.5889;0.1173;0.0461	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o2|1e2.2o2	5	3	0;0;0;0;0	chr17	-	4982227-4982757;4982175-4982757;4982160-4982757;4981831-4982757;4981742-4982757	4981678-4981831;4982089-4982227;4982757-4982892		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A4982892-4981678
CAMTA2	ENSG00000108509.21	ENSG00000108509.21:t:4981678-4981831	-0.1097;0.1323;-0.0135	5.476e-01;6.529e-01;4.072e-02	5.974e-02;3.618e-02;5.110e-01	0.2943;0.6092;0.0884	0.1784;0.7612;0.0677	t|1e1.1o1|1e2.1o1|2e1.1o1	3	3	0;0;0	chr17	-	4981831-4982757;4981831-4982089;4981742-4982757	4981678-4981831;4982089-4982227;4982757-4982892		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A4982892-4981678
GOSR1	ENSG00000108587.16	ENSG00000108587.16:s:30519699-30520432	-0.0000;-0.0000;-0.0000;0.1077;-0.0707	7.111e-21;7.110e-21;7.116e-21;5.857e-01;2.093e-01	9.998e-01;9.999e-01;9.994e-01;2.512e-02;2.221e-01	0.0067;0.0117;0.0127;0.8650;0.0992	0.0055;0.0051;0.0057;0.9847;0.0006	s|1e1.1o9|1e1.2o9|1e1.3o9|1e1.4o9|i	5	2	1;1;1;0;1	chr17	+	30520021-30522166;30520021-30522211;30520021-30522243;30520021-30522254;30520433-30522165	30519699-30520432;30522166-30527592	30520433-30522165	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A30527592-30519699
MED31	ENSG00000108590.11	ENSG00000108590.11:t:6643311-6644659	-0.1279;0.1096;0.0037	7.168e-01;5.673e-01;9.179e-03	2.145e-02;5.874e-02;6.700e-01	0.1553;0.7543;0.0925	0.0223;0.8809;0.0958	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr17	-	6644659-6650356;6644659-6649982;6644660-6649888	6643311-6644659;6649889-6650078;6650356-6650433	6644660-6649888	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A6650433-6643311
DRG2	ENSG00000108591.10	ENSG00000108591.10:s:18100569-18100659	-0.0005;0.1658;-0.0137;-0.1041	2.558e-06;8.982e-01;2.123e-03;5.416e-01	9.762e-01;4.216e-03;6.699e-01;5.058e-02	0.0199;0.8040;0.0524;0.1320	0.0068;0.9722;0.0193;0.0008	s|1e1.1o3|1e1.2o3|1e1.3o3|i	4	2	1;0;0;1	chr17	+	18100659-18101485;18100659-18101493;18100659-18101495;18100660-18101484	18100569-18100659;18101485-18101590	18100660-18101484	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A18101590-18100569
SYNGR2	ENSG00000108639.8	ENSG00000108639.8:s:78169684-78171054	0.0000;0.1088;-0.1088	7.205e-21;5.691e-01;5.693e-01	1.000e+00;5.136e-02;5.116e-02	0.0005;0.6658;0.3338	0.0005;0.7738;0.2258	s|1e2.2o2|2e1.1o1|2e2.1o2	3	3	1;0;0	chr17	+	78170959-78171759;78171054-78171510;78171054-78171739	78169684-78171054;78171510-78171649;78171739-78172720		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A78172720-78169684
SYNGR2	ENSG00000108639.8	ENSG00000108639.8:t:78171739-78172720	-0.1271;0.1271;0.0000	6.882e-01;6.879e-01;7.205e-21	2.870e-02;2.863e-02;1.000e+00	0.3859;0.6136;0.0005	0.2572;0.7423;0.0005	t|1e1.2o2|1e2.1o1|2e1.1o2	3	3	0;0;1	chr17	+	78171054-78171739;78171649-78171739;78170959-78171759	78169684-78171054;78171510-78171649;78171739-78172720		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A78172720-78169684
B9D1	ENSG00000108641.19	ENSG00000108641.19:s:19347199-19347331	-0.0009;-0.0911;0.1277;-0.0025	1.544e-04;4.511e-01;6.508e-01;1.384e-04	9.232e-01;8.962e-02;3.811e-02;9.104e-01	0.0229;0.2920;0.6390;0.0338	0.0208;0.1875;0.7936;0.0010	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr17	-	19347196-19347269;19347173-19347269;19343857-19347269;19337748-19347269	19335562-19337748;19343728-19343857;19346946-19347196;19347199-19347331		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A19347331-19335562
CYTH1	ENSG00000108669.16	ENSG00000108669.16:s:78698268-78698380	-0.0083;0.1326;0.0000;-0.1156	1.830e-02;7.604e-01;7.205e-21;6.274e-01	5.996e-01;1.747e-02;1.000e+00;3.975e-02	0.3732;0.2222;0.0003;0.4059	0.3519;0.3613;0.0004;0.2831	s|1e1.1o1|1e2.2o2|1e3.1o1|2e2.1o2	4	4	0;0;1;0	chr17	-	78696009-78698269;78692493-78698269;78681042-78698269;78692495-78698268	78680971-78681066;78692417-78692495;78696007-78696009;78698268-78698380		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A78698380-78680971
CYTH1	ENSG00000108669.16	ENSG00000108669.16:t:78692417-78692495	-0.1134;0.1377;-0.0147;0.0000	6.143e-01;7.861e-01;3.355e-02;7.109e-21	4.714e-02;1.339e-02;5.219e-01;1.000e+00	0.4073;0.2240;0.3638;0.0003	0.2906;0.3668;0.3396;0.0004	t|1e1.2o2|2e1.1o2|2e2.1o1|i	4	3	0;0;0;1	chr17	-	78692495-78698268;78692493-78698269;78692493-78696007;78692496-78696006	78692417-78692495;78696007-78696009;78698268-78698380	78692496-78696006	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A78698380-78692417
RND2	ENSG00000108830.10	ENSG00000108830.10:s:43025231-43025539	0.1166;-0.0002;-0.1070	6.163e-01;5.774e-07;5.635e-01	4.623e-02;9.888e-01;5.760e-02	0.7427;0.0157;0.2418	0.8688;0.0067;0.1235	s|1e1.1o1|2e1.1o1|3e1.1o1	3	2	0;1;1	chr17	+	43025449-43025960;43025531-43025960;43025539-43025960	43025231-43025539;43025960-43026253		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A43026253-43025231
LUC7L3	ENSG00000108848.16	ENSG00000108848.16:s:50750501-50750694	0.0000;0.0906;0.0000;-0.1946;0.0759	7.109e-21;4.307e-01;7.109e-21;9.852e-01;2.723e-01	1.000e+00;9.606e-02;1.000e+00;6.693e-05;1.770e-01	0.0007;0.1900;0.0052;0.7035;0.1016	0.0168;0.2850;0.0072;0.5106;0.1826	s|1e1.1o3|1e1.2o3|1e1.3o3|2e2.1o1|i	5	3	0;0;1;0;0	chr17	+	50750641-50750724;50750641-50750747;50750641-50750752;50750694-50752200;50750695-50750723	50750501-50750694;50750724-50751013;50752200-50756219	50750695-50750723	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A50756219-50750501
LUC7L3	ENSG00000108848.16	ENSG00000108848.16:s:50750724-50751013	0.1623;-0.1623	7.746e-01;7.746e-01	1.763e-02;1.763e-02	0.4205;0.5795	0.6053;0.3947	s|1e1.1o1|1e2.1o1	2	3	0;0	chr17	+	50750852-50751297;50750852-50752200	50750724-50751013;50751051-50751617;50752200-50756219		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A50756219-50750724
LUC7L3	ENSG00000108848.16	ENSG00000108848.16:t:50752200-50756219	-0.1938;-0.0009;0.0450;0.0000;0.1479	9.790e-01;2.362e-06;3.382e-02;7.109e-21;8.797e-01	5.705e-06;9.328e-01;4.388e-01;1.000e+00;4.621e-03	0.7093;0.0657;0.0367;0.0056;0.1816	0.5148;0.0638;0.0843;0.0118;0.3213	t|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2|i	5	4	0;0;0;1;0	chr17	+	50750694-50752200;50750852-50752200;50751362-50752200;50751375-50752200;50751618-50752199	50750501-50750694;50750724-50751013;50751051-50751617;50752200-50756219	50751618-50752199	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A50756219-50750501
MPP2	ENSG00000108852.15	ENSG00000108852.15:s:43898227-43898380	0.0011;0.3801;-0.3956;0.0000;0.0000	7.880e-06;1.000e+00;1.000e+00;7.205e-21;7.205e-21	9.564e-01;1.828e-10;3.997e-11;1.000e+00;1.000e+00	0.0119;0.0929;0.8929;0.0008;0.0008	0.0266;0.4649;0.5032;0.0008;0.0008	s|1e3.2o2|2e1.1o1|2e3.2o2|3e3.2o2|4e2.1o1	5	4	0;0;0;0;0	chr17	-	43883355-43898280;43884155-43898262;43883355-43898262;43883355-43898244;43883386-43898227	43883203-43883382;43883386-43883386;43884084-43884155;43898227-43898380		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A43898380-43883203
MPP2	ENSG00000108852.15	ENSG00000108852.15:t:43883203-43883382	-0.0000;0.0000;0.0009;-0.4119;-0.0000;0.3872	7.205e-21;6.096e-10;5.110e-06;1.000e+00;7.205e-21;1.000e+00	1.000e+00;9.996e-01;9.641e-01;9.239e-13;1.000e+00;1.016e-12	0.0006;0.0006;0.0119;0.8898;0.0006;0.0980	0.0006;0.0087;0.0244;0.4857;0.0006;0.4809	t|1e4.1o1|2e1.1o1|2e2.1o4|2e2.2o4|2e2.3o4|2e3.1o1	6	5	0;0;0;0;0;0	chr17	-	43883382-43883386;43883355-43904430;43883355-43898280;43883355-43898262;43883355-43898244;43883355-43884084	43883203-43883382;43883386-43883386;43884084-43884155;43898227-43898380;43904430-43904493		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A43904493-43883203
MPP2	ENSG00000108852.15	ENSG00000108852.15:t:43898227-43898380	0.0000;0.0012;0.1746;0.0000;-0.1965	7.205e-21;1.526e-05;7.939e-01;7.205e-21;8.463e-01	1.000e+00;9.545e-01;1.471e-02;1.000e+00;9.050e-03	0.0009;0.0052;0.3303;0.0009;0.6632	0.0010;0.0249;0.5161;0.0010;0.4505	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr17	-	43898380-43909542;43898380-43907474;43898380-43904430;43898380-43901284;43898380-43900471	43898227-43898380;43900471-43900598;43901284-43901564;43904430-43904493;43907474-43907942;43909542-43909711		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A43909711-43898227
MPP2	ENSG00000108852.15	ENSG00000108852.15:t:43904430-43904493	-0.0000;-0.0999;-0.0000;-0.0000;-0.0721;0.2308;-0.0000	6.181e-05;4.356e-01;6.181e-05;6.181e-05;3.183e-01;7.581e-01;6.181e-05	9.929e-01;6.240e-02;9.929e-01;9.929e-01;1.462e-01;1.032e-02;9.929e-01	0.0034;0.6283;0.0034;0.0034;0.1295;0.2419;0.0034	0.0029;0.4655;0.0029;0.0029;0.0029;0.5198;0.0029	t|1e1.1o1|1e2.1o1|1e3.1o3|1e3.2o3|1e3.3o3|1e4.1o1|1e5.1o1	7	6	0;0;0;0;0;0;0	chr17	-	43904493-43909542;43904493-43907474;43904493-43907213;43904493-43907210;43904493-43907129;43904493-43906080;43904493-43905368	43904430-43904493;43905368-43905589;43906080-43906151;43907129-43907471;43907474-43907942;43909542-43909711		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A43909711-43904430
SMURF2	ENSG00000108854.16	ENSG00000108854.16:s:64661829-64662307	-0.0195;0.1928;-0.1624	4.807e-02;9.184e-01;8.608e-01	4.738e-01;3.794e-03;9.086e-03	0.0667;0.7246;0.2101	0.0430;0.9272;0.0309	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr17	-	64613926-64661829;64606640-64661829;64598490-64661829	64598382-64598490;64606602-64606640;64613869-64613926;64661829-64662307		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A64662307-64598382
SMURF2	ENSG00000108854.16	ENSG00000108854.16:t:64598382-64598490	-0.1307;0.1307	7.352e-01;7.352e-01	1.950e-02;1.950e-02	0.1639;0.8361	0.0211;0.9789	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	64598490-64661829;64598490-64606602	64598382-64598490;64606602-64606640;64661829-64662307		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A64662307-64598382
DPH1	ENSG00000108963.19	ENSG00000108963.19:s:2040672-2041181	0.1241;-0.1241	6.358e-01;6.358e-01	4.224e-02;4.224e-02	0.7724;0.2276	0.9135;0.0865	s|1e1.1o1|i	2	2	0;0	chr17	+	2041181-2041481;2041182-2041280	2040672-2041181;2041281-2041621	2041182-2041280	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A2041621-2040672
WSB1	ENSG00000109046.15	ENSG00000109046.15:s:27306782-27306882	0.5704;0.0000;0.0000;-0.5595;-0.0012	1.000e+00;7.109e-21;7.109e-21;1.000e+00;1.373e-05	1.752e-20;1.000e+00;1.000e+00;0.000e+00;9.449e-01	0.1565;0.0006;0.0006;0.8135;0.0282	0.7109;0.0006;0.0006;0.2677;0.0189	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|i	5	3	0;1;1;0;0	chr17	+	27306882-27307744;27306882-27308585;27306882-27308604;27306882-27309100;27306883-27307743	27306782-27306882;27307744-27308847;27309100-27309272	27306883-27307743	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A27309272-27306782
WSB1	ENSG00000109046.15	ENSG00000109046.15:t:27309100-27309272	-0.2316;0.0004;0.0479;0.0006;0.0001;0.1152	9.802e-01;1.864e-05;1.881e-01;4.317e-05;2.659e-06;6.056e-01	4.416e-04;9.810e-01;2.465e-01;9.749e-01;9.949e-01;4.679e-02	0.9265;0.0130;0.0601;0.0005;0.0005;0.0005	0.6851;0.0128;0.1283;0.0161;0.0087;0.1428	t|1e1.1o1|1e2.1o4|1e2.2o4|1e2.3o4|1e2.4o4|i	6	3	0;1;1;1;1;0	chr17	+	27306882-27309100;27307907-27309100;27307919-27309100;27308637-27309100;27308748-27309100;27308848-27309099	27306782-27306882;27307744-27308847;27309100-27309272	27308848-27309099	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A27309272-27306782
IFT20	ENSG00000109083.14	ENSG00000109083.14:s:28335340-28335489	0.0000;0.1607;0.0012;-0.1871	7.206e-21;8.000e-01;3.236e-06;8.746e-01	9.999e-01;1.583e-02;9.507e-01;7.844e-03	0.0012;0.5115;0.0107;0.4740	0.0084;0.6941;0.0255;0.2648	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	4	4	0;0;0;0	chr17	-	28332723-28335340;28332382-28335340;28332181-28335340;28331987-28335340	28331386-28331987;28332146-28332382;28332690-28332723;28335340-28335489		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A28335489-28331386
IFT20	ENSG00000109083.14	ENSG00000109083.14:t:28331386-28331987	-0.1027;0.1027	5.410e-01;5.410e-01	6.203e-02;6.203e-02	0.2733;0.7267	0.1602;0.8398	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	28331987-28335340;28331987-28332146	28331386-28331987;28332146-28332382;28335340-28335489		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A28335489-28331386
CDR2L	ENSG00000109089.7	ENSG00000109089.7:s:75002064-75002232	0.1020;0.0089;-0.0164;-0.0914	5.268e-01;1.306e-03;2.885e-03;4.209e-01	7.009e-02;6.649e-01;6.178e-01;1.072e-01	0.7392;0.0445;0.0596;0.1523	0.8460;0.0550;0.0397;0.0539	s|1e1.1o2|1e1.2o2|2e1.1o2|i	4	2	0;1;1;1	chr17	+	75002228-75003183;75002228-75003210;75002232-75003183;75002233-75003182	75002064-75002232;75003183-75005800	75002233-75003182	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A75005800-75002064
NFKB1	ENSG00000109320.13	ENSG00000109320.13:s:102529836-102529914	-0.0859;0.1247;0.0023;-0.0178	4.214e-01;6.169e-01;1.170e-03;4.282e-03	9.915e-02;4.404e-02;7.455e-01;6.266e-01	0.6498;0.2509;0.0416;0.0545	0.5468;0.3949;0.0431;0.0174	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;1;1	chr4	+	102529914-102533845;102529914-102533848;102529914-102537858;102529914-102566987	102529836-102529914;102533845-102533885;102537858-102537956;102566987-102567135		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A102567135-102529836
GAB1	ENSG00000109458.8	ENSG00000109458.8:t:143415477-143415771	0.1798;-0.0050;-0.1411;-0.0000	9.031e-01;1.223e-03;7.947e-01;9.119e-09	5.340e-03;7.661e-01;1.044e-02;9.997e-01	0.7820;0.0441;0.1622;0.0060	0.9683;0.0279;0.0019;0.0019	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr4	+	143337260-143415477;143380739-143415477;143382030-143415477;143395989-143415477	143336762-143337260;143380612-143380739;143381945-143382030;143395817-143395989;143415477-143415771		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A143415771-143336762
GAB1	ENSG00000109458.8	ENSG00000109458.8:t:143459385-143459478	-0.1204;0.1204	5.995e-01;5.995e-01	4.742e-02;4.742e-02	0.4722;0.5278	0.3180;0.6820	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	+	143440382-143459385;143457769-143459385	143440079-143440382;143457680-143457769;143459385-143459478		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A143459478-143440079
FBXW7	ENSG00000109670.16	ENSG00000109670.16:s:152534941-152535033	0.0218;-0.0000;0.0730;-0.1101	5.221e-02;1.047e-06;3.591e-01;5.321e-01	4.710e-01;9.990e-01;1.226e-01;5.863e-02	0.0287;0.0029;0.0851;0.8850	0.0651;0.0026;0.1770;0.7380	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr4	-	152530850-152534941;152451776-152534941;152412529-152534941;152411872-152534941	152411160-152411878;152412480-152412606;152451660-152451776;152530273-152530850;152534941-152535033		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A152535033-152411160
FBXW7	ENSG00000109670.16	ENSG00000109670.16:s:152535127-152536092	0.1150;0.0342;0.0064;-0.1948	5.799e-01;8.300e-02;5.566e-03;8.846e-01	5.431e-02;3.785e-01;7.364e-01;6.762e-03	0.0825;0.0301;0.0195;0.8660	0.2165;0.0865;0.0403;0.6453	s|2e1.1o1|2e2.1o1|2e3.1o1|i	4	4	0;0;0;0	chr4	-	152535033-152535127;152412529-152535127;152411872-152535127;152535034-152535126	152411160-152411878;152412480-152412606;152534941-152535033;152535127-152536092	152535034-152535126	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A152536092-152411160
