gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,noDox_mean_psi,dox00187_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
CLK4,ENSG00000113240.13,ENSG00000113240.13:t:178617697-178618778,0.1110;-0.1110,5.009e-01;5.009e-01,5.561e-02;5.561e-02,0.7675;0.2325,0.8984;0.1016,t|1e1.1o1|1e2.1o1,2,3,0;0,chr5,-,178618778-178623256;178618778-178619838,178617697-178618778;178619838-178620673;178623256-178623416,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A178623416-178617697
SLC12A7,ENSG00000113504.21,ENSG00000113504.21:s:1057211-1057649,0.2631;-0.2631,8.845e-01;8.845e-01,3.952e-03;3.952e-03,0.4608;0.5392,0.7498;0.2502,s|1e1.1o1|1e2.1o1,2,3,0;0,chr5,-,1056596-1057471;1053482-1057471,1053349-1053482;1056582-1056596;1057211-1057649,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A1057649-1053349
SLC12A7,ENSG00000113504.21,ENSG00000113504.21:t:1053349-1053482,-0.2509;0.2425;0.0007,8.665e-01;8.319e-01;6.441e-02,4.810e-03;6.347e-03;4.417e-01,0.5412;0.3777;0.0837,0.2424;0.6593;0.0896,t|1e1.1o1|1e2.1o1|i,3,3,0;0;1,chr5,-,1053482-1057471;1053482-1056582;1053483-1056581,1053349-1053482;1056582-1056596;1057211-1057649,1053483-1056581,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A1057649-1053349
OGG1,ENSG00000114026.22,ENSG00000114026.22:t:9765809-9766737,0.0004;-0.0031;0.1257;-0.0483;-0.0527,1.454e-02;1.562e-01;5.702e-01;1.930e-01;2.569e-01,6.383e-01;2.706e-01;4.073e-02;2.392e-01;1.716e-01,0.0459;0.2566;0.3488;0.0790;0.2463,0.0479;0.2658;0.5119;0.0124;0.1565,t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o3|i,5,5,0;0;0;0;1,chr3,+,9751949-9765809;9754885-9765809;9756816-9765809;9759286-9765809;9762325-9765808,9751770-9752094;9754704-9754885;9756767-9757035;9759187-9762324;9765809-9766737,9762325-9765808,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A9766737-9751770
KLHL18,ENSG00000114648.12,ENSG00000114648.12:s:47282917-47283094,0.2311;-0.0000;-0.2218;-0.0009,9.742e-01;6.915e-21;9.607e-01;4.403e-06,7.057e-04;1.000e+00;1.494e-03;9.622e-01,0.4932;0.0009;0.4783;0.0235,0.7303;0.0006;0.2500;0.0168,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr3,+,47283094-47287220;47283094-47297562;47283094-47319653;47283094-47322568,47282917-47283094;47287220-47287458;47297562-47297672;47319653-47319783;47322568-47322708,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A47322708-47282917
CLCN2,ENSG00000114859.16,ENSG00000114859.16:t:184353322-184353422,-0.0025;0.1238;-0.1116,5.109e-03;5.897e-01;5.455e-01,8.281e-01;4.457e-02;5.701e-02,0.0249;0.7987;0.1694,0.0128;0.9744;0.0128,t|1e1.1o1|1e2.1o2|1e2.2o2,3,3,0;0;0,chr3,-,184353422-184354101;184353422-184353662;184353422-184353542,184353322-184353422;184353542-184353795;184354101-184354314,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A184354314-184353322
LMAN2L,ENSG00000114988.12,ENSG00000114988.12:s:96733519-96733601,-0.1074;0.1074,5.729e-01;5.729e-01,4.704e-02;4.704e-02,0.1421;0.8579,0.0275;0.9725,s|1e1.1o1|1e2.1o1,2,3,0;0,chr2,-,96713139-96733519;96712025-96733519,96711864-96712025;96713107-96713139;96733519-96733601,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A96733601-96711864
STEAP3,ENSG00000115107.20,ENSG00000115107.20:s:119230620-119231034,0.3603;-0.3603,9.868e-01;9.868e-01,2.058e-04;2.058e-04,0.0190;0.9810,0.3878;0.6122,s|1e1.1o1|1e2.1o1,2,3,1;0,chr2,+,119231034-119239363;119231034-119245489,119230620-119231034;119239363-119239430;119245489-119245988,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A119245988-119230620
STEAP3,ENSG00000115107.20,ENSG00000115107.20:t:119245489-119245988,0.1121;-0.1383;0.0113,5.178e-01;6.129e-01;9.808e-02,5.401e-02;3.346e-02;3.682e-01,0.3732;0.3724;0.2494,0.5256;0.2065;0.2611,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr2,+,119223888-119245489;119231034-119245489;119239430-119245489,119223831-119223888;119230620-119231034;119239363-119239430;119245489-119245988,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A119245988-119223831
ACVR1,ENSG00000115170.16,ENSG00000115170.16:t:157818269-157818559,-0.1496;0.0176;-0.0000;-0.0000;0.0466;-0.0000;0.0966;-0.0123,6.381e-01;5.250e-02;2.151e-05;2.151e-05;1.707e-01;2.151e-05;4.724e-01;2.750e-02,2.785e-02;4.766e-01;9.968e-01;9.968e-01;2.612e-01;9.968e-01;7.320e-02;6.129e-01,0.7963;0.0208;0.0027;0.0027;0.0256;0.0027;0.0891;0.0501,0.5915;0.0651;0.0017;0.0017;0.1050;0.0017;0.2368;0.0017,t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.2o2|1e5.1o1|1e6.1o1|1e7.1o1,8,8,0;0;0;0;0;0;0;0,chr2,-,157818559-157875796;157818559-157875742;157818559-157875535;157818559-157874864;157818559-157860033;157818559-157838241;157818559-157826528;157818559-157819403,157818269-157818559;157819403-157819489;157826528-157826646;157838241-157838327;157860033-157860179;157874864-157875111;157875535-157875626;157875742-157876330,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A157876330-157818269
DCAF17,ENSG00000115827.14,ENSG00000115827.14:s:171434217-171434270,0.1118;-0.1118,4.938e-01;4.938e-01,4.917e-02;4.917e-02,0.4860;0.5140,0.6536;0.3464,s|1e1.1o1|i,2,2,0;0,chr2,+,171434270-171435083;171434271-171434656,171434217-171434270;171435083-171435186,171434271-171434656,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A171435186-171434217
DCAF17,ENSG00000115827.14,ENSG00000115827.14:s:171443137-171443613,0.1135;-0.1135,5.393e-01;5.393e-01,5.362e-02;5.362e-02,0.1826;0.8174,0.3136;0.6864,s|1e1.1o1|1e2.1o1,2,3,0;0,chr2,+,171443613-171447386;171443613-171448681,171443137-171443613;171447386-171447737;171448681-171448817,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A171448817-171443137
AAK1,ENSG00000115977.21,ENSG00000115977.21:s:69480860-69480961,-0.1088;0.1088,4.815e-01;4.815e-01,5.633e-02;5.633e-02,0.8160;0.1840,0.6666;0.3334,s|1e1.1o1|1e2.2o2,2,3,0;1,chr2,-,69479061-69480860;69466551-69480860,69465846-69475963;69478456-69479061;69480860-69480961,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A69480961-69465846
AAK1,ENSG00000115977.21,ENSG00000115977.21:s:69505569-69505846,0.0000;-0.0082;-0.0966;0.1117,2.579e-07;5.014e-02;4.684e-01;5.639e-01,9.986e-01;4.810e-01;7.367e-02;5.492e-02,0.0011;0.1890;0.1252;0.6866,0.0080;0.1761;0.0017;0.8201,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.2o2,4,5,0;0;1;0,chr2,-,69500301-69505569;69496080-69505569;69482812-69505569;69466551-69505569,69465846-69475963;69481056-69482812;69495985-69496080;69499869-69500301;69505569-69505846,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A69505846-69465846
GPX7,ENSG00000116157.6,ENSG00000116157.6:s:52602371-52602547,0.1407;-0.1407,6.551e-01;6.551e-01,3.138e-02;3.138e-02,0.2567;0.7433,0.4221;0.5779,s|1e1.1o1|1e2.1o1,2,3,1;0,chr1,+,52602547-52604681;52602547-52606684,52602371-52602547;52604681-52604829;52606684-52607408,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A52607408-52602371
BLOC1S6,ENSG00000104164.12,ENSG00000104164.12:t:45603100-45603187,0.1332;-0.0031;-0.0022;-0.0397;0.0000;-0.0000;-0.0000;0.0000;0.0000;-0.0269,7.061e-01;7.027e-06;2.218e-06;1.629e-01;6.917e-21;6.919e-21;6.915e-21;6.915e-21;6.915e-21;8.208e-03,2.637e-02;8.864e-01;9.183e-01;2.722e-01;9.998e-01;9.995e-01;1.000e+00;1.000e+00;1.000e+00;5.462e-01,0.1980;0.0374;0.0331;0.6369;0.0107;0.0124;0.0055;0.0003;0.0026;0.0635,0.3409;0.0188;0.0038;0.5806;0.0156;0.0035;0.0002;0.0002;0.0079;0.0341,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o2|1e5.2o2|1e6.1o1|1e7.1o1|2e1.1o1|2e4.1o1,10,8,0;0;1;0;0;0;0;0;0;0,chr15,+,45587525-45603100;45587796-45603100;45587876-45603100;45592276-45603100;45597891-45603100;45597996-45603100;45601407-45603100;45602375-45603100;45587525-45603104;45592276-45603104,45587214-45587525;45587560-45587796;45587825-45587876;45592135-45592276;45597880-45599562;45601234-45601407;45602357-45602375;45603100-45603187,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A45603187-45587214
BLOC1S6,ENSG00000104164.12,ENSG00000104164.12:t:45605428-45605773,-0.1242;0.0000;-0.0014;-0.0288;0.1811,6.424e-01;2.317e-09;2.970e-05;7.873e-02;8.950e-01,3.929e-02;9.983e-01;9.452e-01;3.960e-01;4.807e-03,0.3019;0.0077;0.0238;0.1651;0.5002,0.1598;0.0161;0.0064;0.1299;0.6823,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1,5,6,0;0;0;0;0,chr15,+,45587525-45605428;45587796-45605428;45587876-45605428;45592276-45605428;45603187-45605428,45587214-45587525;45587560-45587796;45587825-45587876;45592135-45592276;45603100-45603187;45605428-45605773,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A45605773-45587214
CSPP1,ENSG00000104218.16,ENSG00000104218.16:s:67190650-67190944,-0.0181;-0.0026;0.1101;-0.0212,2.891e-02;1.293e-03;5.616e-01;4.919e-02,5.559e-01;8.952e-01;5.784e-02;4.904e-01,0.0620;0.0295;0.8477;0.0616,0.0030;0.0030;0.9909;0.0030,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;0;0;0,chr8,+,67190759-67192098;67190759-67192689;67190759-67193464;67190759-67195382,67190650-67190944;67191194-67192217;67192627-67192803;67193464-67193602;67195382-67196778,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A67196778-67190650
CSPP1,ENSG00000104218.16,ENSG00000104218.16:t:67072940-67074351,0.0037;0.1261;0.0005;-0.1650;-0.0000,1.780e-03;5.353e-01;8.894e-05;6.382e-01;4.080e-06,8.604e-01;4.110e-02;9.778e-01;2.321e-02;9.984e-01,0.0027;0.4332;0.0027;0.5569;0.0027,0.0314;0.5923;0.0135;0.3585;0.0025,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1,5,5,0;0;0;0;0,chr8,+,67062520-67074243;67064496-67074243;67064526-67074243;67064538-67074243;67069802-67074243,67062417-67062520;67064423-67064496;67064525-67064538;67069680-67069802;67072940-67074351,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A67074351-67062417
ZFAND1,ENSG00000104231.11,ENSG00000104231.11:t:81714987-81715114,0.1553;-0.1553,7.724e-01;7.724e-01,1.767e-02;1.767e-02,0.4445;0.5555,0.6154;0.3846,t|1e1.1o1|1e2.1o1,2,3,0;0,chr8,-,81715114-81718182;81715114-81717249,81714987-81715114;81717249-81717288;81718182-81718224,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A81718224-81714987
INTS9,ENSG00000104299.15,ENSG00000104299.15:t:28837637-28837776,-0.0000;-0.1669;0.1697,1.217e-09;8.625e-01;8.694e-01,9.999e-01;7.756e-03;7.165e-03,0.0016;0.2292;0.7660,0.0013;0.0550;0.9437,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr8,-,28837776-28859436;28837776-28850213;28837776-28846747,28837637-28837776;28846747-28846809;28850009-28850273;28859436-28859563,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A28859563-28837637
RIPK2,ENSG00000104312.8,ENSG00000104312.8:s:89757806-89758233,0.0000;0.1189;-0.1195,3.708e-07;5.347e-01;5.376e-01,9.993e-01;4.950e-02;4.889e-02,0.0028;0.4764;0.5210,0.0034;0.6406;0.3561,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr8,+,89758233-89759322;89758233-89762829;89758233-89765341,89757806-89758233;89759322-89759446;89762829-89762982;89765341-89765496,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A89765496-89757806
RIPK2,ENSG00000104312.8,ENSG00000104312.8:t:89765341-89765496,-0.2054;0.2054,8.541e-01;8.541e-01,7.153e-03;7.153e-03,0.4919;0.5081,0.2650;0.7350,t|1e1.1o1|1e2.1o1,2,3,0;0,chr8,+,89758233-89765341;89762982-89765341,89757806-89758233;89762829-89762982;89765341-89765496,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A89765496-89757806
IKBKB,ENSG00000104365.16,ENSG00000104365.16:t:42320675-42320844,-0.0000;-0.0025;-0.0027;-0.0517;0.1027;-0.0007,6.507e-09;1.761e-03;7.312e-04;1.768e-01;5.294e-01;6.751e-05,1.000e+00;8.481e-01;8.984e-01;2.549e-01;6.674e-02;9.703e-01,0.0014;0.0234;0.0260;0.0958;0.8326;0.0188,0.0010;0.0208;0.0010;0.0237;0.9479;0.0010,t|1e1.1o1|2e1.1o1|2e2.1o1|3e1.1o1|3e2.1o1|3e3.1o1,6,4,0;1;1;0;0;1,chr8,+,42319421-42320675;42319421-42320723;42319646-42320723;42319421-42320735;42319646-42320735;42320521-42320735,42319156-42319421;42319585-42319750;42320473-42320521;42320675-42320844,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A42320844-42319156
STMN2,ENSG00000104435.14,ENSG00000104435.14:s:79611117-79611214,0.0000;0.0002;0.0000;0.8082;0.0000;-0.8212;0.0000;0.0000,6.512e-21;6.577e-21;6.512e-21;1.000e+00;6.512e-21;1.000e+00;6.512e-21;6.512e-21,1.000e+00;9.925e-01;1.000e+00;7.459e-21;1.000e+00;0.000e+00;1.000e+00;1.000e+00,0.0000;0.0034;0.0000;0.0438;0.0038;0.9392;0.0033;0.0073,0.0039;0.0368;0.0006;0.8175;0.0000;0.1200;0.0000;0.0237,s|1e1.1o2|1e1.2o2|1e2.2o2|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|i,8,7,1;1;1;1;1;0;1;1,chr8,+,79611214-79613670;79611214-79613823;79611214-79616054;79611214-79616822;79611214-79631017;79611214-79636802;79611214-79654871;79611215-79611734,79611117-79611214;79613670-79613937;79615702-79616118;79616822-na;79631017-79631127;79636802-79636897;79654871-79655062,79611215-79611734,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A79655062-79611117
TRPS1,ENSG00000104447.13,ENSG00000104447.13:t:115619747-115620070,0.1129;-0.1339;0.0250;-0.0154,5.084e-01;6.932e-01;9.970e-02;1.326e-01,5.221e-02;2.953e-02;3.656e-01;3.064e-01,0.5596;0.1584;0.0647;0.1931,0.7294;0.0032;0.0922;0.1680,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,0;0;1;0,chr8,-,115620060-115668545;115620060-115667874;115620060-115623615;115620060-115623601,115619747-115620070;115623601-115623758;115667874-115668294;115668545-115668975,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A115668975-115619747
UBR5,ENSG00000104517.13,ENSG00000104517.13:s:102345396-102345545,0.1540;-0.1540,7.515e-01;7.515e-01,2.000e-02;2.000e-02,0.4731;0.5269,0.6588;0.3412,s|1e1.1o2|1e1.2o2,2,2,0;0,chr8,-,102342684-102345396;102342666-102345396,102342473-102342684;102345396-102345545,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A102345545-102342473
ERICH1,ENSG00000104714.14,ENSG00000104714.14:s:673289-673657,-0.0637;0.1792;-0.0837,3.363e-01;7.778e-01;3.721e-01,1.286e-01;1.393e-02;1.244e-01,0.2549;0.6323;0.1197,0.1562;0.8401;0.0036,s|1e1.1o1|1e2.2o3|1e2.3o3,3,3,0;0;1,chr8,-,672204-673289;668792-673289;668782-673289,665992-669277;671415-672204;673289-673657,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A673657-665992
ERICH1,ENSG00000104714.14,ENSG00000104714.14:t:665992-669277,0.0816;-0.1015;0.0066,3.943e-01;5.065e-01;8.227e-02,9.907e-02;7.523e-02;3.991e-01,0.7361;0.1344;0.1194,0.8494;0.0036;0.1464,t|2e1.1o1|3e1.1o1|i,3,2,0;1;1,chr8,-,668792-673289;668782-673289;669278-671414,665992-669277;673289-673657,669278-671414,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A673657-665992
ARHGEF10,ENSG00000104728.16,ENSG00000104728.16:s:1859894-1860184,0.1612;-0.1612,6.943e-01;6.943e-01,2.207e-02;2.207e-02,0.4698;0.5302,0.6561;0.3439,s|1e1.1o2|1e1.2o2,2,2,0;0,chr8,+,1860184-1864370;1860184-1864373,1859894-1860184;1864370-1864436,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A1864436-1859894
ARHGEF10,ENSG00000104728.16,ENSG00000104728.16:s:1876051-1876734,-0.1335;0.1335,5.974e-01;5.974e-01,3.717e-02;3.717e-02,0.3984;0.6016,0.2277;0.7723,s|1e1.1o1|1e2.1o1,2,3,0;0,chr8,+,1876734-1880048;1876734-1882635,1876051-1876734;1880048-1880164;1882635-1882749,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A1882749-1876051
ARHGEF10,ENSG00000104728.16,ENSG00000104728.16:t:1882635-1882749,0.1427;-0.1427,6.333e-01;6.333e-01,3.143e-02;3.143e-02,0.5304;0.4696,0.7124;0.2876,t|1e1.1o1|1e2.1o1,2,3,0;0,chr8,+,1876734-1882635;1880164-1882635,1876051-1876734;1880048-1880164;1882635-1882749,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr8%3A1882749-1876051
IL4I1,ENSG00000104951.16,ENSG00000104951.16:t:49927694-49927848,-0.0172;-0.0144;-0.0132;0.1029;-0.0271,3.612e-02;2.357e-02;4.267e-02;5.179e-01;7.968e-02,5.249e-01;5.660e-01;4.997e-01;6.642e-02;3.981e-01,0.0779;0.0718;0.1622;0.5082;0.1839,0.0433;0.0490;0.1282;0.6334;0.1368,t|1e1.1o1|1e2.1o3|2e1.1o1|2e2.2o3|i,5,3,1;1;0;0;1,chr19,-,49927848-49929417;49927848-49929350;49927815-49929417;49927815-49929326;49927849-49929242,49927694-49927848;49929243-49929416;49929417-49929539,49927849-49929242,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A49929539-49927694
VRK3,ENSG00000105053.11,ENSG00000105053.11:s:49987701-49988492,0.0194;-0.0000;0.1810;-0.2480;0.0194,3.733e-02;6.512e-21;9.010e-01;9.713e-01;6.614e-02,5.041e-01;1.000e+00;4.988e-03;7.156e-04;4.325e-01,0.0588;0.0009;0.1416;0.6018;0.1889,0.0887;0.0008;0.3256;0.3384;0.2288,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i,5,5,0;0;0;0;1,chr19,-,49986933-49988372;49986544-49988372;49982188-49988372;49981013-49988372;49986934-49987700,49980955-49981184;49981654-49982188;49986299-49986544;49986742-49986933;49987701-49988492,49986934-49987700,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A49988492-49980955
ZNF419,ENSG00000105136.21,ENSG00000105136.21:s:57491468-57491778,-0.1037;0.1037,4.117e-01;4.117e-01,5.689e-02;5.689e-02,0.6267;0.3733,0.4698;0.5302,s|1e1.1o1|1e2.1o1,2,3,0;0,chr19,+,57491597-57492113;57491597-57492856,57491468-57491778;57492113-57492476;57492856-57493783,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A57493783-57491468
URI1,ENSG00000105176.18,ENSG00000105176.18:s:29942239-29942664,-0.1170;0.1252;-0.0001,6.265e-01;6.869e-01;6.962e-21,4.073e-02;3.097e-02;9.950e-01,0.7033;0.2766;0.0235,0.5733;0.4114;0.0169,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;1,chr19,+,29942664-29971193;29942664-29985223;29942664-30005361,29942239-29942664;29971093-29971227;29985223-29985301;30005361-30005452,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A30005452-29942239
AKT2,ENSG00000105221.18,ENSG00000105221.18:t:40265222-40265547,0.0000;0.1150;-0.0000;0.0000;-0.0000;-0.0015;0.0000;0.0000;-0.0502;-0.0001;-0.0000;0.0000;0.0000,6.915e-21;6.404e-01;6.915e-21;6.915e-21;6.915e-21;1.957e-06;6.915e-21;6.915e-21;6.783e-02;4.550e-09;6.915e-21;6.915e-21;6.915e-21,1.000e+00;3.318e-02;1.000e+00;1.000e+00;1.000e+00;9.410e-01;1.000e+00;1.000e+00;3.811e-01;9.965e-01;1.000e+00;1.000e+00;1.000e+00,0.0002;0.8512;0.0063;0.0002;0.0033;0.0281;0.0002;0.0002;0.0829;0.0196;0.0057;0.0002;0.0002,0.0002;0.9672;0.0002;0.0027;0.0026;0.0053;0.0002;0.0002;0.0109;0.0053;0.0002;0.0002;0.0051,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1|1e8.2o2|1e9.1o1|1e10.1o1|1e11.1o1|1e12.1o2|1e12.2o2,13,13,0;0;0;0;0;0;0;0;0;1;0;0;0,chr19,-,40265351-40285448;40265351-40285181;40265351-40285049;40265351-40284864;40265351-40284765;40265351-40282217;40265351-40280782;40265351-40279738;40265351-40279107;40265351-40269423;40265351-40268584;40265351-40266206;40265351-40266011,40265222-40265547;40266011-40266359;40268584-40269085;40269423-40269589;40279107-40279639;40279738-40280416;40280782-40280832;40282217-40282444;40284765-40284822;40284864-40284954;40285049-40285092;40285181-40285395;40285448-40285536,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A40285536-40265222
SHD,ENSG00000105251.11,ENSG00000105251.11:s:4283600-4283916,-0.1062;0.1062,5.132e-01;5.132e-01,6.222e-02;6.222e-02,0.2108;0.7892,0.0774;0.9226,s|1e1.1o2|i,2,2,1;1,chr19,+,4283916-4284781;4283917-4284430,4283600-4283916;4284781-4284904,4283917-4284430,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A4284904-4283600
CACTIN,ENSG00000105298.14,ENSG00000105298.14:s:3614386-3616692,0.1344;-0.1344,7.556e-01;7.556e-01,1.552e-02;1.552e-02,0.8318;0.1682,0.9753;0.0247,s|1e1.1o1|2e1.1o1,2,2,0;0,chr19,-,3613586-3614397;3613586-3614386,3613464-3613586;3614386-3616692,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A3616692-3613464
MIER2,ENSG00000105556.12,ENSG00000105556.12:t:334115-334542,0.0636;0.0090;0.0262;-0.1262,2.870e-01;1.219e-02;8.055e-02;5.907e-01,1.653e-01;6.469e-01;3.975e-01;4.212e-02,0.0570;0.0280;0.0506;0.8663,0.1556;0.0548;0.0995;0.6960,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;1;1;0,chr19,-,334542-344774;334542-343810;334542-343285;334542-336083,334115-334542;336083-336194;343285-na;343810-na;344774-344815,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A344815-334115
PLEKHA4,ENSG00000105559.12,ENSG00000105559.12:t:48854217-48854264,-0.0000;-0.1396;0.1400,9.332e-06;6.415e-01;6.425e-01,9.964e-01;3.205e-02;3.178e-02,0.0048;0.3715;0.6231,0.0039;0.1790;0.8172,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr19,-,48854264-48859202;48854264-48858860;48854264-48857422,48854217-48854264;48857422-48857496;48858860-48859139;48859202-48859382,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A48859382-48854217
CRTC1,ENSG00000105662.16,ENSG00000105662.16:s:18768485-18768793,0.0000;0.1454;-0.0891;-0.1012;0.0309,5.827e-10;7.113e-01;4.365e-01;5.221e-01;1.288e-01,1.000e+00;2.486e-02;9.273e-02;6.642e-02;3.155e-01,0.0011;0.4666;0.2252;0.1378;0.1656,0.0013;0.6390;0.1177;0.0232;0.2146,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i,5,5,1;0;1;1;1,chr19,+,18768793-18771279;18768793-18771442;18768793-18774900;18768793-18775641;18768794-18771278,18768485-18768793;18771279-18771325;18771442-18771546;18774900-18774986;18775641-18775821,18768794-18771278,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A18775821-18768485
CRTC1,ENSG00000105662.16,ENSG00000105662.16:t:18774900-18774986,-0.0012;-0.1008;0.1125;-0.0071,2.699e-04;5.086e-01;5.282e-01;6.196e-02,8.822e-01;7.011e-02;5.484e-02;4.482e-01,0.0303;0.2268;0.5829;0.1557,0.0248;0.1097;0.7166;0.1525,t|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,1;1;0;1,chr19,+,18765528-18774900;18768793-18774900;18771546-18774900;18771547-18774899,18765404-18765528;18768485-18768793;18771442-18771546;18774900-18774986,18771547-18774899,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A18774986-18765404
CRTC1,ENSG00000105662.16,ENSG00000105662.16:t:18775641-18775821,-0.0000;-0.1125;0.0998;0.0003,1.495e-06;5.776e-01;4.772e-01;1.163e-01,9.967e-01;5.207e-02;7.068e-02;3.348e-01,0.0084;0.1656;0.2180;0.6045,0.0029;0.0403;0.3523;0.5984,t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1,4,5,0;1;1;0,chr19,+,18765528-18775641;18768793-18775641;18771546-18775641;18774986-18775641,18765404-18765528;18768485-18768793;18771442-18771546;18774900-18774986;18775641-18775821,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A18775821-18765404
